feature	chromosome	start	end	SLX-17922.D704tp_D504tp.HC22GBBXY.s_6.r_1	SLX-17921.D701tp_D501tp.H5J55BBXY.s_8.r_1	SLX-16150.D704tp_D507tp.HC22VBBXY.s_3.r_1
13:40000001-40500000	13	40000001	40500000	1.015	1.11	0.989
13:41000001-41500000	13	41000001	41500000	0.948	0.913	1.003
13:41500001-42000000	13	41500001	42000000	0.992	1.013	0.997
13:42000001-42500000	13	42000001	42500000	0.96	0.987	0.944
13:42500001-43000000	13	42500001	43000000	1.003	1.045	1.029
13:43000001-43500000	13	43000001	43500000	0.911	0.997	1.066
13:43500001-44000000	13	43500001	44000000	1.064	1.022	1.033
13:44000001-44500000	13	44000001	44500000	0.92	0.985	1
13:44500001-45000000	13	44500001	45000000	0.893	1.036	1.001
13:45000001-45500000	13	45000001	45500000	1.055	0.877	1.018
13:45500001-46000000	13	45500001	46000000	1.066	1.038	0.964
13:46000001-46500000	13	46000001	46500000	0.946	0.879	0.951
13:46500001-47000000	13	46500001	47000000	0.967	0.96	0.901
13:47000001-47500000	13	47000001	47500000	1.053	0.974	1.031
13:47500001-48000000	13	47500001	48000000	1.086	1.021	1.061
13:48000001-48500000	13	48000001	48500000	0.955	0.832	0.972
13:48500001-49000000	13	48500001	49000000	0.948	0.934	0.949
13:49000001-49500000	13	49000001	49500000	0.9	0.953	0.983
13:49500001-50000000	13	49500001	50000000	1.018	1.075	0.897
13:50000001-50500000	13	50000001	50500000	0.92	1.047	0.885
13:50500001-51000000	13	50500001	51000000	0.99	1.15	1.091
13:51000001-51500000	13	51000001	51500000	1.105	1.036	1.038
13:51500001-52000000	13	51500001	52000000	1.088	1.005	0.956
13:52500001-53000000	13	52500001	53000000	1.043	1.032	1.123
13:53000001-53500000	13	53000001	53500000	1.025	1.014	1.04
13:54000001-54500000	13	54000001	54500000	0.976	1.019	0.87
13:54500001-55000000	13	54500001	55000000	0.971	0.915	0.893
13:55000001-55500000	13	55000001	55500000	0.974	0.987	0.947
13:56000001-56500000	13	56000001	56500000	0.945	0.877	0.893
13:57000001-57500000	13	57000001	57500000	0.908	0.927	1.033
13:57500001-58000000	13	57500001	58000000	1.064	1.014	0.954
13:58000001-58500000	13	58000001	58500000	0.909	0.998	0.975
13:58500001-59000000	13	58500001	59000000	0.917	0.979	0.921
13:59000001-59500000	13	59000001	59500000	0.987	1.054	1.053
13:59500001-60000000	13	59500001	60000000	0.981	0.854	1.038
13:60000001-60500000	13	60000001	60500000	1	1.025	1.013
13:60500001-61000000	13	60500001	61000000	0.956	1.023	0.962
13:61000001-61500000	13	61000001	61500000	0.96	0.981	0.9
13:61500001-62000000	13	61500001	62000000	0.927	1.056	0.981
13:62000001-62500000	13	62000001	62500000	0.946	1.051	0.9
13:62500001-63000000	13	62500001	63000000	1.033	0.98	0.908
13:63000001-63500000	13	63000001	63500000	0.969	0.922	0.981
13:63500001-64000000	13	63500001	64000000	0.89	1.039	0.937
13:64000001-64500000	13	64000001	64500000	0.934	0.98	0.992
13:64500001-65000000	13	64500001	65000000	1.006	0.892	0.881
13:65000001-65500000	13	65000001	65500000	1.048	1.071	1.026
13:65500001-66000000	13	65500001	66000000	0.987	1.049	1.07
13:66000001-66500000	13	66000001	66500000	1.017	0.986	0.938
13:66500001-67000000	13	66500001	67000000	1.067	1.033	0.971
13:67000001-67500000	13	67000001	67500000	1.044	1.054	0.982
13:67500001-68000000	13	67500001	68000000	1.049	0.946	1.053
13:68000001-68500000	13	68000001	68500000	1.122	0.944	0.97
13:68500001-69000000	13	68500001	69000000	1	0.899	1.039
13:69000001-69500000	13	69000001	69500000	0.921	0.99	1.011
13:69500001-70000000	13	69500001	70000000	0.941	0.97	0.993
13:70000001-70500000	13	70000001	70500000	0.995	0.999	0.897
13:70500001-71000000	13	70500001	71000000	0.992	0.994	0.982
13:71000001-71500000	13	71000001	71500000	0.973	0.948	0.966
13:71500001-72000000	13	71500001	72000000	0.995	1.113	0.956
13:72500001-73000000	13	72500001	73000000	1.032	1.004	0.958
13:73000001-73500000	13	73000001	73500000	1.027	0.976	0.925
13:73500001-74000000	13	73500001	74000000	1.041	1.063	1.01
13:74000001-74500000	13	74000001	74500000	1.023	1.066	0.993
13:74500001-75000000	13	74500001	75000000	1.003	1.041	1.047
13:75000001-75500000	13	75000001	75500000	1.042	1.049	0.989
13:76000001-76500000	13	76000001	76500000	1.035	1.084	0.996
13:76500001-77000000	13	76500001	77000000	0.958	1.052	1.015
13:77000001-77500000	13	77000001	77500000	0.955	1.048	0.953
13:77500001-78000000	13	77500001	78000000	1.069	1.083	1.115
13:78000001-78500000	13	78000001	78500000	0.978	1.026	0.994
13:78500001-79000000	13	78500001	79000000	1.036	1.007	1.068
13:79000001-79500000	13	79000001	79500000	1.009	0.986	0.974
13:79500001-80000000	13	79500001	80000000	1.032	0.995	1.072
13:80000001-80500000	13	80000001	80500000	0.983	1.025	0.944
13:80500001-81000000	13	80500001	81000000	0.974	1.099	1.077
13:81000001-81500000	13	81000001	81500000	1.002	0.854	1.031
13:81500001-82000000	13	81500001	82000000	1.032	0.831	1.012
13:82000001-82500000	13	82000001	82500000	0.975	0.997	0.993
13:82500001-83000000	13	82500001	83000000	0.98	1.157	0.99
13:83000001-83500000	13	83000001	83500000	0.987	0.887	0.959
13:84000001-84500000	13	84000001	84500000	0.961	1.045	0.916
13:85000001-85500000	13	85000001	85500000	0.934	1.013	0.92
13:85500001-86000000	13	85500001	86000000	0.968	1.08	0.994
13:86000001-86500000	13	86000001	86500000	0.934	0.956	0.899
13:86500001-87000000	13	86500001	87000000	0.878	0.979	0.94
13:87000001-87500000	13	87000001	87500000	0.999	1.018	1.02
13:87500001-88000000	13	87500001	88000000	1.025	1.05	1.065
13:88500001-89000000	13	88500001	89000000	0.973	0.98	0.914
13:89000001-89500000	13	89000001	89500000	0.978	1.011	0.983
13:89500001-90000000	13	89500001	90000000	0.958	0.98	0.852
13:90000001-90500000	13	90000001	90500000	0.944	0.984	1.018
13:90500001-91000000	13	90500001	91000000	1.014	1.01	1.032
13:91000001-91500000	13	91000001	91500000	1.047	0.978	1.042
13:91500001-92000000	13	91500001	92000000	0.967	0.903	1.003
13:92000001-92500000	13	92000001	92500000	0.978	0.894	0.974
13:92500001-93000000	13	92500001	93000000	0.963	1.088	0.973
13:93000001-93500000	13	93000001	93500000	0.994	1.014	0.932
13:93500001-94000000	13	93500001	94000000	1.087	0.941	1.002
13:94000001-94500000	13	94000001	94500000	0.945	0.912	0.969
13:94500001-95000000	13	94500001	95000000	1.013	0.967	0.963
13:95000001-95500000	13	95000001	95500000	1.034	0.965	0.99
13:96000001-96500000	13	96000001	96500000	1.014	1.01	1.017
13:96500001-97000000	13	96500001	97000000	0.995	1.051	0.918
13:97000001-97500000	13	97000001	97500000	1.05	0.857	0.992
13:97500001-98000000	13	97500001	98000000	1.068	0.945	0.971
13:98000001-98500000	13	98000001	98500000	1.042	0.997	0.987
13:98500001-99000000	13	98500001	99000000	0.984	1.019	0.981
13:99000001-99500000	13	99000001	99500000	0.909	0.919	0.917
13:99500001-100000000	13	99500001	100000000	0.929	0.934	0.936
13:100000001-100500000	13	100000001	100500000	0.943	0.986	1.008
13:100500001-101000000	13	100500001	101000000	1.034	1.007	1.026
13:101000001-101500000	13	101000001	101500000	1.007	0.94	0.968
13:101500001-102000000	13	101500001	102000000	1.04	0.909	0.974
13:102000001-102500000	13	102000001	102500000	1.114	1.063	0.95
13:102500001-103000000	13	102500001	103000000	0.963	1.054	0.94
13:103000001-103500000	13	103000001	103500000	1.084	0.954	0.979
13:103500001-104000000	13	103500001	104000000	1.005	0.86	1.053
13:104000001-104500000	13	104000001	104500000	0.948	1.113	1.043
13:104500001-105000000	13	104500001	105000000	0.999	0.878	0.953
13:105500001-106000000	13	105500001	106000000	1.009	0.941	0.945
13:106000001-106500000	13	106000001	106500000	0.949	0.964	1.04
13:106500001-107000000	13	106500001	107000000	0.984	0.98	1.05
13:107500001-108000000	13	107500001	108000000	0.952	0.86	0.942
13:108000001-108500000	13	108000001	108500000	0.92	0.982	0.884
13:108500001-109000000	13	108500001	109000000	0.926	0.907	1.007
13:109500001-110000000	13	109500001	110000000	1.065	1.007	0.946
13:110000001-110500000	13	110000001	110500000	1.088	1.021	1.031
13:110500001-111000000	13	110500001	111000000	1.011	0.933	0.927
13:111000001-111500000	13	111000001	111500000	0.974	1.108	0.997
13:112000001-112500000	13	112000001	112500000	1.212	1.084	1.042
13:112500001-113000000	13	112500001	113000000	0.955	0.961	0.957
13:113000001-113500000	13	113000001	113500000	1.024	1.068	0.942
13:113500001-114000000	13	113500001	114000000	0.991	0.935	0.951
13:114000001-114364328	13	114000001	114364328	1.005	0.907	1.016
14:20000001-20500000	14	20000001	20500000	1.034	1.06	0.967
14:20500001-21000000	14	20500001	21000000	0.953	1.104	0.959
14:21000001-21500000	14	21000001	21500000	0.963	0.906	1.006
14:21500001-22000000	14	21500001	22000000	0.892	1.032	0.982
14:22000001-22500000	14	22000001	22500000	0.987	1.034	1.033
14:22500001-23000000	14	22500001	23000000	1.051	0.999	1.007
14:23500001-24000000	14	23500001	24000000	1.024	1.086	1.168
14:24000001-24500000	14	24000001	24500000	1.161	1.022	1.063
14:24500001-25000000	14	24500001	25000000	1.088	0.936	0.991
14:25000001-25500000	14	25000001	25500000	1.001	1.13	1.043
14:25500001-26000000	14	25500001	26000000	1.049	0.984	1.01
14:26000001-26500000	14	26000001	26500000	1.047	1.049	1.034
14:26500001-27000000	14	26500001	27000000	1.053	0.981	0.999
14:27000001-27500000	14	27000001	27500000	1.035	1.03	1.083
14:27500001-28000000	14	27500001	28000000	1.03	1.056	0.976
14:28000001-28500000	14	28000001	28500000	1.055	1.03	0.993
14:28500001-29000000	14	28500001	29000000	1.006	1.111	0.991
14:29000001-29500000	14	29000001	29500000	1.031	1.071	0.946
14:29500001-30000000	14	29500001	30000000	0.98	1.008	1.027
14:30000001-30500000	14	30000001	30500000	1.009	1.049	1.008
14:30500001-31000000	14	30500001	31000000	0.983	1.046	0.989
14:31000001-31500000	14	31000001	31500000	0.915	0.954	0.931
14:31500001-32000000	14	31500001	32000000	1.042	1.156	1.054
14:32500001-33000000	14	32500001	33000000	1.067	1.07	1.103
14:33000001-33500000	14	33000001	33500000	1.045	1.016	1.014
14:33500001-34000000	14	33500001	34000000	1.052	1.053	1.063
14:34000001-34500000	14	34000001	34500000	1.006	1.01	1.027
14:35000001-35500000	14	35000001	35500000	0.922	0.816	0.955
14:35500001-36000000	14	35500001	36000000	0.966	1.056	0.93
14:36000001-36500000	14	36000001	36500000	1.177	1.142	1.062
14:36500001-37000000	14	36500001	37000000	0.983	0.952	1.004
14:37500001-38000000	14	37500001	38000000	0.956	0.991	1.071
14:38000001-38500000	14	38000001	38500000	1.012	0.965	1.006
14:38500001-39000000	14	38500001	39000000	0.966	0.976	1.089
14:39000001-39500000	14	39000001	39500000	0.957	1.098	0.973
14:39500001-40000000	14	39500001	40000000	1.089	0.929	1.064
14:40000001-40500000	14	40000001	40500000	0.991	0.902	1.023
14:41000001-41500000	14	41000001	41500000	1.028	1.085	1.008
14:41500001-42000000	14	41500001	42000000	0.939	1.107	1.025
14:42000001-42500000	14	42000001	42500000	0.931	1.006	0.959
14:42500001-43000000	14	42500001	43000000	0.982	0.96	0.981
14:43500001-44000000	14	43500001	44000000	0.92	0.918	0.962
14:44000001-44500000	14	44000001	44500000	0.894	0.928	0.913
14:44500001-45000000	14	44500001	45000000	1.016	0.988	1.024
14:45500001-46000000	14	45500001	46000000	1.041	1.067	1.039
14:47000001-47500000	14	47000001	47500000	1.06	1.055	1.023
14:47500001-48000000	14	47500001	48000000	0.967	0.94	0.976
14:48000001-48500000	14	48000001	48500000	0.946	0.948	1.075
14:48500001-49000000	14	48500001	49000000	1.001	0.99	0.932
14:49000001-49500000	14	49000001	49500000	1.034	0.915	0.992
14:49500001-50000000	14	49500001	50000000	0.91	0.911	0.992
14:50000001-50500000	14	50000001	50500000	0.885	0.979	0.964
14:50500001-51000000	14	50500001	51000000	0.984	0.995	0.998
14:51000001-51500000	14	51000001	51500000	0.914	1.017	1
14:52000001-52500000	14	52000001	52500000	0.993	1.009	1
14:52500001-53000000	14	52500001	53000000	0.907	1	0.931
14:53000001-53500000	14	53000001	53500000	0.959	1.06	1.024
14:53500001-54000000	14	53500001	54000000	0.992	1.042	1.005
14:54000001-54500000	14	54000001	54500000	1.04	1.004	0.918
14:54500001-55000000	14	54500001	55000000	1.129	1.023	0.986
14:55000001-55500000	14	55000001	55500000	0.937	1.049	0.974
14:55500001-56000000	14	55500001	56000000	1.032	0.999	1.026
14:56000001-56500000	14	56000001	56500000	1.053	1.069	0.927
14:56500001-57000000	14	56500001	57000000	1.076	1.003	1.009
14:57000001-57500000	14	57000001	57500000	1.113	1.057	0.961
14:57500001-58000000	14	57500001	58000000	1.122	1.049	1.082
14:58000001-58500000	14	58000001	58500000	0.958	1.003	0.99
14:58500001-59000000	14	58500001	59000000	0.982	0.91	0.931
14:59000001-59500000	14	59000001	59500000	0.996	0.999	1.013
14:59500001-60000000	14	59500001	60000000	0.971	1.004	1.015
14:60000001-60500000	14	60000001	60500000	0.994	0.974	1.006
14:60500001-61000000	14	60500001	61000000	0.929	0.966	1.051
14:61000001-61500000	14	61000001	61500000	1.024	1.02	1.002
14:61500001-62000000	14	61500001	62000000	0.986	1.085	0.998
14:62000001-62500000	14	62000001	62500000	1.044	1.076	1.012
14:62500001-63000000	14	62500001	63000000	0.989	1.072	1.022
14:63000001-63500000	14	63000001	63500000	1.053	1	1.036
14:63500001-64000000	14	63500001	64000000	0.933	0.93	0.984
14:64000001-64500000	14	64000001	64500000	1.077	0.908	0.93
14:64500001-65000000	14	64500001	65000000	1.076	1.01	0.986
14:65000001-65500000	14	65000001	65500000	0.903	1.037	1.023
14:65500001-66000000	14	65500001	66000000	1.028	0.991	1.05
14:66000001-66500000	14	66000001	66500000	1.051	1.065	1.09
14:66500001-67000000	14	66500001	67000000	0.892	0.908	1.005
14:67000001-67500000	14	67000001	67500000	0.988	0.999	1.041
14:67500001-68000000	14	67500001	68000000	0.998	0.992	0.985
14:68000001-68500000	14	68000001	68500000	0.908	0.987	0.954
14:68500001-69000000	14	68500001	69000000	0.96	0.948	0.919
14:69000001-69500000	14	69000001	69500000	0.976	1.071	0.952
14:69500001-70000000	14	69500001	70000000	1.008	1	0.976
14:70000001-70500000	14	70000001	70500000	1.017	0.949	0.893
14:70500001-71000000	14	70500001	71000000	0.98	1.026	1.016
14:71000001-71500000	14	71000001	71500000	0.991	1.093	0.954
14:71500001-72000000	14	71500001	72000000	1.029	0.892	1.035
14:72000001-72500000	14	72000001	72500000	1.055	1.051	1.045
14:72500001-73000000	14	72500001	73000000	1.006	1.005	1.048
14:73000001-73500000	14	73000001	73500000	1.048	1.073	1.025
14:73500001-74000000	14	73500001	74000000	0.915	1.05	1.017
14:74000001-74500000	14	74000001	74500000	1.051	1.031	1.145
14:74500001-75000000	14	74500001	75000000	1.032	1.055	0.916
14:75000001-75500000	14	75000001	75500000	0.962	0.896	0.849
14:75500001-76000000	14	75500001	76000000	0.943	1.049	0.935
14:76000001-76500000	14	76000001	76500000	0.935	0.986	1.044
14:76500001-77000000	14	76500001	77000000	1.082	1.029	0.978
14:77000001-77500000	14	77000001	77500000	1.052	1.046	1.035
14:77500001-78000000	14	77500001	78000000	0.973	0.979	1.018
14:78000001-78500000	14	78000001	78500000	1.036	1.067	1.136
14:78500001-79000000	14	78500001	79000000	1.077	1.02	1.044
14:79000001-79500000	14	79000001	79500000	1.08	0.953	1.101
14:79500001-80000000	14	79500001	80000000	1.095	1.063	0.994
14:80000001-80500000	14	80000001	80500000	0.973	1.144	0.989
14:80500001-81000000	14	80500001	81000000	0.972	1.092	1.038
14:81000001-81500000	14	81000001	81500000	1.003	0.918	0.907
14:81500001-82000000	14	81500001	82000000	0.972	1.005	0.967
14:82000001-82500000	14	82000001	82500000	1.044	0.971	0.968
14:82500001-83000000	14	82500001	83000000	0.945	0.919	1.021
14:83000001-83500000	14	83000001	83500000	1.011	0.911	1.027
14:84500001-85000000	14	84500001	85000000	0.998	0.962	0.915
14:85000001-85500000	14	85000001	85500000	0.99	0.995	0.946
14:85500001-86000000	14	85500001	86000000	0.943	1.046	1.029
14:86500001-87000000	14	86500001	87000000	1.008	1.056	1.051
14:87000001-87500000	14	87000001	87500000	1.028	1.029	1.011
14:87500001-88000000	14	87500001	88000000	1.067	1.035	0.976
14:88000001-88500000	14	88000001	88500000	1.026	0.848	0.998
14:88500001-89000000	14	88500001	89000000	0.962	0.969	0.973
14:89000001-89500000	14	89000001	89500000	0.966	1.027	1.011
14:89500001-90000000	14	89500001	90000000	1.099	1.056	1.032
14:90000001-90500000	14	90000001	90500000	1.139	1.113	0.976
14:90500001-91000000	14	90500001	91000000	1.016	0.965	1.025
14:91000001-91500000	14	91000001	91500000	0.949	0.921	0.873
14:91500001-92000000	14	91500001	92000000	0.985	1.023	1.007
14:92000001-92500000	14	92000001	92500000	1.061	0.933	1.035
14:92500001-93000000	14	92500001	93000000	1.052	0.994	0.968
14:93000001-93500000	14	93000001	93500000	0.909	0.996	0.979
14:93500001-94000000	14	93500001	94000000	1.1	0.92	1.064
14:94000001-94500000	14	94000001	94500000	0.999	0.949	0.972
14:94500001-95000000	14	94500001	95000000	1.068	0.966	1.042
14:95000001-95500000	14	95000001	95500000	0.93	0.921	0.994
14:95500001-96000000	14	95500001	96000000	1.087	0.981	1.018
14:96000001-96500000	14	96000001	96500000	1.001	0.914	0.92
14:96500001-97000000	14	96500001	97000000	1.049	0.991	1.002
14:97000001-97500000	14	97000001	97500000	1.103	0.983	1.096
14:97500001-98000000	14	97500001	98000000	1.039	0.963	1.033
14:98000001-98500000	14	98000001	98500000	0.976	0.977	0.992
14:98500001-99000000	14	98500001	99000000	0.957	0.97	1.119
14:99000001-99500000	14	99000001	99500000	1.003	1.055	1.021
14:99500001-100000000	14	99500001	100000000	1.034	0.929	0.926
14:100000001-100500000	14	100000001	100500000	0.981	0.855	0.951
14:100500001-101000000	14	100500001	101000000	1.04	1.031	1.078
14:101000001-101500000	14	101000001	101500000	1.007	1.05	0.976
14:101500001-102000000	14	101500001	102000000	1.07	1.061	0.977
14:102000001-102500000	14	102000001	102500000	1.015	0.909	0.928
14:102500001-103000000	14	102500001	103000000	0.985	1.044	1.007
14:103000001-103500000	14	103000001	103500000	1.073	0.931	0.985
14:103500001-104000000	14	103500001	104000000	1.053	0.962	1.001
14:104000001-104500000	14	104000001	104500000	0.974	1.099	1.16
14:104500001-105000000	14	104500001	105000000	0.967	1.013	1.007
14:105000001-105500000	14	105000001	105500000	1.066	0.911	0.988
15:23500001-24000000	15	23500001	24000000	0.693	1.01	0.974
15:24500001-25000000	15	24500001	25000000	0.677	0.982	0.986
15:25000001-25500000	15	25000001	25500000	0.754	0.952	0.928
15:26000001-26500000	15	26000001	26500000	0.78	0.947	0.957
15:26500001-27000000	15	26500001	27000000	0.686	1.077	0.98
15:27000001-27500000	15	27000001	27500000	0.692	0.96	1.043
15:27500001-28000000	15	27500001	28000000	0.753	0.989	0.988
15:29000001-29500000	15	29000001	29500000	0.775	1.002	1.032
15:29500001-30000000	15	29500001	30000000	0.7	1.05	0.965
15:31000001-31500000	15	31000001	31500000	0.657	0.962	0.92
15:31500001-32000000	15	31500001	32000000	0.806	1.065	1.13
15:33000001-33500000	15	33000001	33500000	0.765	1.01	1.048
15:33500001-34000000	15	33500001	34000000	0.732	0.969	1.026
15:34000001-34500000	15	34000001	34500000	0.746	0.914	0.934
15:35500001-36000000	15	35500001	36000000	0.774	1.042	1.04
15:36000001-36500000	15	36000001	36500000	0.765	1.056	0.996
15:36500001-37000000	15	36500001	37000000	0.74	0.937	1.016
15:37000001-37500000	15	37000001	37500000	0.671	1.083	1.083
15:37500001-38000000	15	37500001	38000000	0.768	0.982	0.987
15:38000001-38500000	15	38000001	38500000	0.731	0.998	1.02
15:38500001-39000000	15	38500001	39000000	0.713	0.875	1.015
15:39000001-39500000	15	39000001	39500000	0.746	1.031	1.031
15:39500001-40000000	15	39500001	40000000	0.694	0.947	0.916
15:40500001-41000000	15	40500001	41000000	0.775	0.959	0.933
15:41500001-42000000	15	41500001	42000000	0.71	0.994	1.02
15:42000001-42500000	15	42000001	42500000	0.721	0.891	0.945
15:42500001-43000000	15	42500001	43000000	0.717	1.075	1.095
15:43000001-43500000	15	43000001	43500000	0.702	1.017	0.994
15:44000001-44500000	15	44000001	44500000	0.676	1.055	1.062
15:45000001-45500000	15	45000001	45500000	0.752	1.02	1.097
15:45500001-46000000	15	45500001	46000000	0.769	0.899	1.087
15:46000001-46500000	15	46000001	46500000	0.69	0.927	0.926
15:46500001-47000000	15	46500001	47000000	0.692	1.019	1.025
15:47000001-47500000	15	47000001	47500000	0.753	1.003	0.992
15:47500001-48000000	15	47500001	48000000	0.768	1.066	0.966
15:48000001-48500000	15	48000001	48500000	0.748	1.095	1.025
15:48500001-49000000	15	48500001	49000000	0.706	0.917	0.995
15:49000001-49500000	15	49000001	49500000	0.679	0.924	1.081
15:49500001-50000000	15	49500001	50000000	0.678	1.013	0.946
15:50000001-50500000	15	50000001	50500000	0.735	0.954	0.978
15:50500001-51000000	15	50500001	51000000	0.675	0.998	0.982
15:51000001-51500000	15	51000001	51500000	0.703	1.103	0.99
15:51500001-52000000	15	51500001	52000000	0.713	0.977	0.989
15:52500001-53000000	15	52500001	53000000	0.754	1.086	0.967
15:53000001-53500000	15	53000001	53500000	0.767	1.026	0.973
15:53500001-54000000	15	53500001	54000000	0.793	1.041	0.974
15:54000001-54500000	15	54000001	54500000	0.742	1.068	1.093
15:55000001-55500000	15	55000001	55500000	0.717	1.01	1.029
15:55500001-56000000	15	55500001	56000000	0.68	0.932	0.946
15:56000001-56500000	15	56000001	56500000	0.763	0.95	0.968
15:56500001-57000000	15	56500001	57000000	0.69	0.978	0.879
15:57000001-57500000	15	57000001	57500000	0.707	1.043	0.932
15:57500001-58000000	15	57500001	58000000	0.752	0.974	0.979
15:58500001-59000000	15	58500001	59000000	0.651	0.949	0.958
15:59000001-59500000	15	59000001	59500000	0.699	0.898	1.014
15:59500001-60000000	15	59500001	60000000	0.67	0.99	1.054
15:60000001-60500000	15	60000001	60500000	0.755	1.012	1.073
15:60500001-61000000	15	60500001	61000000	0.821	1.079	1.016
15:61000001-61500000	15	61000001	61500000	0.739	1.04	0.978
15:61500001-62000000	15	61500001	62000000	0.799	0.958	1.046
15:62000001-62500000	15	62000001	62500000	0.762	1.007	1.048
15:62500001-63000000	15	62500001	63000000	0.755	1.04	0.982
15:63000001-63500000	15	63000001	63500000	0.707	0.88	0.945
15:63500001-64000000	15	63500001	64000000	0.681	0.993	0.971
15:64000001-64500000	15	64000001	64500000	0.728	0.94	0.981
15:64500001-65000000	15	64500001	65000000	0.82	0.97	0.96
15:65000001-65500000	15	65000001	65500000	0.731	1.106	0.982
15:65500001-66000000	15	65500001	66000000	0.742	0.924	1.003
15:66000001-66500000	15	66000001	66500000	0.768	0.951	1.087
15:66500001-67000000	15	66500001	67000000	0.766	1.037	0.967
15:67500001-68000000	15	67500001	68000000	0.701	1.056	0.951
15:68000001-68500000	15	68000001	68500000	0.645	0.883	0.926
15:68500001-69000000	15	68500001	69000000	0.7	0.881	0.965
15:69000001-69500000	15	69000001	69500000	0.754	0.877	1.039
15:69500001-70000000	15	69500001	70000000	0.726	0.956	1.033
15:70000001-70500000	15	70000001	70500000	0.694	1.001	1.032
15:70500001-71000000	15	70500001	71000000	0.758	0.896	1.07
15:71000001-71500000	15	71000001	71500000	0.676	1.103	1.068
15:71500001-72000000	15	71500001	72000000	0.735	1.147	1.047
15:72000001-72500000	15	72000001	72500000	0.742	0.953	0.974
15:72500001-73000000	15	72500001	73000000	0.717	0.939	1.117
15:73000001-73500000	15	73000001	73500000	0.777	1.141	0.989
15:73500001-74000000	15	73500001	74000000	0.728	0.965	0.981
15:74000001-74500000	15	74000001	74500000	0.863	1.122	1.152
15:74500001-75000000	15	74500001	75000000	0.75	1.025	1.025
15:75500001-76000000	15	75500001	76000000	0.742	1.1	1.017
15:76000001-76500000	15	76000001	76500000	0.749	1.11	0.952
15:76500001-77000000	15	76500001	77000000	0.75	1.116	1.065
15:77000001-77500000	15	77000001	77500000	0.726	0.952	0.93
15:77500001-78000000	15	77500001	78000000	0.857	1.202	1.066
15:78000001-78500000	15	78000001	78500000	0.745	0.945	0.978
15:78500001-79000000	15	78500001	79000000	0.743	1.059	1.007
15:79000001-79500000	15	79000001	79500000	0.745	0.981	1.016
15:79500001-80000000	15	79500001	80000000	0.706	1.051	1.005
15:80000001-80500000	15	80000001	80500000	0.767	1.043	0.995
15:80500001-81000000	15	80500001	81000000	0.753	0.901	1.093
15:81000001-81500000	15	81000001	81500000	0.764	0.965	0.912
15:81500001-82000000	15	81500001	82000000	0.802	1.172	1.138
15:82500001-83000000	15	82500001	83000000	0.798	1.093	1.092
15:83000001-83500000	15	83000001	83500000	0.783	1.092	1.077
15:83500001-84000000	15	83500001	84000000	0.77	1.059	0.989
15:84500001-85000000	15	84500001	85000000	0.703	1.144	1.087
15:85500001-86000000	15	85500001	86000000	0.68	0.962	0.951
15:86000001-86500000	15	86000001	86500000	0.782	0.91	0.969
15:86500001-87000000	15	86500001	87000000	0.724	1.103	1.01
15:87000001-87500000	15	87000001	87500000	0.771	0.992	1.064
15:87500001-88000000	15	87500001	88000000	0.827	1.087	1.059
15:88000001-88500000	15	88000001	88500000	0.757	1.054	0.992
15:88500001-89000000	15	88500001	89000000	0.845	1.071	1.033
15:89000001-89500000	15	89000001	89500000	0.818	0.816	0.96
15:89500001-90000000	15	89500001	90000000	0.788	1.07	1.047
15:90000001-90500000	15	90000001	90500000	0.694	0.866	0.939
15:90500001-91000000	15	90500001	91000000	0.751	0.889	0.987
15:91000001-91500000	15	91000001	91500000	0.766	1.102	1.008
15:92000001-92500000	15	92000001	92500000	0.757	0.989	1.032
15:92500001-93000000	15	92500001	93000000	0.677	0.94	0.896
15:93000001-93500000	15	93000001	93500000	0.763	1.031	1.012
15:93500001-94000000	15	93500001	94000000	0.738	1.005	1.003
15:94000001-94500000	15	94000001	94500000	0.779	1.019	0.992
15:94500001-95000000	15	94500001	95000000	0.716	1.036	0.965
15:95000001-95500000	15	95000001	95500000	0.725	0.875	1.073
15:95500001-96000000	15	95500001	96000000	0.699	1.036	1.076
15:96000001-96500000	15	96000001	96500000	0.75	1.01	0.978
15:96500001-97000000	15	96500001	97000000	0.725	0.954	1.009
15:97000001-97500000	15	97000001	97500000	0.75	0.868	1.072
15:97500001-98000000	15	97500001	98000000	0.712	0.895	0.988
15:98000001-98500000	15	98000001	98500000	0.805	1.097	1.004
15:98500001-99000000	15	98500001	99000000	0.767	1.024	0.994
15:99000001-99500000	15	99000001	99500000	0.743	0.934	0.971
15:99500001-100000000	15	99500001	100000000	0.684	0.923	0.873
15:100000001-100500000	15	100000001	100500000	0.84	1.012	1.027
15:100500001-101000000	15	100500001	101000000	0.794	1.03	1.008
15:101000001-101500000	15	101000001	101500000	0.671	0.899	0.919
16:1-500000	16	1	500000	1.039	0.967	1.018
16:500001-1000000	16	500001	1000000	1.015	0.908	1.019
16:1000001-1500000	16	1000001	1500000	0.967	0.988	1.009
16:1500001-2000000	16	1500001	2000000	0.992	0.841	0.903
16:2000001-2500000	16	2000001	2500000	1.113	1.089	0.975
16:3500001-4000000	16	3500001	4000000	1.019	0.951	0.976
16:4000001-4500000	16	4000001	4500000	1.013	0.998	1.012
16:4500001-5000000	16	4500001	5000000	1.099	0.95	0.974
16:5500001-6000000	16	5500001	6000000	1.037	0.984	0.934
