feature	chromosome	start	end	SLX-17930.D704tp_D502tp.H77FWBBXY.s_8.r_1	SLX-17930.D704tp_D503tp.H77FWBBXY.s_8.r_1	SLX-17930.D704tp_D504tp.H77FWBBXY.s_8.r_1
14:62000001-62500000	14	62000001	62500000	0.932	0.992	0.968
14:62500001-63000000	14	62500001	63000000	0.964	1.073	1.098
14:63000001-63500000	14	63000001	63500000	1.072	0.964	0.97
14:63500001-64000000	14	63500001	64000000	0.904	0.981	0.925
14:64000001-64500000	14	64000001	64500000	1.006	1.012	0.984
14:64500001-65000000	14	64500001	65000000	0.988	0.932	0.988
14:65000001-65500000	14	65000001	65500000	1.014	1.01	1.037
14:65500001-66000000	14	65500001	66000000	1.116	1.018	1.028
14:66000001-66500000	14	66000001	66500000	1.062	1.023	1.095
14:66500001-67000000	14	66500001	67000000	1.023	0.996	0.962
14:67000001-67500000	14	67000001	67500000	0.998	1.044	0.992
14:67500001-68000000	14	67500001	68000000	1.045	1.026	1.002
14:68000001-68500000	14	68000001	68500000	1.047	0.986	0.996
14:68500001-69000000	14	68500001	69000000	0.892	0.992	0.914
14:69000001-69500000	14	69000001	69500000	0.944	0.976	1.032
14:69500001-70000000	14	69500001	70000000	0.956	0.972	0.944
14:70000001-70500000	14	70000001	70500000	1.045	1.004	1.011
14:70500001-71000000	14	70500001	71000000	1.023	0.981	0.989
14:71000001-71500000	14	71000001	71500000	1.013	0.974	0.963
14:71500001-72000000	14	71500001	72000000	1.061	1.054	1.052
14:72000001-72500000	14	72000001	72500000	1.04	1.019	1.026
14:72500001-73000000	14	72500001	73000000	0.996	0.995	1.026
14:73000001-73500000	14	73000001	73500000	0.928	0.983	0.957
14:73500001-74000000	14	73500001	74000000	0.968	0.987	0.874
14:74000001-74500000	14	74000001	74500000	0.909	1.087	1.038
14:74500001-75000000	14	74500001	75000000	0.997	0.983	1.026
14:75000001-75500000	14	75000001	75500000	0.889	0.93	0.957
14:75500001-76000000	14	75500001	76000000	1.023	0.994	0.996
14:76000001-76500000	14	76000001	76500000	1.03	0.985	1.006
14:76500001-77000000	14	76500001	77000000	1.061	1.031	1.111
14:77000001-77500000	14	77000001	77500000	0.832	1.002	0.942
14:77500001-78000000	14	77500001	78000000	1.013	0.972	0.866
14:78000001-78500000	14	78000001	78500000	1.031	0.983	0.981
14:78500001-79000000	14	78500001	79000000	0.997	1.114	0.997
14:79000001-79500000	14	79000001	79500000	1.072	1.001	0.918
14:79500001-80000000	14	79500001	80000000	1.034	1.001	0.978
14:80000001-80500000	14	80000001	80500000	1.032	1.029	1.016
14:80500001-81000000	14	80500001	81000000	1.015	1.073	0.94
14:81000001-81500000	14	81000001	81500000	0.944	1.005	0.954
14:81500001-82000000	14	81500001	82000000	1.018	0.997	0.957
14:82000001-82500000	14	82000001	82500000	1.003	1.047	1.001
14:82500001-83000000	14	82500001	83000000	1.034	0.968	0.989
14:83000001-83500000	14	83000001	83500000	0.973	0.986	0.929
14:84500001-85000000	14	84500001	85000000	0.941	0.912	0.942
14:85000001-85500000	14	85000001	85500000	0.962	1.018	1.014
14:85500001-86000000	14	85500001	86000000	1.001	1.048	1.018
14:86500001-87000000	14	86500001	87000000	1.053	1.032	1.047
14:87000001-87500000	14	87000001	87500000	0.998	0.933	0.976
14:87500001-88000000	14	87500001	88000000	0.97	1.04	0.955
14:88000001-88500000	14	88000001	88500000	1.027	1.022	0.958
14:88500001-89000000	14	88500001	89000000	1.054	1.019	0.986
14:89000001-89500000	14	89000001	89500000	1.025	0.992	0.989
14:89500001-90000000	14	89500001	90000000	0.986	1.011	1.023
14:90000001-90500000	14	90000001	90500000	1.036	1.012	0.975
14:90500001-91000000	14	90500001	91000000	0.965	0.967	0.999
14:91000001-91500000	14	91000001	91500000	0.869	0.928	0.952
14:91500001-92000000	14	91500001	92000000	1.04	0.971	1.012
14:92000001-92500000	14	92000001	92500000	1.046	1.015	1.005
14:92500001-93000000	14	92500001	93000000	0.918	0.987	0.984
14:93000001-93500000	14	93000001	93500000	0.93	0.958	0.96
14:93500001-94000000	14	93500001	94000000	1.017	1.017	1.03
14:94000001-94500000	14	94000001	94500000	0.96	0.987	1.066
14:94500001-95000000	14	94500001	95000000	1.067	1.018	1.032
14:95000001-95500000	14	95000001	95500000	0.991	0.952	0.94
14:95500001-96000000	14	95500001	96000000	0.989	1.041	1.015
14:96000001-96500000	14	96000001	96500000	1.008	0.917	1.065
14:96500001-97000000	14	96500001	97000000	0.913	0.957	0.987
14:97000001-97500000	14	97000001	97500000	0.995	1.009	0.979
14:97500001-98000000	14	97500001	98000000	1.02	0.983	0.958
14:98000001-98500000	14	98000001	98500000	0.976	1.003	0.983
14:98500001-99000000	14	98500001	99000000	0.976	0.942	0.988
14:99000001-99500000	14	99000001	99500000	0.98	0.996	0.995
14:99500001-100000000	14	99500001	100000000	0.941	0.982	0.971
14:100000001-100500000	14	100000001	100500000	0.935	0.962	0.976
14:100500001-101000000	14	100500001	101000000	1.014	0.972	0.934
14:101000001-101500000	14	101000001	101500000	1.013	1.089	1.024
14:101500001-102000000	14	101500001	102000000	0.93	0.996	0.997
14:102000001-102500000	14	102000001	102500000	1.006	0.951	1.163
14:102500001-103000000	14	102500001	103000000	0.998	0.945	0.901
14:103000001-103500000	14	103000001	103500000	1.003	1.016	0.843
14:103500001-104000000	14	103500001	104000000	1.002	1.006	1.026
14:104000001-104500000	14	104000001	104500000	1.008	0.98	0.99
14:104500001-105000000	14	104500001	105000000	1.031	0.98	1.018
14:105000001-105500000	14	105000001	105500000	0.988	1.011	0.969
15:23500001-24000000	15	23500001	24000000	0.928	0.945	0.947
15:24500001-25000000	15	24500001	25000000	1.034	1.051	1.05
15:25000001-25500000	15	25000001	25500000	0.977	0.934	0.972
15:26000001-26500000	15	26000001	26500000	0.954	1.028	0.93
15:26500001-27000000	15	26500001	27000000	0.953	0.926	0.967
15:27000001-27500000	15	27000001	27500000	0.934	1.018	0.979
15:27500001-28000000	15	27500001	28000000	0.938	0.933	0.969
15:29000001-29500000	15	29000001	29500000	1.024	0.989	1.01
15:29500001-30000000	15	29500001	30000000	1.009	1.026	0.96
15:31000001-31500000	15	31000001	31500000	0.968	0.89	0.925
15:31500001-32000000	15	31500001	32000000	1.091	1.063	1.096
15:33000001-33500000	15	33000001	33500000	1.008	0.945	1.049
15:33500001-34000000	15	33500001	34000000	1.012	1.042	1.046
15:34000001-34500000	15	34000001	34500000	0.959	0.927	0.91
15:35500001-36000000	15	35500001	36000000	1.04	1.062	1.037
15:36000001-36500000	15	36000001	36500000	1.051	1.065	1.066
15:36500001-37000000	15	36500001	37000000	0.966	1.06	0.981
15:37000001-37500000	15	37000001	37500000	1.088	0.997	1.081
15:37500001-38000000	15	37500001	38000000	0.985	1.003	1.03
15:38000001-38500000	15	38000001	38500000	1.062	1.044	0.983
15:38500001-39000000	15	38500001	39000000	1.072	1.12	1.053
15:39000001-39500000	15	39000001	39500000	1.064	1.01	1.023
15:39500001-40000000	15	39500001	40000000	0.97	1.009	0.934
15:40500001-41000000	15	40500001	41000000	0.994	1.025	1.019
15:41500001-42000000	15	41500001	42000000	0.99	1.08	0.99
15:42000001-42500000	15	42000001	42500000	0.94	0.943	0.929
15:42500001-43000000	15	42500001	43000000	0.963	1.059	1.023
15:43000001-43500000	15	43000001	43500000	0.919	0.957	0.965
15:44000001-44500000	15	44000001	44500000	0.994	0.988	0.974
15:45000001-45500000	15	45000001	45500000	0.98	0.993	0.939
15:45500001-46000000	15	45500001	46000000	1.007	0.877	0.99
15:46000001-46500000	15	46000001	46500000	0.941	0.929	1.031
15:46500001-47000000	15	46500001	47000000	0.929	1.025	0.948
15:47000001-47500000	15	47000001	47500000	1.022	0.988	0.995
15:47500001-48000000	15	47500001	48000000	0.978	0.971	1.052
15:48000001-48500000	15	48000001	48500000	1.035	1.052	1.08
15:48500001-49000000	15	48500001	49000000	1.059	0.997	0.929
15:49000001-49500000	15	49000001	49500000	1.036	1.054	1.019
15:49500001-50000000	15	49500001	50000000	0.979	1.044	1.016
15:50000001-50500000	15	50000001	50500000	0.964	0.979	0.959
15:50500001-51000000	15	50500001	51000000	0.945	0.932	0.959
15:51000001-51500000	15	51000001	51500000	0.992	1.052	0.989
15:51500001-52000000	15	51500001	52000000	1.032	1.064	1.015
15:52500001-53000000	15	52500001	53000000	0.977	0.931	0.99
15:53000001-53500000	15	53000001	53500000	1.024	1.049	1.102
15:53500001-54000000	15	53500001	54000000	1.045	1.058	1.068
15:54000001-54500000	15	54000001	54500000	0.998	0.98	0.998
15:55000001-55500000	15	55000001	55500000	1.012	1.043	1.021
15:55500001-56000000	15	55500001	56000000	1.075	0.997	1.022
15:56000001-56500000	15	56000001	56500000	0.997	1.074	1.011
15:56500001-57000000	15	56500001	57000000	1.005	1.03	0.926
15:57000001-57500000	15	57000001	57500000	1.017	1.013	0.942
15:57500001-58000000	15	57500001	58000000	1.033	0.961	0.945
15:58500001-59000000	15	58500001	59000000	0.925	0.872	0.944
15:59000001-59500000	15	59000001	59500000	0.982	0.908	0.989
15:59500001-60000000	15	59500001	60000000	1.003	1.066	0.971
15:60000001-60500000	15	60000001	60500000	0.986	1.036	1.025
15:60500001-61000000	15	60500001	61000000	1.035	1.017	0.992
15:61000001-61500000	15	61000001	61500000	1.012	0.984	1.043
15:61500001-62000000	15	61500001	62000000	1.01	1.078	1.015
15:62000001-62500000	15	62000001	62500000	1.043	0.982	1.056
15:62500001-63000000	15	62500001	63000000	1.074	0.999	1.121
15:63000001-63500000	15	63000001	63500000	0.952	1.052	0.939
15:63500001-64000000	15	63500001	64000000	0.998	0.936	0.958
15:64000001-64500000	15	64000001	64500000	1.005	0.968	0.962
15:64500001-65000000	15	64500001	65000000	0.976	1.067	1.043
15:65000001-65500000	15	65000001	65500000	1.071	1.095	0.954
15:65500001-66000000	15	65500001	66000000	0.984	0.96	0.841
15:66000001-66500000	15	66000001	66500000	1.032	1.016	1.049
15:66500001-67000000	15	66500001	67000000	0.971	0.979	1
15:67500001-68000000	15	67500001	68000000	0.971	0.925	0.978
15:68000001-68500000	15	68000001	68500000	0.997	0.95	1.01
15:68500001-69000000	15	68500001	69000000	0.979	1.006	1.039
15:69000001-69500000	15	69000001	69500000	1.022	1.007	0.97
15:69500001-70000000	15	69500001	70000000	1.108	0.977	1.022
15:70000001-70500000	15	70000001	70500000	0.995	1.012	0.996
15:70500001-71000000	15	70500001	71000000	1.044	0.981	1.05
15:71000001-71500000	15	71000001	71500000	1.075	1.063	1.015
15:71500001-72000000	15	71500001	72000000	1.041	1	1.024
15:72000001-72500000	15	72000001	72500000	1.049	0.948	0.904
15:72500001-73000000	15	72500001	73000000	0.987	1.063	0.98
15:73000001-73500000	15	73000001	73500000	1.004	1.027	1.083
15:73500001-74000000	15	73500001	74000000	1.075	1.015	0.992
15:74000001-74500000	15	74000001	74500000	1.182	1.098	1.068
15:74500001-75000000	15	74500001	75000000	0.956	0.926	0.91
15:75500001-76000000	15	75500001	76000000	1.055	0.993	0.989
15:76000001-76500000	15	76000001	76500000	0.908	0.992	1.037
15:76500001-77000000	15	76500001	77000000	1.04	0.968	1.085
15:77000001-77500000	15	77000001	77500000	1.03	1.048	1.033
15:77500001-78000000	15	77500001	78000000	1.196	1.12	1.139
15:78000001-78500000	15	78000001	78500000	1.05	0.948	0.934
15:78500001-79000000	15	78500001	79000000	1.036	1.086	1.031
15:79000001-79500000	15	79000001	79500000	1.053	1.006	1.046
15:79500001-80000000	15	79500001	80000000	0.99	1.023	0.979
15:80000001-80500000	15	80000001	80500000	1.01	1.028	0.996
15:80500001-81000000	15	80500001	81000000	1.044	1.03	1.032
15:81000001-81500000	15	81000001	81500000	1.03	0.991	1.011
15:81500001-82000000	15	81500001	82000000	1.143	1.12	1.193
15:82500001-83000000	15	82500001	83000000	1.156	1.081	1.12
15:83000001-83500000	15	83000001	83500000	1.095	1.032	1.053
15:83500001-84000000	15	83500001	84000000	1.062	0.993	1.063
15:84500001-85000000	15	84500001	85000000	0.991	1.082	1.062
15:85500001-86000000	15	85500001	86000000	0.935	0.905	0.997
15:86000001-86500000	15	86000001	86500000	1.036	1.104	1.052
15:86500001-87000000	15	86500001	87000000	1.074	1.032	1.03
15:87000001-87500000	15	87000001	87500000	1.066	1.094	1.096
15:87500001-88000000	15	87500001	88000000	0.987	1.048	1.09
15:88000001-88500000	15	88000001	88500000	1.04	1.13	1.103
15:88500001-89000000	15	88500001	89000000	1.075	1.002	1.032
15:89000001-89500000	15	89000001	89500000	0.998	0.964	0.985
15:89500001-90000000	15	89500001	90000000	1.029	1.02	0.988
15:90000001-90500000	15	90000001	90500000	0.985	0.994	0.869
15:90500001-91000000	15	90500001	91000000	0.988	0.924	0.905
15:91000001-91500000	15	91000001	91500000	1.042	1.005	1.026
15:92000001-92500000	15	92000001	92500000	1.004	1.01	1.054
15:92500001-93000000	15	92500001	93000000	0.994	0.99	0.953
15:93000001-93500000	15	93000001	93500000	1.105	0.989	1.011
15:93500001-94000000	15	93500001	94000000	1.062	1.027	1.081
15:94000001-94500000	15	94000001	94500000	1.033	1.018	0.963
15:94500001-95000000	15	94500001	95000000	1.063	1	1.025
15:95000001-95500000	15	95000001	95500000	1.059	0.947	0.97
15:95500001-96000000	15	95500001	96000000	1.026	0.96	1.003
15:96000001-96500000	15	96000001	96500000	0.976	0.948	0.926
15:96500001-97000000	15	96500001	97000000	0.989	0.987	0.945
15:97000001-97500000	15	97000001	97500000	0.992	1.055	1.022
15:97500001-98000000	15	97500001	98000000	1.004	0.957	1.005
15:98000001-98500000	15	98000001	98500000	1.092	0.984	1.068
15:98500001-99000000	15	98500001	99000000	0.954	0.922	0.96
15:99000001-99500000	15	99000001	99500000	0.982	1.045	1.035
15:99500001-100000000	15	99500001	100000000	0.962	0.941	0.928
15:100000001-100500000	15	100000001	100500000	1.035	1.078	0.99
15:100500001-101000000	15	100500001	101000000	1.046	0.985	0.983
15:101000001-101500000	15	101000001	101500000	0.894	0.924	0.964
16:1-500000	16	1	500000	0.997	0.975	1.05
16:500001-1000000	16	500001	1000000	1.044	0.979	1.041
16:1000001-1500000	16	1000001	1500000	1.063	0.976	1.016
16:1500001-2000000	16	1500001	2000000	0.93	0.956	0.899
16:2000001-2500000	16	2000001	2500000	1.063	0.99	1.095
16:3500001-4000000	16	3500001	4000000	1.077	0.942	0.968
16:4000001-4500000	16	4000001	4500000	0.973	0.926	0.998
16:4500001-5000000	16	4500001	5000000	0.939	0.927	0.847
16:5500001-6000000	16	5500001	6000000	0.998	0.998	1.018
16:6000001-6500000	16	6000001	6500000	0.941	0.96	1.028
16:6500001-7000000	16	6500001	7000000	0.958	0.998	0.949
16:7000001-7500000	16	7000001	7500000	0.88	0.947	0.923
16:7500001-8000000	16	7500001	8000000	1.02	0.98	1.016
16:8000001-8500000	16	8000001	8500000	0.996	0.969	0.943
16:8500001-9000000	16	8500001	9000000	0.993	0.875	0.936
16:9000001-9500000	16	9000001	9500000	0.935	0.982	1.016
16:9500001-10000000	16	9500001	10000000	0.972	1.052	1.035
16:10000001-10500000	16	10000001	10500000	1.054	1.023	0.987
16:11000001-11500000	16	11000001	11500000	0.972	0.996	0.955
16:11500001-12000000	16	11500001	12000000	1.012	0.892	0.836
16:12000001-12500000	16	12000001	12500000	1.019	0.993	0.999
16:12500001-13000000	16	12500001	13000000	0.982	0.995	0.9
16:13000001-13500000	16	13000001	13500000	0.903	1.013	1.073
16:13500001-14000000	16	13500001	14000000	0.94	1.023	0.967
16:14000001-14500000	16	14000001	14500000	0.985	1.005	0.978
16:15500001-16000000	16	15500001	16000000	0.982	0.903	0.924
16:17000001-17500000	16	17000001	17500000	0.95	0.969	0.941
16:17500001-18000000	16	17500001	18000000	1.058	1.042	1.124
16:19000001-19500000	16	19000001	19500000	0.924	1.019	0.971
16:19500001-20000000	16	19500001	20000000	0.951	0.968	0.904
16:20000001-20500000	16	20000001	20500000	1.107	0.973	1.013
16:22000001-22500000	16	22000001	22500000	1.129	1.022	1.035
16:23000001-23500000	16	23000001	23500000	1.021	0.954	1.01
16:23500001-24000000	16	23500001	24000000	1.003	0.992	0.904
16:24000001-24500000	16	24000001	24500000	0.999	0.974	1.008
16:24500001-25000000	16	24500001	25000000	0.981	0.931	0.903
16:25000001-25500000	16	25000001	25500000	1.053	0.947	0.972
16:25500001-26000000	16	25500001	26000000	0.999	1.017	1.119
16:26000001-26500000	16	26000001	26500000	0.967	0.999	0.972
16:26500001-27000000	16	26500001	27000000	0.933	0.948	0.991
16:27000001-27500000	16	27000001	27500000	0.947	0.985	0.939
16:27500001-28000000	16	27500001	28000000	1.022	0.961	1.048
16:30500001-31000000	16	30500001	31000000	0.967	0.957	0.888
16:31000001-31500000	16	31000001	31500000	0.948	0.901	1.019
16:46500001-47000000	16	46500001	47000000	0.935	0.931	1.009
16:47000001-47500000	16	47000001	47500000	1.088	0.987	1.016
16:47500001-48000000	16	47500001	48000000	1.008	0.989	1.02
16:48000001-48500000	16	48000001	48500000	0.937	0.965	0.979
16:48500001-49000000	16	48500001	49000000	0.991	1.012	0.938
16:49000001-49500000	16	49000001	49500000	1.003	1.024	1.03
16:49500001-50000000	16	49500001	50000000	0.983	0.966	1.01
16:50000001-50500000	16	50000001	50500000	0.953	0.921	1.038
16:50500001-51000000	16	50500001	51000000	0.937	0.957	0.977
16:51000001-51500000	16	51000001	51500000	0.986	0.938	0.98
16:51500001-52000000	16	51500001	52000000	0.924	1.054	0.978
16:52000001-52500000	16	52000001	52500000	0.929	0.954	1.02
16:52500001-53000000	16	52500001	53000000	0.974	0.947	0.991
16:53000001-53500000	16	53000001	53500000	0.897	0.96	0.997
16:53500001-54000000	16	53500001	54000000	1.002	0.979	0.955
16:54000001-54500000	16	54000001	54500000	1.038	1.047	0.995
16:54500001-55000000	16	54500001	55000000	0.945	1.047	0.994
16:55000001-55500000	16	55000001	55500000	1.017	1.032	1.015
16:55500001-56000000	16	55500001	56000000	1.027	1.022	0.892
16:56000001-56500000	16	56000001	56500000	1.058	0.954	1.01
16:56500001-57000000	16	56500001	57000000	0.957	1.05	0.913
16:57000001-57500000	16	57000001	57500000	1.007	0.942	0.921
16:57500001-58000000	16	57500001	58000000	0.974	0.947	0.858
16:58000001-58500000	16	58000001	58500000	1.067	0.928	0.998
16:58500001-59000000	16	58500001	59000000	1.016	0.989	0.951
16:59000001-59500000	16	59000001	59500000	0.985	1.009	0.997
16:59500001-60000000	16	59500001	60000000	1.001	1.027	1.019
16:60500001-61000000	16	60500001	61000000	1.024	0.977	0.953
16:61000001-61500000	16	61000001	61500000	0.951	0.979	1
16:61500001-62000000	16	61500001	62000000	0.967	0.951	0.987
16:62000001-62500000	16	62000001	62500000	0.943	0.987	0.996
16:62500001-63000000	16	62500001	63000000	0.969	0.954	0.985
16:63000001-63500000	16	63000001	63500000	1.067	0.985	0.931
16:63500001-64000000	16	63500001	64000000	0.987	0.997	1.092
16:64000001-64500000	16	64000001	64500000	0.93	1.051	0.987
16:64500001-65000000	16	64500001	65000000	1.001	0.956	1.025
16:65000001-65500000	16	65000001	65500000	1.031	1.004	1.068
16:66000001-66500000	16	66000001	66500000	1	1.055	0.985
16:66500001-67000000	16	66500001	67000000	1.007	1.005	1.068
16:67000001-67500000	16	67000001	67500000	0.937	0.959	0.971
16:68000001-68500000	16	68000001	68500000	1.001	0.905	1.017
16:68500001-69000000	16	68500001	69000000	1.021	1	1.122
16:69500001-70000000	16	69500001	70000000	1.01	1.046	1.059
16:71500001-72000000	16	71500001	72000000	1.046	1.082	1.008
16:72000001-72500000	16	72000001	72500000	1.006	1.064	1.032
16:72500001-73000000	16	72500001	73000000	1.012	1.033	1.013
16:73500001-74000000	16	73500001	74000000	1.005	1.055	1.067
16:74000001-74500000	16	74000001	74500000	1.016	1.024	1.034
16:74500001-75000000	16	74500001	75000000	1.009	0.952	1.054
16:75000001-75500000	16	75000001	75500000	0.974	0.987	0.947
16:75500001-76000000	16	75500001	76000000	0.991	1.055	0.974
16:76000001-76500000	16	76000001	76500000	0.922	0.993	0.992
16:76500001-77000000	16	76500001	77000000	1.025	0.982	0.994
16:77000001-77500000	16	77000001	77500000	0.927	0.961	0.989
16:77500001-78000000	16	77500001	78000000	0.995	1.028	1.01
16:78000001-78500000	16	78000001	78500000	0.893	0.922	0.881
16:78500001-79000000	16	78500001	79000000	0.949	0.963	0.941
16:79000001-79500000	16	79000001	79500000	0.981	1.035	0.952
16:79500001-80000000	16	79500001	80000000	1.036	1.032	0.952
16:80000001-80500000	16	80000001	80500000	1.095	1.1	1.038
16:80500001-81000000	16	80500001	81000000	1.03	0.958	0.997
16:81000001-81500000	16	81000001	81500000	0.956	0.954	0.965
16:81500001-82000000	16	81500001	82000000	0.988	0.904	0.942
16:82500001-83000000	16	82500001	83000000	0.951	1.059	0.976
16:83000001-83500000	16	83000001	83500000	0.959	0.954	0.97
16:83500001-84000000	16	83500001	84000000	0.948	1.04	1.027
16:84000001-84500000	16	84000001	84500000	1.012	0.952	1.006
16:84500001-85000000	16	84500001	85000000	0.928	0.958	0.902
16:85000001-85500000	16	85000001	85500000	0.997	0.988	0.893
16:85500001-86000000	16	85500001	86000000	0.982	0.925	1.051
16:86000001-86500000	16	86000001	86500000	1.054	1.014	0.999
16:86500001-87000000	16	86500001	87000000	1.075	1.049	1.062
16:87000001-87500000	16	87000001	87500000	1.009	0.971	0.934
16:87500001-88000000	16	87500001	88000000	1.115	1.088	0.989
16:88500001-89000000	16	88500001	89000000	0.88	1.027	0.9
16:89000001-89500000	16	89000001	89500000	0.974	0.979	0.973
16:89500001-90000000	16	89500001	90000000	0.993	0.954	0.96
17:500001-1000000	17	500001	1000000	1.063	1.043	1.048
17:1000001-1500000	17	1000001	1500000	0.967	1.058	1.063
17:1500001-2000000	17	1500001	2000000	0.973	1.071	1.013
17:2000001-2500000	17	2000001	2500000	0.978	0.976	0.926
17:2500001-3000000	17	2500001	3000000	0.99	1.004	0.989
17:3500001-4000000	17	3500001	4000000	0.958	1.007	1.011
17:4000001-4500000	17	4000001	4500000	0.925	0.961	1.004
17:4500001-5000000	17	4500001	5000000	1.025	1.02	0.897
17:5000001-5500000	17	5000001	5500000	0.964	1.018	1.034
17:5500001-6000000	17	5500001	6000000	0.969	0.976	1.091
17:6000001-6500000	17	6000001	6500000	0.995	1.004	1.045
17:6500001-7000000	17	6500001	7000000	1.014	1.075	0.966
17:7000001-7500000	17	7000001	7500000	0.964	1.048	0.96
17:7500001-8000000	17	7500001	8000000	0.938	0.959	0.972
17:8000001-8500000	17	8000001	8500000	0.858	0.969	0.914
17:8500001-9000000	17	8500001	9000000	0.965	0.971	1.025
17:9000001-9500000	17	9000001	9500000	1.121	1.073	1.047
17:9500001-10000000	17	9500001	10000000	1.005	1.045	1.049
17:10000001-10500000	17	10000001	10500000	0.975	1.04	1.012
17:10500001-11000000	17	10500001	11000000	0.985	1.043	0.97
17:11000001-11500000	17	11000001	11500000	0.963	0.963	1.046
17:11500001-12000000	17	11500001	12000000	0.973	0.961	1.149
17:12000001-12500000	17	12000001	12500000	0.901	1.031	0.965
17:12500001-13000000	17	12500001	13000000	0.911	0.97	0.957
17:13000001-13500000	17	13000001	13500000	0.954	0.993	0.988
17:13500001-14000000	17	13500001	14000000	1.052	1.047	0.938
17:14500001-15000000	17	14500001	15000000	0.91	1.002	0.972
17:15000001-15500000	17	15000001	15500000	0.997	1.054	1.011
17:16000001-16500000	17	16000001	16500000	0.97	0.958	1.042
17:17000001-17500000	17	17000001	17500000	1.037	1.046	1.013
17:17500001-18000000	17	17500001	18000000	0.943	0.951	1.021
17:21000001-21500000	17	21000001	21500000	0.902	0.909	0.964
17:27000001-27500000	17	27000001	27500000	0.913	0.973	0.983
17:27500001-28000000	17	27500001	28000000	1.008	1.009	0.975
17:28000001-28500000	17	28000001	28500000	0.91	0.93	0.979
17:28500001-29000000	17	28500001	29000000	0.87	0.955	0.992
17:29000001-29500000	17	29000001	29500000	1.009	0.985	0.913
17:29500001-30000000	17	29500001	30000000	0.892	0.962	0.902
17:30000001-30500000	17	30000001	30500000	0.938	1	0.917
17:31000001-31500000	17	31000001	31500000	0.909	1.011	1.052
17:31500001-32000000	17	31500001	32000000	0.986	1.034	0.988
17:32500001-33000000	17	32500001	33000000	1.074	1.16	1.053
17:33000001-33500000	17	33000001	33500000	1.014	1.041	1.078
17:33500001-34000000	17	33500001	34000000	1.024	1.024	0.987
17:34000001-34500000	17	34000001	34500000	1.095	1.058	1.047
17:34500001-35000000	17	34500001	35000000	0.983	1.022	1.028
17:35000001-35500000	17	35000001	35500000	0.946	1.004	0.986
17:36500001-37000000	17	36500001	37000000	0.986	0.974	1.005
17:37000001-37500000	17	37000001	37500000	0.922	0.977	1.043
17:38500001-39000000	17	38500001	39000000	0.977	1.008	1.102
17:39000001-39500000	17	39000001	39500000	0.963	0.966	0.958
17:39500001-40000000	17	39500001	40000000	0.93	1.06	0.976
17:40000001-40500000	17	40000001	40500000	0.959	0.936	0.981
17:40500001-41000000	17	40500001	41000000	0.979	0.99	1.001
17:41000001-41500000	17	41000001	41500000	1.104	1.001	1.024
17:41500001-42000000	17	41500001	42000000	1.054	1.086	1.02
17:42000001-42500000	17	42000001	42500000	0.881	0.951	0.876
17:42500001-43000000	17	42500001	43000000	0.934	1.029	0.965
17:44000001-44500000	17	44000001	44500000	0.993	1.053	0.91
17:44500001-45000000	17	44500001	45000000	1.102	1.022	1.059
17:45000001-45500000	17	45000001	45500000	0.993	0.908	0.863
17:45500001-46000000	17	45500001	46000000	1.187	1.114	1.044
17:47500001-48000000	17	47500001	48000000	1.059	1.02	1.036
17:48000001-48500000	17	48000001	48500000	1.004	0.975	1.067
17:48500001-49000000	17	48500001	49000000	1.06	1.024	1.098
17:49000001-49500000	17	49000001	49500000	0.984	1	1.039
17:49500001-50000000	17	49500001	50000000	1.033	1.052	0.982
17:50000001-50500000	17	50000001	50500000	1.078	1.007	0.993
17:50500001-51000000	17	50500001	51000000	0.935	0.948	0.943
17:51000001-51500000	17	51000001	51500000	0.997	1.029	0.958
17:51500001-52000000	17	51500001	52000000	1.023	0.993	1.015
17:52000001-52500000	17	52000001	52500000	0.998	0.901	0.959
17:52500001-53000000	17	52500001	53000000	0.893	0.94	0.996
17:53500001-54000000	17	53500001	54000000	0.983	1.028	1.045
17:54000001-54500000	17	54000001	54500000	1.058	1.05	1.03
17:55000001-55500000	17	55000001	55500000	0.972	1.08	1.038
17:55500001-56000000	17	55500001	56000000	1.052	1.071	0.976
17:56000001-56500000	17	56000001	56500000	1.148	1.005	1.072
17:56500001-57000000	17	56500001	57000000	1.008	1.015	0.964
17:57000001-57500000	17	57000001	57500000	1.003	1.117	0.949
17:57500001-58000000	17	57500001	58000000	0.982	1.027	0.991
17:58000001-58500000	17	58000001	58500000	1.016	0.996	0.984
17:58500001-59000000	17	58500001	59000000	1.1	0.941	0.95
17:59500001-60000000	17	59500001	60000000	0.926	0.901	0.845
17:60500001-61000000	17	60500001	61000000	1.003	0.913	0.932
17:61000001-61500000	17	61000001	61500000	1.089	1.02	0.984
17:61500001-62000000	17	61500001	62000000	0.998	0.929	0.979
17:62500001-63000000	17	62500001	63000000	1.118	1.034	1.032
17:63500001-64000000	17	63500001	64000000	0.993	1	0.969
17:64000001-64500000	17	64000001	64500000	0.935	0.862	0.89
17:65000001-65500000	17	65000001	65500000	0.966	0.992	1.028
17:66000001-66500000	17	66000001	66500000	1.063	1.002	1.034
17:66500001-67000000	17	66500001	67000000	1.068	1.118	0.979
17:67000001-67500000	17	67000001	67500000	1.008	0.968	0.98
17:67500001-68000000	17	67500001	68000000	0.9	0.953	1.048
17:68500001-69000000	17	68500001	69000000	0.948	1.025	1.05
