feature	chromosome	start	end	SLX-17922.D710tp_D504tp.HC22GBBXY.s_6.r_1	SLX-16150.D708tp_D503tp.HC22VBBXY.s_3.r_1
12:99000001-99500000	12	99000001	99500000	1.107	0.977
12:99500001-100000000	12	99500001	100000000	0.977	0.905
12:100000001-100500000	12	100000001	100500000	1.046	0.961
12:100500001-101000000	12	100500001	101000000	0.949	1.048
12:101500001-102000000	12	101500001	102000000	0.973	0.96
12:102000001-102500000	12	102000001	102500000	1.012	0.967
12:102500001-103000000	12	102500001	103000000	0.965	0.922
12:103000001-103500000	12	103000001	103500000	1.047	1.066
12:103500001-104000000	12	103500001	104000000	1.074	1.03
12:104000001-104500000	12	104000001	104500000	0.99	0.97
12:104500001-105000000	12	104500001	105000000	1.052	0.95
12:105000001-105500000	12	105000001	105500000	1.005	1.052
12:105500001-106000000	12	105500001	106000000	1.074	1.177
12:106000001-106500000	12	106000001	106500000	1.057	1.122
12:106500001-107000000	12	106500001	107000000	1.087	1.095
12:107000001-107500000	12	107000001	107500000	0.989	0.928
12:107500001-108000000	12	107500001	108000000	1.023	1.02
12:108000001-108500000	12	108000001	108500000	1.08	1.002
12:108500001-109000000	12	108500001	109000000	1.003	0.893
12:109000001-109500000	12	109000001	109500000	1.043	0.942
12:109500001-110000000	12	109500001	110000000	1.063	1.05
12:110000001-110500000	12	110000001	110500000	1.065	0.932
12:110500001-111000000	12	110500001	111000000	1.104	1.008
12:111000001-111500000	12	111000001	111500000	0.959	1.041
12:111500001-112000000	12	111500001	112000000	1.051	0.896
12:112000001-112500000	12	112000001	112500000	1.059	1.005
12:112500001-113000000	12	112500001	113000000	0.999	0.985
12:113000001-113500000	12	113000001	113500000	0.975	1.088
12:113500001-114000000	12	113500001	114000000	0.972	1.034
12:114000001-114500000	12	114000001	114500000	1.034	1.009
12:114500001-115000000	12	114500001	115000000	0.985	0.862
12:115000001-115500000	12	115000001	115500000	1.069	0.989
12:115500001-116000000	12	115500001	116000000	0.994	1.068
12:116000001-116500000	12	116000001	116500000	0.955	0.916
12:116500001-117000000	12	116500001	117000000	1.012	1.048
12:117000001-117500000	12	117000001	117500000	0.942	0.94
12:117500001-118000000	12	117500001	118000000	0.946	1.145
12:118000001-118500000	12	118000001	118500000	1.005	1.017
12:118500001-119000000	12	118500001	119000000	1.016	1.007
12:119000001-119500000	12	119000001	119500000	1.084	1.013
12:119500001-120000000	12	119500001	120000000	1.046	0.985
12:120000001-120500000	12	120000001	120500000	0.911	0.973
12:120500001-121000000	12	120500001	121000000	0.958	1.017
12:121000001-121500000	12	121000001	121500000	0.97	1.067
12:121500001-122000000	12	121500001	122000000	1.075	0.937
12:122000001-122500000	12	122000001	122500000	0.963	0.943
12:122500001-123000000	12	122500001	123000000	1.004	0.894
12:123500001-124000000	12	123500001	124000000	0.912	1.057
12:124000001-124500000	12	124000001	124500000	1.002	0.93
12:124500001-125000000	12	124500001	125000000	0.929	0.964
12:125000001-125500000	12	125000001	125500000	1.046	1.008
12:125500001-126000000	12	125500001	126000000	1.013	0.99
12:126000001-126500000	12	126000001	126500000	0.955	0.945
12:127000001-127500000	12	127000001	127500000	1.086	0.976
12:127500001-128000000	12	127500001	128000000	0.959	1.042
12:128000001-128500000	12	128000001	128500000	0.901	0.907
12:128500001-129000000	12	128500001	129000000	1.023	0.922
12:129000001-129500000	12	129000001	129500000	1.135	1.068
12:129500001-130000000	12	129500001	130000000	0.918	0.877
12:130500001-131000000	12	130500001	131000000	1.023	0.974
12:131000001-131500000	12	131000001	131500000	1.039	0.996
12:131500001-132000000	12	131500001	132000000	0.97	0.94
12:132000001-132500000	12	132000001	132500000	1.021	0.986
12:132500001-133000000	12	132500001	133000000	1.001	1.017
12:133000001-133275309	12	133000001	133275309	0.805	0.877
13:20000001-20500000	13	20000001	20500000	0.902	0.925
13:20500001-21000000	13	20500001	21000000	0.954	0.886
13:21500001-22000000	13	21500001	22000000	1.065	0.933
13:22000001-22500000	13	22000001	22500000	0.987	0.942
13:22500001-23000000	13	22500001	23000000	1.003	0.884
13:23000001-23500000	13	23000001	23500000	1.002	0.974
13:23500001-24000000	13	23500001	24000000	0.939	1.037
13:24000001-24500000	13	24000001	24500000	0.92	0.923
13:24500001-25000000	13	24500001	25000000	0.965	0.983
13:25000001-25500000	13	25000001	25500000	0.996	0.898
13:26000001-26500000	13	26000001	26500000	1.005	0.927
13:26500001-27000000	13	26500001	27000000	0.993	1.089
13:27000001-27500000	13	27000001	27500000	0.897	0.892
13:27500001-28000000	13	27500001	28000000	1.046	0.978
13:28000001-28500000	13	28000001	28500000	0.927	0.969
13:28500001-29000000	13	28500001	29000000	1.077	0.937
13:29000001-29500000	13	29000001	29500000	1.042	0.961
13:29500001-30000000	13	29500001	30000000	1.042	0.955
13:30000001-30500000	13	30000001	30500000	0.96	1.018
13:30500001-31000000	13	30500001	31000000	0.962	1.156
13:31000001-31500000	13	31000001	31500000	1.029	1.037
13:32000001-32500000	13	32000001	32500000	1.049	1.075
13:32500001-33000000	13	32500001	33000000	1.013	0.898
13:33000001-33500000	13	33000001	33500000	1.064	1.026
13:34000001-34500000	13	34000001	34500000	0.962	0.832
13:34500001-35000000	13	34500001	35000000	1.053	0.96
13:35000001-35500000	13	35000001	35500000	1.021	1.027
13:35500001-36000000	13	35500001	36000000	0.977	1.039
13:36500001-37000000	13	36500001	37000000	1.019	0.985
13:37000001-37500000	13	37000001	37500000	0.961	0.982
13:37500001-38000000	13	37500001	38000000	0.955	0.997
13:38000001-38500000	13	38000001	38500000	0.934	0.969
13:38500001-39000000	13	38500001	39000000	0.951	1.007
13:39000001-39500000	13	39000001	39500000	1.035	1.012
13:39500001-40000000	13	39500001	40000000	1.041	1.011
13:40000001-40500000	13	40000001	40500000	0.991	1.126
13:41000001-41500000	13	41000001	41500000	1.07	0.937
13:41500001-42000000	13	41500001	42000000	1.067	0.989
13:42000001-42500000	13	42000001	42500000	1.08	0.992
13:42500001-43000000	13	42500001	43000000	0.932	1.125
13:43000001-43500000	13	43000001	43500000	1.068	1.073
13:43500001-44000000	13	43500001	44000000	1.078	1.042
13:44000001-44500000	13	44000001	44500000	0.972	1.008
13:44500001-45000000	13	44500001	45000000	0.969	0.964
13:45000001-45500000	13	45000001	45500000	0.92	0.95
13:45500001-46000000	13	45500001	46000000	1.063	1.137
13:46000001-46500000	13	46000001	46500000	0.994	0.991
13:46500001-47000000	13	46500001	47000000	1.021	0.906
13:47000001-47500000	13	47000001	47500000	1.01	0.955
13:47500001-48000000	13	47500001	48000000	1.102	1.046
13:48000001-48500000	13	48000001	48500000	1.039	1.06
13:48500001-49000000	13	48500001	49000000	1.024	1.046
13:49000001-49500000	13	49000001	49500000	1.04	1.034
13:49500001-50000000	13	49500001	50000000	1.012	1.001
13:50000001-50500000	13	50000001	50500000	1.008	0.992
13:50500001-51000000	13	50500001	51000000	0.975	1.03
13:51000001-51500000	13	51000001	51500000	1.077	1.082
13:51500001-52000000	13	51500001	52000000	1.025	0.964
13:52500001-53000000	13	52500001	53000000	0.981	0.954
13:53000001-53500000	13	53000001	53500000	0.944	0.872
13:54000001-54500000	13	54000001	54500000	0.924	0.838
13:54500001-55000000	13	54500001	55000000	0.932	0.89
13:55000001-55500000	13	55000001	55500000	1.132	0.966
13:56000001-56500000	13	56000001	56500000	0.921	1.029
13:57000001-57500000	13	57000001	57500000	0.947	0.991
13:57500001-58000000	13	57500001	58000000	1.076	0.93
13:58000001-58500000	13	58000001	58500000	0.991	1.011
13:58500001-59000000	13	58500001	59000000	0.898	0.858
13:59000001-59500000	13	59000001	59500000	0.94	0.99
13:59500001-60000000	13	59500001	60000000	1.065	1.017
13:60000001-60500000	13	60000001	60500000	1.058	0.963
13:60500001-61000000	13	60500001	61000000	0.975	0.888
13:61000001-61500000	13	61000001	61500000	0.995	1.051
13:61500001-62000000	13	61500001	62000000	0.931	0.956
13:62000001-62500000	13	62000001	62500000	0.934	0.942
13:62500001-63000000	13	62500001	63000000	0.926	1.037
13:63000001-63500000	13	63000001	63500000	0.98	0.84
13:63500001-64000000	13	63500001	64000000	0.91	0.947
13:64000001-64500000	13	64000001	64500000	0.952	0.897
13:64500001-65000000	13	64500001	65000000	0.917	1.001
13:65000001-65500000	13	65000001	65500000	0.982	0.945
13:65500001-66000000	13	65500001	66000000	0.939	0.987
13:66000001-66500000	13	66000001	66500000	1.1	0.984
13:66500001-67000000	13	66500001	67000000	0.951	1.025
13:67000001-67500000	13	67000001	67500000	1.038	0.964
13:67500001-68000000	13	67500001	68000000	1.13	0.97
13:68000001-68500000	13	68000001	68500000	1.051	0.976
13:68500001-69000000	13	68500001	69000000	0.965	0.874
13:69000001-69500000	13	69000001	69500000	0.983	0.984
13:69500001-70000000	13	69500001	70000000	1.041	0.807
13:70000001-70500000	13	70000001	70500000	1.001	1.061
13:70500001-71000000	13	70500001	71000000	1.029	1.058
13:71000001-71500000	13	71000001	71500000	1.004	0.981
13:71500001-72000000	13	71500001	72000000	1.006	1.12
13:72500001-73000000	13	72500001	73000000	1.103	0.898
13:73000001-73500000	13	73000001	73500000	0.917	1.02
13:73500001-74000000	13	73500001	74000000	0.951	1.177
13:74000001-74500000	13	74000001	74500000	1.058	1.006
13:74500001-75000000	13	74500001	75000000	1.01	1.013
13:75000001-75500000	13	75000001	75500000	0.934	0.986
13:76000001-76500000	13	76000001	76500000	0.965	1.015
13:76500001-77000000	13	76500001	77000000	1.049	1.062
13:77000001-77500000	13	77000001	77500000	0.989	0.998
13:77500001-78000000	13	77500001	78000000	1.032	1.121
13:78000001-78500000	13	78000001	78500000	0.989	0.934
13:78500001-79000000	13	78500001	79000000	0.924	0.974
13:79000001-79500000	13	79000001	79500000	0.932	0.988
13:79500001-80000000	13	79500001	80000000	0.982	0.931
13:80000001-80500000	13	80000001	80500000	1.085	1.029
13:80500001-81000000	13	80500001	81000000	0.994	0.996
13:81000001-81500000	13	81000001	81500000	0.982	1.173
13:81500001-82000000	13	81500001	82000000	0.963	0.951
13:82000001-82500000	13	82000001	82500000	0.977	1.038
13:82500001-83000000	13	82500001	83000000	0.924	1.046
13:83000001-83500000	13	83000001	83500000	1.028	0.911
13:84000001-84500000	13	84000001	84500000	1.004	1.011
13:85000001-85500000	13	85000001	85500000	0.969	0.997
13:85500001-86000000	13	85500001	86000000	0.99	1.036
13:86000001-86500000	13	86000001	86500000	0.942	0.929
13:86500001-87000000	13	86500001	87000000	0.885	0.955
13:87000001-87500000	13	87000001	87500000	1.004	0.963
13:87500001-88000000	13	87500001	88000000	1.049	0.937
13:88500001-89000000	13	88500001	89000000	0.996	1.057
13:89000001-89500000	13	89000001	89500000	0.917	0.964
13:89500001-90000000	13	89500001	90000000	0.978	0.86
13:90000001-90500000	13	90000001	90500000	0.99	1.028
13:90500001-91000000	13	90500001	91000000	1.091	1.007
13:91000001-91500000	13	91000001	91500000	1.004	1.022
13:91500001-92000000	13	91500001	92000000	1.108	0.943
13:92000001-92500000	13	92000001	92500000	0.983	1.021
13:92500001-93000000	13	92500001	93000000	1.041	0.997
13:93000001-93500000	13	93000001	93500000	0.948	0.95
13:93500001-94000000	13	93500001	94000000	1.059	1.05
13:94000001-94500000	13	94000001	94500000	1.041	1.023
13:94500001-95000000	13	94500001	95000000	1.118	0.947
13:95000001-95500000	13	95000001	95500000	0.96	0.985
13:96000001-96500000	13	96000001	96500000	0.984	0.995
13:96500001-97000000	13	96500001	97000000	0.981	1.01
13:97000001-97500000	13	97000001	97500000	1.04	1.01
13:97500001-98000000	13	97500001	98000000	1.039	1.009
13:98000001-98500000	13	98000001	98500000	1.019	1.048
13:98500001-99000000	13	98500001	99000000	0.983	0.939
13:99000001-99500000	13	99000001	99500000	1.055	1.077
13:99500001-100000000	13	99500001	100000000	1.004	0.987
13:100000001-100500000	13	100000001	100500000	0.993	0.987
13:100500001-101000000	13	100500001	101000000	0.969	0.892
13:101000001-101500000	13	101000001	101500000	0.961	0.966
13:101500001-102000000	13	101500001	102000000	1.112	0.99
13:102000001-102500000	13	102000001	102500000	1.081	0.984
13:102500001-103000000	13	102500001	103000000	0.968	0.906
13:103000001-103500000	13	103000001	103500000	1.033	0.88
13:103500001-104000000	13	103500001	104000000	1.081	0.952
13:104000001-104500000	13	104000001	104500000	0.932	0.96
13:104500001-105000000	13	104500001	105000000	0.962	0.924
13:105500001-106000000	13	105500001	106000000	1.037	0.924
13:106000001-106500000	13	106000001	106500000	1.04	0.905
13:106500001-107000000	13	106500001	107000000	0.936	0.993
13:107500001-108000000	13	107500001	108000000	1.048	0.851
13:108000001-108500000	13	108000001	108500000	1.043	0.957
13:108500001-109000000	13	108500001	109000000	1.003	0.92
13:109500001-110000000	13	109500001	110000000	0.991	1
13:110000001-110500000	13	110000001	110500000	0.952	1.066
13:110500001-111000000	13	110500001	111000000	0.842	0.973
13:111000001-111500000	13	111000001	111500000	1.005	0.965
13:112000001-112500000	13	112000001	112500000	1.017	0.988
13:112500001-113000000	13	112500001	113000000	1.037	0.989
13:113000001-113500000	13	113000001	113500000	1	0.995
13:113500001-114000000	13	113500001	114000000	1.024	0.876
13:114000001-114364328	13	114000001	114364328	1.018	1.144
14:20000001-20500000	14	20000001	20500000	0.844	0.951
14:20500001-21000000	14	20500001	21000000	0.897	1.057
14:21000001-21500000	14	21000001	21500000	1.013	0.938
14:21500001-22000000	14	21500001	22000000	0.929	0.994
14:22000001-22500000	14	22000001	22500000	0.864	0.977
14:22500001-23000000	14	22500001	23000000	1.01	0.983
14:23500001-24000000	14	23500001	24000000	1.061	0.954
14:24000001-24500000	14	24000001	24500000	0.989	0.87
14:24500001-25000000	14	24500001	25000000	1.074	1.056
14:25000001-25500000	14	25000001	25500000	0.951	0.959
14:25500001-26000000	14	25500001	26000000	0.948	1.014
14:26000001-26500000	14	26000001	26500000	0.93	1.046
14:26500001-27000000	14	26500001	27000000	0.899	1.006
14:27000001-27500000	14	27000001	27500000	0.938	1.029
14:27500001-28000000	14	27500001	28000000	1.049	1.031
14:28000001-28500000	14	28000001	28500000	0.941	0.966
14:28500001-29000000	14	28500001	29000000	0.946	1.007
14:29000001-29500000	14	29000001	29500000	0.893	0.932
14:29500001-30000000	14	29500001	30000000	0.932	1.071
14:30000001-30500000	14	30000001	30500000	0.947	1.008
14:30500001-31000000	14	30500001	31000000	0.873	1.013
14:31000001-31500000	14	31000001	31500000	0.892	0.96
14:31500001-32000000	14	31500001	32000000	1.038	1.144
14:32500001-33000000	14	32500001	33000000	0.993	0.982
14:33000001-33500000	14	33000001	33500000	0.995	1.091
14:33500001-34000000	14	33500001	34000000	0.91	1.063
14:34000001-34500000	14	34000001	34500000	0.935	1.031
14:35000001-35500000	14	35000001	35500000	1.08	0.967
14:35500001-36000000	14	35500001	36000000	1.079	0.986
14:36000001-36500000	14	36000001	36500000	1.044	1.012
14:36500001-37000000	14	36500001	37000000	1.052	1
14:37500001-38000000	14	37500001	38000000	0.957	1
14:38000001-38500000	14	38000001	38500000	1.088	0.899
14:38500001-39000000	14	38500001	39000000	1.108	0.925
14:39000001-39500000	14	39000001	39500000	0.986	0.949
14:39500001-40000000	14	39500001	40000000	1.086	0.98
14:40000001-40500000	14	40000001	40500000	1.048	0.984
14:41000001-41500000	14	41000001	41500000	0.972	0.931
14:41500001-42000000	14	41500001	42000000	1.106	1.04
14:42000001-42500000	14	42000001	42500000	1.034	0.92
14:42500001-43000000	14	42500001	43000000	1.062	0.97
14:43500001-44000000	14	43500001	44000000	1.079	1.106
14:44000001-44500000	14	44000001	44500000	1.069	0.989
14:44500001-45000000	14	44500001	45000000	1.047	0.859
14:45500001-46000000	14	45500001	46000000	1.028	0.922
14:47000001-47500000	14	47000001	47500000	1.064	1.026
14:47500001-48000000	14	47500001	48000000	1.082	1.007
14:48000001-48500000	14	48000001	48500000	1.025	1.08
14:48500001-49000000	14	48500001	49000000	1.153	0.961
14:49000001-49500000	14	49000001	49500000	1.031	1.023
14:49500001-50000000	14	49500001	50000000	0.892	0.981
14:50000001-50500000	14	50000001	50500000	0.919	0.977
14:50500001-51000000	14	50500001	51000000	0.889	1.048
14:51000001-51500000	14	51000001	51500000	1.106	1.051
14:52000001-52500000	14	52000001	52500000	0.947	1.051
14:52500001-53000000	14	52500001	53000000	0.937	1.014
14:53000001-53500000	14	53000001	53500000	0.986	0.884
14:53500001-54000000	14	53500001	54000000	0.995	0.95
14:54000001-54500000	14	54000001	54500000	0.913	1.061
14:54500001-55000000	14	54500001	55000000	0.946	1.025
14:55000001-55500000	14	55000001	55500000	0.941	0.931
14:55500001-56000000	14	55500001	56000000	1.005	1.004
14:56000001-56500000	14	56000001	56500000	1.118	1.047
14:56500001-57000000	14	56500001	57000000	0.953	0.977
14:57000001-57500000	14	57000001	57500000	0.982	0.921
14:57500001-58000000	14	57500001	58000000	1.015	0.892
14:58000001-58500000	14	58000001	58500000	0.94	1.097
14:58500001-59000000	14	58500001	59000000	0.959	1.017
14:59000001-59500000	14	59000001	59500000	0.999	0.961
14:59500001-60000000	14	59500001	60000000	1.01	1.066
14:60000001-60500000	14	60000001	60500000	0.948	0.971
14:60500001-61000000	14	60500001	61000000	0.925	1.043
14:61000001-61500000	14	61000001	61500000	0.988	1.095
14:61500001-62000000	14	61500001	62000000	1.043	0.918
14:62000001-62500000	14	62000001	62500000	0.946	0.95
14:62500001-63000000	14	62500001	63000000	0.878	0.901
14:63000001-63500000	14	63000001	63500000	0.996	0.996
14:63500001-64000000	14	63500001	64000000	0.928	0.963
14:64000001-64500000	14	64000001	64500000	1.001	0.919
14:64500001-65000000	14	64500001	65000000	1.012	1.03
14:65000001-65500000	14	65000001	65500000	0.92	0.942
14:65500001-66000000	14	65500001	66000000	1.009	1.06
14:66000001-66500000	14	66000001	66500000	1.05	1.094
14:66500001-67000000	14	66500001	67000000	1.053	1.061
14:67000001-67500000	14	67000001	67500000	0.962	1.118
14:67500001-68000000	14	67500001	68000000	0.825	1.016
14:68000001-68500000	14	68000001	68500000	1.016	1.001
14:68500001-69000000	14	68500001	69000000	0.831	0.982
14:69000001-69500000	14	69000001	69500000	0.935	0.953
14:69500001-70000000	14	69500001	70000000	0.892	1.033
14:70000001-70500000	14	70000001	70500000	0.986	1.108
14:70500001-71000000	14	70500001	71000000	0.965	1.001
14:71000001-71500000	14	71000001	71500000	1.014	0.994
14:71500001-72000000	14	71500001	72000000	0.967	1.141
14:72000001-72500000	14	72000001	72500000	0.926	0.974
14:72500001-73000000	14	72500001	73000000	0.997	1.039
14:73000001-73500000	14	73000001	73500000	0.89	0.974
14:73500001-74000000	14	73500001	74000000	0.992	0.993
14:74000001-74500000	14	74000001	74500000	0.92	0.921
14:74500001-75000000	14	74500001	75000000	0.863	0.929
14:75000001-75500000	14	75000001	75500000	0.8	1.042
14:75500001-76000000	14	75500001	76000000	0.939	0.961
14:76000001-76500000	14	76000001	76500000	0.969	0.933
14:76500001-77000000	14	76500001	77000000	0.979	0.956
14:77000001-77500000	14	77000001	77500000	0.877	0.912
14:77500001-78000000	14	77500001	78000000	1.013	0.982
14:78000001-78500000	14	78000001	78500000	0.975	1.009
14:78500001-79000000	14	78500001	79000000	1.022	0.985
14:79000001-79500000	14	79000001	79500000	0.975	1.154
14:79500001-80000000	14	79500001	80000000	0.952	0.886
14:80000001-80500000	14	80000001	80500000	0.99	1.049
14:80500001-81000000	14	80500001	81000000	0.956	1.198
14:81000001-81500000	14	81000001	81500000	0.917	0.893
14:81500001-82000000	14	81500001	82000000	0.99	0.991
14:82000001-82500000	14	82000001	82500000	0.945	1.08
14:82500001-83000000	14	82500001	83000000	0.922	1.002
14:83000001-83500000	14	83000001	83500000	0.949	0.97
14:84500001-85000000	14	84500001	85000000	0.903	0.993
14:85000001-85500000	14	85000001	85500000	0.91	0.985
14:85500001-86000000	14	85500001	86000000	0.933	1.048
14:86500001-87000000	14	86500001	87000000	0.942	1.024
14:87000001-87500000	14	87000001	87500000	0.914	1.067
14:87500001-88000000	14	87500001	88000000	0.94	0.937
14:88000001-88500000	14	88000001	88500000	0.995	1.01
14:88500001-89000000	14	88500001	89000000	1.033	1.062
14:89000001-89500000	14	89000001	89500000	0.946	0.901
14:89500001-90000000	14	89500001	90000000	0.968	1.052
14:90000001-90500000	14	90000001	90500000	1.072	0.941
14:90500001-91000000	14	90500001	91000000	0.946	1
14:91000001-91500000	14	91000001	91500000	0.909	0.871
14:91500001-92000000	14	91500001	92000000	0.984	0.943
14:92000001-92500000	14	92000001	92500000	1.066	1.003
14:92500001-93000000	14	92500001	93000000	0.932	1.004
14:93000001-93500000	14	93000001	93500000	0.977	1.035
14:93500001-94000000	14	93500001	94000000	0.952	0.975
14:94000001-94500000	14	94000001	94500000	0.89	0.999
14:94500001-95000000	14	94500001	95000000	0.934	1.102
14:95000001-95500000	14	95000001	95500000	1.01	0.918
14:95500001-96000000	14	95500001	96000000	0.994	0.91
14:96000001-96500000	14	96000001	96500000	0.979	0.969
14:96500001-97000000	14	96500001	97000000	0.911	0.971
14:97000001-97500000	14	97000001	97500000	0.969	1.097
14:97500001-98000000	14	97500001	98000000	0.968	1.099
14:98000001-98500000	14	98000001	98500000	0.969	0.92
14:98500001-99000000	14	98500001	99000000	0.96	0.966
14:99000001-99500000	14	99000001	99500000	0.915	0.936
14:99500001-100000000	14	99500001	100000000	0.933	0.913
14:100000001-100500000	14	100000001	100500000	0.915	0.975
14:100500001-101000000	14	100500001	101000000	0.874	0.99
14:101000001-101500000	14	101000001	101500000	0.963	0.921
14:101500001-102000000	14	101500001	102000000	1.025	1.01
14:102000001-102500000	14	102000001	102500000	0.981	0.892
14:102500001-103000000	14	102500001	103000000	0.792	1.011
14:103000001-103500000	14	103000001	103500000	0.962	0.941
14:103500001-104000000	14	103500001	104000000	0.908	0.937
14:104000001-104500000	14	104000001	104500000	0.909	0.933
14:104500001-105000000	14	104500001	105000000	1.004	1.015
14:105000001-105500000	14	105000001	105500000	0.911	1.044
15:23500001-24000000	15	23500001	24000000	0.998	0.995
15:24500001-25000000	15	24500001	25000000	1.001	0.896
15:25000001-25500000	15	25000001	25500000	1.103	0.994
15:26000001-26500000	15	26000001	26500000	1.072	0.987
15:26500001-27000000	15	26500001	27000000	0.938	0.966
15:27000001-27500000	15	27000001	27500000	1.015	0.965
15:27500001-28000000	15	27500001	28000000	1.014	0.874
15:29000001-29500000	15	29000001	29500000	1.019	0.976
15:29500001-30000000	15	29500001	30000000	1.021	0.981
15:31000001-31500000	15	31000001	31500000	1.026	0.969
15:31500001-32000000	15	31500001	32000000	1.088	1.076
15:33000001-33500000	15	33000001	33500000	1.137	0.899
15:33500001-34000000	15	33500001	34000000	1.025	0.985
15:34000001-34500000	15	34000001	34500000	0.965	1.075
15:35500001-36000000	15	35500001	36000000	1.088	1.067
15:36000001-36500000	15	36000001	36500000	1.134	0.946
15:36500001-37000000	15	36500001	37000000	1.025	1.012
15:37000001-37500000	15	37000001	37500000	1.117	1.017
15:37500001-38000000	15	37500001	38000000	0.961	0.95
15:38000001-38500000	15	38000001	38500000	1.058	1.022
15:38500001-39000000	15	38500001	39000000	1.017	1.129
15:39000001-39500000	15	39000001	39500000	1.079	0.981
15:39500001-40000000	15	39500001	40000000	1.042	0.943
15:40500001-41000000	15	40500001	41000000	1.012	1.014
15:41500001-42000000	15	41500001	42000000	0.983	0.988
15:42000001-42500000	15	42000001	42500000	1.075	0.95
15:42500001-43000000	15	42500001	43000000	1.007	0.93
15:43000001-43500000	15	43000001	43500000	1.065	0.932
15:44000001-44500000	15	44000001	44500000	1.035	1.019
15:45000001-45500000	15	45000001	45500000	1.135	0.999
15:45500001-46000000	15	45500001	46000000	1.069	0.973
15:46000001-46500000	15	46000001	46500000	1.004	0.944
15:46500001-47000000	15	46500001	47000000	1.065	0.965
15:47000001-47500000	15	47000001	47500000	1.101	1.012
15:47500001-48000000	15	47500001	48000000	1.052	1.009
15:48000001-48500000	15	48000001	48500000	1.073	1.06
15:48500001-49000000	15	48500001	49000000	1.039	1.085
15:49000001-49500000	15	49000001	49500000	1.062	0.911
15:49500001-50000000	15	49500001	50000000	1.014	1.074
15:50000001-50500000	15	50000001	50500000	1.128	1.021
15:50500001-51000000	15	50500001	51000000	0.964	0.895
15:51000001-51500000	15	51000001	51500000	1.101	1.032
15:51500001-52000000	15	51500001	52000000	1.072	1.007
15:52500001-53000000	15	52500001	53000000	1.031	1.046
15:53000001-53500000	15	53000001	53500000	1.125	1.145
15:53500001-54000000	15	53500001	54000000	1.057	1.029
15:54000001-54500000	15	54000001	54500000	1.074	0.999
15:55000001-55500000	15	55000001	55500000	1.061	0.928
15:55500001-56000000	15	55500001	56000000	1.039	1.017
15:56000001-56500000	15	56000001	56500000	1.064	0.95
15:56500001-57000000	15	56500001	57000000	0.995	0.888
15:57000001-57500000	15	57000001	57500000	1.072	0.962
15:57500001-58000000	15	57500001	58000000	1.106	1.061
15:58500001-59000000	15	58500001	59000000	0.915	0.958
15:59000001-59500000	15	59000001	59500000	1.031	1.014
15:59500001-60000000	15	59500001	60000000	1.045	1.035
15:60000001-60500000	15	60000001	60500000	1.081	1.011
15:60500001-61000000	15	60500001	61000000	1.144	1.001
15:61000001-61500000	15	61000001	61500000	1.048	0.977
15:61500001-62000000	15	61500001	62000000	1.081	1.033
15:62000001-62500000	15	62000001	62500000	1.11	1.029
15:62500001-63000000	15	62500001	63000000	1.129	0.998
15:63000001-63500000	15	63000001	63500000	1.086	1.044
15:63500001-64000000	15	63500001	64000000	0.875	1.039
15:64000001-64500000	15	64000001	64500000	0.897	0.947
15:64500001-65000000	15	64500001	65000000	0.983	1.011
15:65000001-65500000	15	65000001	65500000	1.097	1.052
15:65500001-66000000	15	65500001	66000000	0.983	0.956
15:66000001-66500000	15	66000001	66500000	1.038	1.042
15:66500001-67000000	15	66500001	67000000	1.008	0.96
15:67500001-68000000	15	67500001	68000000	1.047	1.029
15:68000001-68500000	15	68000001	68500000	1.011	1.011
15:68500001-69000000	15	68500001	69000000	1.063	1
15:69000001-69500000	15	69000001	69500000	1.005	1.106
15:69500001-70000000	15	69500001	70000000	1.051	1.111
15:70000001-70500000	15	70000001	70500000	1.116	1.106
15:70500001-71000000	15	70500001	71000000	1.153	1.082
15:71000001-71500000	15	71000001	71500000	1.137	1.014
15:71500001-72000000	15	71500001	72000000	1.099	1
15:72000001-72500000	15	72000001	72500000	1.066	0.859
15:72500001-73000000	15	72500001	73000000	1.105	0.991
15:73000001-73500000	15	73000001	73500000	1.036	1.118
15:73500001-74000000	15	73500001	74000000	1.028	1.089
15:74000001-74500000	15	74000001	74500000	1.156	1.055
15:74500001-75000000	15	74500001	75000000	1.017	0.892
15:75500001-76000000	15	75500001	76000000	1.098	1.018
15:76000001-76500000	15	76000001	76500000	1.078	0.993
15:76500001-77000000	15	76500001	77000000	1.045	1.09
15:77000001-77500000	15	77000001	77500000	1.053	1.095
15:77500001-78000000	15	77500001	78000000	1.179	1.226
15:78000001-78500000	15	78000001	78500000	1.033	0.966
15:78500001-79000000	15	78500001	79000000	1.068	1.166
15:79000001-79500000	15	79000001	79500000	1.036	0.916
15:79500001-80000000	15	79500001	80000000	1.102	1.011
15:80000001-80500000	15	80000001	80500000	1.109	1.066
15:80500001-81000000	15	80500001	81000000	1.053	1.071
15:81000001-81500000	15	81000001	81500000	1.047	1.043
15:81500001-82000000	15	81500001	82000000	1.136	1.152
15:82500001-83000000	15	82500001	83000000	1.143	0.969
15:83000001-83500000	15	83000001	83500000	1.16	1.024
15:83500001-84000000	15	83500001	84000000	1.057	1.105
15:84500001-85000000	15	84500001	85000000	1.095	1.062
15:85500001-86000000	15	85500001	86000000	1.018	0.933
15:86000001-86500000	15	86000001	86500000	1.133	1.062
15:86500001-87000000	15	86500001	87000000	1.063	0.981
