feature	chromosome	start	end	SLX-17922.D701tp_D507tp.HC22GBBXY.s_6.r_1	SLX-17922.D705tp_D505tp.HC22GBBXY.s_6.r_1	SLX-16150.D704tp_D505tp.HC22VBBXY.s_3.r_1
14:94500001-95000000	14	94500001	95000000	0.909	1	1.016
14:95000001-95500000	14	95000001	95500000	0.909	0.913	0.964
14:95500001-96000000	14	95500001	96000000	0.976	0.957	1.036
14:96000001-96500000	14	96000001	96500000	1.035	1.039	0.967
14:96500001-97000000	14	96500001	97000000	0.992	0.963	0.906
14:97000001-97500000	14	97000001	97500000	1.015	0.972	1.07
14:97500001-98000000	14	97500001	98000000	0.942	0.941	1.021
14:98000001-98500000	14	98000001	98500000	1.022	0.934	1.095
14:98500001-99000000	14	98500001	99000000	0.983	1.028	1.064
14:99000001-99500000	14	99000001	99500000	0.993	0.978	1.02
14:99500001-100000000	14	99500001	100000000	0.99	0.985	1.074
14:100000001-100500000	14	100000001	100500000	0.955	1.02	0.97
14:100500001-101000000	14	100500001	101000000	0.949	0.869	0.99
14:101000001-101500000	14	101000001	101500000	1.087	1.071	0.96
14:101500001-102000000	14	101500001	102000000	0.999	0.946	1.05
14:102000001-102500000	14	102000001	102500000	0.952	0.883	0.988
14:102500001-103000000	14	102500001	103000000	0.978	0.882	1.01
14:103000001-103500000	14	103000001	103500000	0.979	0.988	0.967
14:103500001-104000000	14	103500001	104000000	0.95	0.955	1.155
14:104000001-104500000	14	104000001	104500000	1.088	0.951	1.082
14:104500001-105000000	14	104500001	105000000	1.023	1.041	1.142
14:105000001-105500000	14	105000001	105500000	0.981	1.017	1.011
15:23500001-24000000	15	23500001	24000000	0.994	1.059	1.099
15:24500001-25000000	15	24500001	25000000	1.017	1.043	1.068
15:25000001-25500000	15	25000001	25500000	1	1.115	1.001
15:26000001-26500000	15	26000001	26500000	0.991	0.922	0.911
15:26500001-27000000	15	26500001	27000000	0.948	0.99	0.913
15:27000001-27500000	15	27000001	27500000	0.956	0.976	1.013
15:27500001-28000000	15	27500001	28000000	0.911	0.97	0.914
15:29000001-29500000	15	29000001	29500000	0.961	0.949	1.014
15:29500001-30000000	15	29500001	30000000	1.034	0.941	0.868
15:31000001-31500000	15	31000001	31500000	0.93	0.985	0.816
15:31500001-32000000	15	31500001	32000000	1.08	1.052	1.049
15:33000001-33500000	15	33000001	33500000	1.024	1.024	1.064
15:33500001-34000000	15	33500001	34000000	1.022	0.977	1.034
15:34000001-34500000	15	34000001	34500000	0.891	0.865	1.066
15:35500001-36000000	15	35500001	36000000	1.044	1.04	0.96
15:36000001-36500000	15	36000001	36500000	1.024	1.165	0.956
15:36500001-37000000	15	36500001	37000000	1.038	0.95	0.943
15:37000001-37500000	15	37000001	37500000	0.966	1.043	0.993
15:37500001-38000000	15	37500001	38000000	0.949	1.076	0.979
15:38000001-38500000	15	38000001	38500000	1.019	1.019	1.101
15:38500001-39000000	15	38500001	39000000	0.979	1.184	0.95
15:39000001-39500000	15	39000001	39500000	1.119	1.059	1.005
15:39500001-40000000	15	39500001	40000000	0.992	0.983	1.072
15:40500001-41000000	15	40500001	41000000	0.986	0.939	1.032
15:41500001-42000000	15	41500001	42000000	1.008	1.015	0.968
15:42000001-42500000	15	42000001	42500000	0.89	1.063	0.961
15:42500001-43000000	15	42500001	43000000	1.006	0.94	0.947
15:43000001-43500000	15	43000001	43500000	1.018	0.933	0.981
15:44000001-44500000	15	44000001	44500000	0.985	1.006	0.883
15:45000001-45500000	15	45000001	45500000	1.11	0.962	0.959
15:45500001-46000000	15	45500001	46000000	1.035	0.998	1.08
15:46000001-46500000	15	46000001	46500000	0.941	0.95	1.047
15:46500001-47000000	15	46500001	47000000	1.007	0.949	1.099
15:47000001-47500000	15	47000001	47500000	1.053	1.031	1.085
15:47500001-48000000	15	47500001	48000000	0.978	1.135	0.978
15:48000001-48500000	15	48000001	48500000	1.023	1.06	0.891
15:48500001-49000000	15	48500001	49000000	1.024	1.05	1.088
15:49000001-49500000	15	49000001	49500000	0.957	1.043	0.98
15:49500001-50000000	15	49500001	50000000	0.964	1.048	0.812
15:50000001-50500000	15	50000001	50500000	1.093	1.114	0.919
15:50500001-51000000	15	50500001	51000000	0.931	0.915	1.037
15:51000001-51500000	15	51000001	51500000	1.09	1.051	1.073
15:51500001-52000000	15	51500001	52000000	1.008	1.097	0.964
15:52500001-53000000	15	52500001	53000000	1.007	0.959	1.131
15:53000001-53500000	15	53000001	53500000	1.104	1.025	1.066
15:53500001-54000000	15	53500001	54000000	0.999	0.954	1.06
15:54000001-54500000	15	54000001	54500000	1.116	0.984	0.973
15:55000001-55500000	15	55000001	55500000	0.947	0.985	1.149
15:55500001-56000000	15	55500001	56000000	1.001	1.032	0.897
15:56000001-56500000	15	56000001	56500000	1.095	0.971	0.99
15:56500001-57000000	15	56500001	57000000	0.927	0.953	0.826
15:57000001-57500000	15	57000001	57500000	0.966	0.98	0.955
15:57500001-58000000	15	57500001	58000000	1.064	0.933	1.011
15:58500001-59000000	15	58500001	59000000	0.838	0.939	0.868
15:59000001-59500000	15	59000001	59500000	0.92	0.97	0.817
15:59500001-60000000	15	59500001	60000000	1.017	1.032	0.988
15:60000001-60500000	15	60000001	60500000	0.922	1.022	1.063
15:60500001-61000000	15	60500001	61000000	0.962	0.993	1.075
15:61000001-61500000	15	61000001	61500000	1.03	1.015	0.979
15:61500001-62000000	15	61500001	62000000	1.023	1.04	0.976
15:62000001-62500000	15	62000001	62500000	1.037	1.065	1
15:62500001-63000000	15	62500001	63000000	1.039	0.955	1.043
15:63000001-63500000	15	63000001	63500000	0.956	0.971	0.978
15:63500001-64000000	15	63500001	64000000	0.964	0.898	0.986
15:64000001-64500000	15	64000001	64500000	0.967	1.057	1.021
15:64500001-65000000	15	64500001	65000000	0.9	1.027	0.868
15:65000001-65500000	15	65000001	65500000	1.105	1.034	1.099
15:65500001-66000000	15	65500001	66000000	0.951	1.088	1.025
15:66000001-66500000	15	66000001	66500000	1.062	1.057	0.992
15:66500001-67000000	15	66500001	67000000	0.968	0.906	1.005
15:67500001-68000000	15	67500001	68000000	0.961	0.977	0.994
15:68000001-68500000	15	68000001	68500000	0.979	0.988	0.915
15:68500001-69000000	15	68500001	69000000	0.992	1.013	1.023
15:69000001-69500000	15	69000001	69500000	1.003	1.035	0.851
15:69500001-70000000	15	69500001	70000000	1.103	1.023	1.009
15:70000001-70500000	15	70000001	70500000	1.115	1.014	0.946
15:70500001-71000000	15	70500001	71000000	0.992	1.06	1.15
15:71000001-71500000	15	71000001	71500000	1.08	1.122	1.033
15:71500001-72000000	15	71500001	72000000	1.038	0.924	0.883
15:72000001-72500000	15	72000001	72500000	0.951	0.991	1.022
15:72500001-73000000	15	72500001	73000000	1	1.005	1.088
15:73000001-73500000	15	73000001	73500000	1.024	1.055	0.905
15:73500001-74000000	15	73500001	74000000	1.102	1.032	1.163
15:74000001-74500000	15	74000001	74500000	1.153	1.175	1.156
15:74500001-75000000	15	74500001	75000000	0.956	1.023	1.068
15:75500001-76000000	15	75500001	76000000	0.979	0.952	0.952
15:76000001-76500000	15	76000001	76500000	1.031	1.037	0.907
15:76500001-77000000	15	76500001	77000000	0.963	0.978	0.978
15:77000001-77500000	15	77000001	77500000	1.006	1.035	1.073
15:77500001-78000000	15	77500001	78000000	1.125	1.103	1.026
15:78000001-78500000	15	78000001	78500000	0.981	1.003	0.96
15:78500001-79000000	15	78500001	79000000	1.072	0.881	0.965
15:79000001-79500000	15	79000001	79500000	1.119	1.106	1.14
15:79500001-80000000	15	79500001	80000000	1.024	1.001	1.02
15:80000001-80500000	15	80000001	80500000	1.047	1.084	0.973
15:80500001-81000000	15	80500001	81000000	0.935	0.923	1.045
15:81000001-81500000	15	81000001	81500000	1.044	0.994	0.97
15:81500001-82000000	15	81500001	82000000	1.112	1.086	1.097
15:82500001-83000000	15	82500001	83000000	1.031	1.006	1.218
15:83000001-83500000	15	83000001	83500000	1.096	1.098	0.987
15:83500001-84000000	15	83500001	84000000	1.066	0.974	0.915
15:84500001-85000000	15	84500001	85000000	1.097	1.09	1.02
15:85500001-86000000	15	85500001	86000000	0.929	0.974	0.955
15:86000001-86500000	15	86000001	86500000	1.065	1.088	1.021
15:86500001-87000000	15	86500001	87000000	1.018	1.029	1.135
15:87000001-87500000	15	87000001	87500000	0.99	0.966	1.073
15:87500001-88000000	15	87500001	88000000	1.079	1.09	0.913
15:88000001-88500000	15	88000001	88500000	0.99	1.058	1.01
15:88500001-89000000	15	88500001	89000000	1.069	1.03	0.964
15:89000001-89500000	15	89000001	89500000	1.018	0.913	0.952
15:89500001-90000000	15	89500001	90000000	1.009	1.035	0.952
15:90000001-90500000	15	90000001	90500000	0.95	0.949	0.853
15:90500001-91000000	15	90500001	91000000	0.967	1.009	1.046
15:91000001-91500000	15	91000001	91500000	1.028	1.011	1.021
15:92000001-92500000	15	92000001	92500000	1.058	1.075	1.211
15:92500001-93000000	15	92500001	93000000	1.022	0.946	0.935
15:93000001-93500000	15	93000001	93500000	1.019	1.094	0.975
15:93500001-94000000	15	93500001	94000000	1.038	0.976	0.976
15:94000001-94500000	15	94000001	94500000	1.034	0.95	0.917
15:94500001-95000000	15	94500001	95000000	0.974	1.068	1.037
15:95000001-95500000	15	95000001	95500000	0.939	1.049	1.11
15:95500001-96000000	15	95500001	96000000	1.023	1.028	1.013
15:96000001-96500000	15	96000001	96500000	0.915	1.043	1.015
15:96500001-97000000	15	96500001	97000000	1.063	1.089	1.053
15:97000001-97500000	15	97000001	97500000	1.003	1.144	0.991
15:97500001-98000000	15	97500001	98000000	0.928	0.918	0.992
15:98000001-98500000	15	98000001	98500000	0.91	0.916	0.944
15:98500001-99000000	15	98500001	99000000	0.959	1.034	0.989
15:99000001-99500000	15	99000001	99500000	0.949	1.127	0.921
15:99500001-100000000	15	99500001	100000000	0.94	0.904	1.04
15:100000001-100500000	15	100000001	100500000	1.071	1.058	1.105
15:100500001-101000000	15	100500001	101000000	1.022	1.076	0.871
15:101000001-101500000	15	101000001	101500000	0.989	0.989	1.009
16:1-500000	16	1	500000	0.998	0.945	0.944
16:500001-1000000	16	500001	1000000	0.983	0.972	1.119
16:1000001-1500000	16	1000001	1500000	1.076	1.079	1.129
16:1500001-2000000	16	1500001	2000000	0.968	0.885	1.001
16:2000001-2500000	16	2000001	2500000	1.07	0.911	1.196
16:3500001-4000000	16	3500001	4000000	0.976	0.969	1.024
16:4000001-4500000	16	4000001	4500000	0.967	0.895	1.119
16:4500001-5000000	16	4500001	5000000	0.858	1.021	0.889
16:5500001-6000000	16	5500001	6000000	1.01	1.02	1.086
16:6000001-6500000	16	6000001	6500000	0.928	0.968	0.935
16:6500001-7000000	16	6500001	7000000	0.903	0.902	1.124
16:7000001-7500000	16	7000001	7500000	0.922	0.964	0.934
16:7500001-8000000	16	7500001	8000000	0.915	1.049	0.978
16:8000001-8500000	16	8000001	8500000	0.941	0.931	1.018
16:8500001-9000000	16	8500001	9000000	0.959	1.021	0.97
16:9000001-9500000	16	9000001	9500000	0.942	0.825	0.981
16:9500001-10000000	16	9500001	10000000	1.033	0.99	1.089
16:10000001-10500000	16	10000001	10500000	1.014	1.089	1.121
16:11000001-11500000	16	11000001	11500000	0.984	0.946	1.075
16:11500001-12000000	16	11500001	12000000	0.961	0.94	0.884
16:12000001-12500000	16	12000001	12500000	0.988	1.031	1.024
16:12500001-13000000	16	12500001	13000000	0.948	0.978	0.964
16:13000001-13500000	16	13000001	13500000	1.156	0.986	1.26
16:13500001-14000000	16	13500001	14000000	1.012	0.99	0.965
16:14000001-14500000	16	14000001	14500000	0.975	1.001	1.12
16:15500001-16000000	16	15500001	16000000	0.99	1.007	0.92
16:17000001-17500000	16	17000001	17500000	1.015	1.048	1.001
16:17500001-18000000	16	17500001	18000000	1.026	1.019	1.033
16:19000001-19500000	16	19000001	19500000	0.97	0.938	0.969
16:19500001-20000000	16	19500001	20000000	0.943	0.952	1.019
16:20000001-20500000	16	20000001	20500000	1.096	0.987	0.955
16:22000001-22500000	16	22000001	22500000	1.049	1.123	1.063
16:23000001-23500000	16	23000001	23500000	0.955	0.957	1.024
16:23500001-24000000	16	23500001	24000000	1.02	0.945	0.913
16:24000001-24500000	16	24000001	24500000	0.932	0.952	1.052
16:24500001-25000000	16	24500001	25000000	0.984	1.042	0.979
16:25000001-25500000	16	25000001	25500000	1.005	0.966	1.074
16:25500001-26000000	16	25500001	26000000	0.922	1.066	1.078
16:26000001-26500000	16	26000001	26500000	0.971	1.022	1.091
16:26500001-27000000	16	26500001	27000000	0.968	0.959	1.116
16:27000001-27500000	16	27000001	27500000	0.971	0.914	1.01
16:27500001-28000000	16	27500001	28000000	1.046	1.018	1.066
16:30500001-31000000	16	30500001	31000000	0.977	0.948	0.98
16:31000001-31500000	16	31000001	31500000	1.063	1.023	1.084
16:46500001-47000000	16	46500001	47000000	0.914	0.961	1.036
16:47000001-47500000	16	47000001	47500000	1.053	1.022	0.819
16:47500001-48000000	16	47500001	48000000	1.133	1.123	0.964
16:48000001-48500000	16	48000001	48500000	0.936	1.02	0.872
16:48500001-49000000	16	48500001	49000000	0.981	1.047	1.028
16:49000001-49500000	16	49000001	49500000	1.044	1.091	0.953
16:49500001-50000000	16	49500001	50000000	1.005	1.017	0.898
16:50000001-50500000	16	50000001	50500000	0.947	0.98	0.875
16:50500001-51000000	16	50500001	51000000	0.981	0.991	0.917
16:51000001-51500000	16	51000001	51500000	1.035	0.975	1.136
16:51500001-52000000	16	51500001	52000000	1.037	0.928	1.04
16:52000001-52500000	16	52000001	52500000	1.005	0.988	0.834
16:52500001-53000000	16	52500001	53000000	0.993	0.991	1.037
16:53000001-53500000	16	53000001	53500000	0.995	1.033	0.793
16:53500001-54000000	16	53500001	54000000	0.967	1.026	0.796
16:54000001-54500000	16	54000001	54500000	0.967	1.004	0.863
16:54500001-55000000	16	54500001	55000000	0.966	1.023	1.018
16:55000001-55500000	16	55000001	55500000	0.986	1.035	1.093
16:55500001-56000000	16	55500001	56000000	0.98	1.036	1.005
16:56000001-56500000	16	56000001	56500000	0.944	0.974	0.973
16:56500001-57000000	16	56500001	57000000	1.045	0.994	1.004
16:57000001-57500000	16	57000001	57500000	0.971	0.926	0.792
16:57500001-58000000	16	57500001	58000000	1.025	1.004	1.099
16:58000001-58500000	16	58000001	58500000	0.998	0.974	0.985
16:58500001-59000000	16	58500001	59000000	0.965	1.002	0.887
16:59000001-59500000	16	59000001	59500000	1.065	0.968	1.059
16:59500001-60000000	16	59500001	60000000	1.012	1.04	0.979
16:60500001-61000000	16	60500001	61000000	0.968	0.966	0.898
16:61000001-61500000	16	61000001	61500000	0.935	0.976	0.873
16:61500001-62000000	16	61500001	62000000	1.008	0.996	0.964
16:62000001-62500000	16	62000001	62500000	0.931	0.991	1.069
16:62500001-63000000	16	62500001	63000000	0.97	1.075	0.962
16:63000001-63500000	16	63000001	63500000	1.002	0.94	1.015
16:63500001-64000000	16	63500001	64000000	0.876	0.976	1.072
16:64000001-64500000	16	64000001	64500000	1.002	1.036	0.957
16:64500001-65000000	16	64500001	65000000	1.037	1.046	1.041
16:65000001-65500000	16	65000001	65500000	0.936	1.055	0.993
16:66000001-66500000	16	66000001	66500000	1.005	0.979	1.067
16:66500001-67000000	16	66500001	67000000	0.995	0.947	0.989
16:67000001-67500000	16	67000001	67500000	0.971	1.065	1.002
16:68000001-68500000	16	68000001	68500000	0.928	1.002	1.006
16:68500001-69000000	16	68500001	69000000	1.032	0.996	0.972
16:69500001-70000000	16	69500001	70000000	0.976	0.973	0.999
16:71500001-72000000	16	71500001	72000000	0.991	0.943	1.1
16:72000001-72500000	16	72000001	72500000	1.04	1.029	1.126
16:72500001-73000000	16	72500001	73000000	1.037	1.074	0.945
16:73500001-74000000	16	73500001	74000000	0.969	1.071	0.921
16:74000001-74500000	16	74000001	74500000	0.961	1.019	1.164
16:74500001-75000000	16	74500001	75000000	0.968	1.008	0.865
16:75000001-75500000	16	75000001	75500000	0.925	0.908	1.027
16:75500001-76000000	16	75500001	76000000	0.996	0.946	0.822
16:76000001-76500000	16	76000001	76500000	1.008	0.992	0.979
16:76500001-77000000	16	76500001	77000000	1.001	1.026	0.963
16:77000001-77500000	16	77000001	77500000	0.913	0.977	1.096
16:77500001-78000000	16	77500001	78000000	0.993	1.046	0.966
16:78000001-78500000	16	78000001	78500000	0.983	1.008	0.975
16:78500001-79000000	16	78500001	79000000	0.936	1.086	0.871
16:79000001-79500000	16	79000001	79500000	1.01	1.04	1.047
16:79500001-80000000	16	79500001	80000000	0.985	1.011	1.157
16:80000001-80500000	16	80000001	80500000	0.952	1.088	1.023
16:80500001-81000000	16	80500001	81000000	0.947	0.944	1.006
16:81000001-81500000	16	81000001	81500000	0.961	1.005	0.865
16:81500001-82000000	16	81500001	82000000	0.905	0.989	1.055
16:82500001-83000000	16	82500001	83000000	0.943	1.006	1.019
16:83000001-83500000	16	83000001	83500000	1.039	1.078	0.923
16:83500001-84000000	16	83500001	84000000	0.999	0.95	0.964
16:84000001-84500000	16	84000001	84500000	0.985	1.005	1.235
16:84500001-85000000	16	84500001	85000000	0.905	1.005	1.067
16:85000001-85500000	16	85000001	85500000	1.054	1.002	1.091
16:85500001-86000000	16	85500001	86000000	0.995	0.99	1.002
16:86000001-86500000	16	86000001	86500000	1.062	1.04	1.231
16:86500001-87000000	16	86500001	87000000	0.996	1.053	1.085
16:87000001-87500000	16	87000001	87500000	0.943	0.913	0.959
16:87500001-88000000	16	87500001	88000000	1.046	0.956	1.066
16:88500001-89000000	16	88500001	89000000	0.929	1.069	0.928
16:89000001-89500000	16	89000001	89500000	1	0.988	1.005
16:89500001-90000000	16	89500001	90000000	0.978	1.089	1.098
17:500001-1000000	17	500001	1000000	1.067	0.98	0.981
17:1000001-1500000	17	1000001	1500000	1.117	1.148	1.168
17:1500001-2000000	17	1500001	2000000	0.984	0.989	0.988
17:2000001-2500000	17	2000001	2500000	1.02	0.975	0.923
17:2500001-3000000	17	2500001	3000000	1.081	0.982	1.102
17:3500001-4000000	17	3500001	4000000	1.131	0.992	1.113
17:4000001-4500000	17	4000001	4500000	0.935	0.85	0.88
17:4500001-5000000	17	4500001	5000000	1.041	0.959	1.05
17:5000001-5500000	17	5000001	5500000	0.97	1.045	0.852
17:5500001-6000000	17	5500001	6000000	1.091	1.009	1.026
17:6000001-6500000	17	6000001	6500000	1.066	1.044	1.111
17:6500001-7000000	17	6500001	7000000	1.082	1.132	1.039
17:7000001-7500000	17	7000001	7500000	0.98	1.023	1.07
17:7500001-8000000	17	7500001	8000000	0.952	0.952	0.81
17:8000001-8500000	17	8000001	8500000	0.967	0.998	0.853
17:8500001-9000000	17	8500001	9000000	0.901	0.966	0.975
17:9000001-9500000	17	9000001	9500000	1.086	1.003	1.192
17:9500001-10000000	17	9500001	10000000	1.075	1.044	1.298
17:10000001-10500000	17	10000001	10500000	0.993	0.954	0.895
17:10500001-11000000	17	10500001	11000000	0.984	0.979	0.994
17:11000001-11500000	17	11000001	11500000	1.066	1.046	1
17:11500001-12000000	17	11500001	12000000	0.94	0.985	1.017
17:12000001-12500000	17	12000001	12500000	0.946	0.915	1.04
17:12500001-13000000	17	12500001	13000000	1.013	0.946	1.011
17:13000001-13500000	17	13000001	13500000	0.982	1.119	0.968
17:13500001-14000000	17	13500001	14000000	0.983	0.932	0.897
17:14500001-15000000	17	14500001	15000000	1.008	1.077	0.868
17:15000001-15500000	17	15000001	15500000	1.06	1.114	1.017
17:16000001-16500000	17	16000001	16500000	1.023	0.979	0.966
17:17000001-17500000	17	17000001	17500000	0.966	1.008	1.106
17:17500001-18000000	17	17500001	18000000	1.009	0.984	1.014
17:21000001-21500000	17	21000001	21500000	1.024	1.021	0.899
17:27000001-27500000	17	27000001	27500000	0.979	0.94	0.874
17:27500001-28000000	17	27500001	28000000	0.936	1.039	0.964
17:28000001-28500000	17	28000001	28500000	0.952	1.001	0.959
17:28500001-29000000	17	28500001	29000000	0.974	0.989	1.112
17:29000001-29500000	17	29000001	29500000	0.941	1.052	0.854
17:29500001-30000000	17	29500001	30000000	0.901	0.924	0.872
17:30000001-30500000	17	30000001	30500000	0.938	0.923	0.965
17:31000001-31500000	17	31000001	31500000	1.001	0.973	0.907
17:31500001-32000000	17	31500001	32000000	1.153	1.017	0.836
17:32500001-33000000	17	32500001	33000000	1.015	1.011	1.056
17:33000001-33500000	17	33000001	33500000	0.992	1.043	1.03
17:33500001-34000000	17	33500001	34000000	1.029	1.051	1.103
17:34000001-34500000	17	34000001	34500000	1.129	1.091	0.99
17:34500001-35000000	17	34500001	35000000	0.994	0.997	1.046
17:35000001-35500000	17	35000001	35500000	1.085	1.009	0.986
17:36500001-37000000	17	36500001	37000000	0.97	1.02	0.943
17:37000001-37500000	17	37000001	37500000	0.903	1.004	1.024
17:38500001-39000000	17	38500001	39000000	1.255	1.106	1.206
17:39000001-39500000	17	39000001	39500000	1.178	1.026	1.384
17:39500001-40000000	17	39500001	40000000	1.129	1.024	1.473
17:40000001-40500000	17	40000001	40500000	0.949	0.984	1.103
17:40500001-41000000	17	40500001	41000000	0.957	1.067	1.028
17:41000001-41500000	17	41000001	41500000	1.094	1.03	0.946
17:41500001-42000000	17	41500001	42000000	1.098	1.113	1.265
17:42000001-42500000	17	42000001	42500000	0.99	0.896	1.076
17:42500001-43000000	17	42500001	43000000	0.963	0.967	1.027
17:44000001-44500000	17	44000001	44500000	0.917	0.902	0.879
17:44500001-45000000	17	44500001	45000000	0.995	1.03	0.963
17:45000001-45500000	17	45000001	45500000	0.953	1.077	0.763
17:45500001-46000000	17	45500001	46000000	1.126	1.103	1.147
17:47500001-48000000	17	47500001	48000000	0.997	1.07	1.124
17:48000001-48500000	17	48000001	48500000	1.013	1.024	0.936
17:48500001-49000000	17	48500001	49000000	1.025	1.005	0.943
17:49000001-49500000	17	49000001	49500000	1.044	1.017	1.013
17:49500001-50000000	17	49500001	50000000	1.045	1.042	0.977
17:50000001-50500000	17	50000001	50500000	1.093	1.035	0.943
17:50500001-51000000	17	50500001	51000000	0.921	0.987	0.992
17:51000001-51500000	17	51000001	51500000	0.973	1.026	0.921
17:51500001-52000000	17	51500001	52000000	1.066	1	1.092
17:52000001-52500000	17	52000001	52500000	1.049	1.065	1.169
17:52500001-53000000	17	52500001	53000000	0.898	0.948	0.951
17:53500001-54000000	17	53500001	54000000	0.988	1.032	1.027
17:54000001-54500000	17	54000001	54500000	1.093	0.986	0.941
17:55000001-55500000	17	55000001	55500000	1.022	1.015	1.084
17:55500001-56000000	17	55500001	56000000	1.046	1.007	0.932
17:56000001-56500000	17	56000001	56500000	1.028	1.086	1.122
17:56500001-57000000	17	56500001	57000000	1.029	0.984	0.859
17:57000001-57500000	17	57000001	57500000	0.992	0.877	0.965
17:57500001-58000000	17	57500001	58000000	0.991	1.037	0.879
17:58000001-58500000	17	58000001	58500000	0.965	1.029	0.924
17:58500001-59000000	17	58500001	59000000	0.93	0.936	0.922
17:59500001-60000000	17	59500001	60000000	0.898	0.935	0.823
17:60500001-61000000	17	60500001	61000000	0.978	1	0.955
17:61000001-61500000	17	61000001	61500000	1.054	1.005	1.039
17:61500001-62000000	17	61500001	62000000	0.961	1.042	1.067
17:62500001-63000000	17	62500001	63000000	1.015	0.988	1.02
17:63500001-64000000	17	63500001	64000000	1.038	0.934	0.973
17:64000001-64500000	17	64000001	64500000	0.832	0.936	0.907
17:65000001-65500000	17	65000001	65500000	0.946	0.972	1.037
17:66000001-66500000	17	66000001	66500000	0.952	1.006	0.943
17:66500001-67000000	17	66500001	67000000	0.993	0.98	1.014
17:67000001-67500000	17	67000001	67500000	0.997	0.998	1.068
17:67500001-68000000	17	67500001	68000000	0.903	0.944	0.974
17:68500001-69000000	17	68500001	69000000	0.98	1.036	1.001
17:69000001-69500000	17	69000001	69500000	1.011	1.077	0.995
17:69500001-70000000	17	69500001	70000000	1.002	1.079	1.04
17:70000001-70500000	17	70000001	70500000	0.934	1.09	1.041
17:70500001-71000000	17	70500001	71000000	1.013	0.939	1.089
17:71000001-71500000	17	71000001	71500000	0.945	1.056	0.969
17:71500001-72000000	17	71500001	72000000	0.989	1.091	1.027
17:72500001-73000000	17	72500001	73000000	0.983	1.061	0.924
17:73000001-73500000	17	73000001	73500000	1.009	1.008	1.059
17:73500001-74000000	17	73500001	74000000	1.108	1.117	1.062
17:74000001-74500000	17	74000001	74500000	1.059	0.97	1.133
17:74500001-75000000	17	74500001	75000000	0.971	1.003	0.894
17:75000001-75500000	17	75000001	75500000	1.025	1.046	1.016
17:75500001-76000000	17	75500001	76000000	0.965	0.929	1.062
17:76000001-76500000	17	76000001	76500000	0.886	0.93	0.961
17:76500001-77000000	17	76500001	77000000	1.112	1.09	1.083
17:77000001-77500000	17	77000001	77500000	1.081	0.878	1.099
17:77500001-78000000	17	77500001	78000000	1.147	1.145	1.026
17:78000001-78500000	17	78000001	78500000	1.023	1.021	1.151
17:78500001-79000000	17	78500001	79000000	0.953	1.06	1.046
17:79000001-79500000	17	79000001	79500000	1.002	1.025	1.087
17:79500001-80000000	17	79500001	80000000	1.038	1.02	1.108
17:80000001-80500000	17	80000001	80500000	1.016	0.978	1.008
17:81000001-81500000	17	81000001	81500000	1.002	1.058	1.015
17:81500001-82000000	17	81500001	82000000	1.025	0.965	0.839
17:82000001-82500000	17	82000001	82500000	0.929	1.041	0.884
17:82500001-83000000	17	82500001	83000000	0.98	1.034	0.883
17:83000001-83257441	17	83000001	83257441	1.31	1.264	1.452
18:1-500000	18	1	500000	1.115	1.005	1.026
18:500001-1000000	18	500001	1000000	1.021	0.968	1.175
18:1000001-1500000	18	1000001	1500000	1.033	0.973	1.213
18:1500001-2000000	18	1500001	2000000	0.959	0.977	1.057
18:2000001-2500000	18	2000001	2500000	1.018	1.024	1.112
18:3000001-3500000	18	3000001	3500000	0.939	0.889	0.835
18:3500001-4000000	18	3500001	4000000	1.011	0.946	0.933
18:4000001-4500000	18	4000001	4500000	0.996	0.974	1.063
18:4500001-5000000	18	4500001	5000000	0.987	1.013	1.046
18:5000001-5500000	18	5000001	5500000	1.039	0.869	0.923
18:5500001-6000000	18	5500001	6000000	1.006	0.949	1.01
18:6000001-6500000	18	6000001	6500000	1.103	1.038	1.084
18:6500001-7000000	18	6500001	7000000	1.002	0.937	0.923
18:7000001-7500000	18	7000001	7500000	1.104	1.006	1.251
18:7500001-8000000	18	7500001	8000000	1.061	1.021	1.044
18:9000001-9500000	18	9000001	9500000	0.902	0.975	0.882
18:9500001-10000000	18	9500001	10000000	0.844	0.924	0.97
18:10000001-10500000	18	10000001	10500000	1.039	1.027	1.124
18:10500001-11000000	18	10500001	11000000	1.009	0.949	0.977
18:11000001-11500000	18	11000001	11500000	1.015	1.069	1.004
18:11500001-12000000	18	11500001	12000000	0.945	0.947	0.893
18:12500001-13000000	18	12500001	13000000	0.967	1.059	0.879
18:13000001-13500000	18	13000001	13500000	0.868	0.983	0.935
18:13500001-14000000	18	13500001	14000000	1.018	0.947	0.924
18:21000001-21500000	18	21000001	21500000	0.979	0.876	0.997
18:21500001-22000000	18	21500001	22000000	0.98	0.962	0.997
18:22000001-22500000	18	22000001	22500000	1.022	0.97	1.105
18:22500001-23000000	18	22500001	23000000	1.009	1.036	1.012
18:23000001-23500000	18	23000001	23500000	1.041	1.006	0.987
18:23500001-24000000	18	23500001	24000000	1.003	0.932	0.955
18:24000001-24500000	18	24000001	24500000	0.948	1.01	1.078
18:24500001-25000000	18	24500001	25000000	1.047	0.998	1.124
18:25000001-25500000	18	25000001	25500000	1.054	1.019	1.03
18:25500001-26000000	18	25500001	26000000	1.052	1.106	0.99
18:26000001-26500000	18	26000001	26500000	0.978	0.984	0.948
18:26500001-27000000	18	26500001	27000000	0.974	1.048	1.148
