feature	chromosome	start	end	SLX-17922.D710tp_D507tp.HC22GBBXY.s_6.r_1	SLX-17922.D711tp_D506tp.HC22GBBXY.s_6.r_1	SLX-16150.D711tp_D508tp.HC22VBBXY.s_3.r_1
12:119500001-120000000	12	119500001	120000000	1.129	0.972	1.033
12:120000001-120500000	12	120000001	120500000	1.001	0.999	1.127
12:120500001-121000000	12	120500001	121000000	0.997	0.995	1.13
12:121000001-121500000	12	121000001	121500000	1.029	0.904	0.987
12:121500001-122000000	12	121500001	122000000	0.935	1.006	0.964
12:122000001-122500000	12	122000001	122500000	1.007	0.991	1.025
12:122500001-123000000	12	122500001	123000000	1.021	0.907	1.014
12:123500001-124000000	12	123500001	124000000	1.077	1.035	0.933
12:124000001-124500000	12	124000001	124500000	1.002	1.002	0.898
12:124500001-125000000	12	124500001	125000000	1.034	1.046	1.075
12:125000001-125500000	12	125000001	125500000	1.093	0.959	1.066
12:125500001-126000000	12	125500001	126000000	1.085	0.99	0.935
12:126000001-126500000	12	126000001	126500000	1.104	0.98	1.011
12:127000001-127500000	12	127000001	127500000	1.123	1.023	0.976
12:127500001-128000000	12	127500001	128000000	1.079	1.071	0.976
12:128000001-128500000	12	128000001	128500000	1.017	0.911	0.991
12:128500001-129000000	12	128500001	129000000	1.002	1.049	1.091
12:129000001-129500000	12	129000001	129500000	1.033	0.975	1.039
12:129500001-130000000	12	129500001	130000000	0.971	0.923	0.977
12:130500001-131000000	12	130500001	131000000	1.01	1.047	1.015
12:131000001-131500000	12	131000001	131500000	1.092	1.087	1.132
12:131500001-132000000	12	131500001	132000000	1.033	1.028	1.023
12:132000001-132500000	12	132000001	132500000	1.042	1.088	1.004
12:132500001-133000000	12	132500001	133000000	0.981	0.989	1.064
12:133000001-133275309	12	133000001	133275309	0.98	1.011	0.935
13:20000001-20500000	13	20000001	20500000	0.944	0.991	0.967
13:20500001-21000000	13	20500001	21000000	0.881	0.992	0.979
13:21500001-22000000	13	21500001	22000000	0.95	1.046	0.914
13:22000001-22500000	13	22000001	22500000	1.007	1.042	0.984
13:22500001-23000000	13	22500001	23000000	0.947	1.01	0.924
13:23000001-23500000	13	23000001	23500000	1.05	0.917	1.008
13:23500001-24000000	13	23500001	24000000	0.93	0.903	0.974
13:24000001-24500000	13	24000001	24500000	0.829	1.001	0.887
13:24500001-25000000	13	24500001	25000000	1.04	1.114	0.933
13:25000001-25500000	13	25000001	25500000	0.977	0.943	0.972
13:26000001-26500000	13	26000001	26500000	1.026	1.004	0.957
13:26500001-27000000	13	26500001	27000000	0.999	0.996	0.926
13:27000001-27500000	13	27000001	27500000	0.903	0.961	0.996
13:27500001-28000000	13	27500001	28000000	0.985	0.99	0.983
13:28000001-28500000	13	28000001	28500000	0.917	1.064	0.981
13:28500001-29000000	13	28500001	29000000	1.055	1.034	0.927
13:29000001-29500000	13	29000001	29500000	0.959	1.069	0.916
13:29500001-30000000	13	29500001	30000000	1.01	1.015	0.934
13:30000001-30500000	13	30000001	30500000	0.981	1.021	1.02
13:30500001-31000000	13	30500001	31000000	1.012	1.064	1.033
13:31000001-31500000	13	31000001	31500000	0.988	1.09	1.037
13:32000001-32500000	13	32000001	32500000	1.031	0.915	1.056
13:32500001-33000000	13	32500001	33000000	0.92	1.054	0.946
13:33000001-33500000	13	33000001	33500000	1.016	1.021	0.888
13:34000001-34500000	13	34000001	34500000	0.955	0.922	0.958
13:34500001-35000000	13	34500001	35000000	0.913	0.99	0.976
13:35000001-35500000	13	35000001	35500000	1.115	1.001	0.884
13:35500001-36000000	13	35500001	36000000	1.007	0.935	0.978
13:36500001-37000000	13	36500001	37000000	1.061	1.085	1.023
13:37000001-37500000	13	37000001	37500000	0.923	0.949	0.874
13:37500001-38000000	13	37500001	38000000	1.046	1.015	0.973
13:38000001-38500000	13	38000001	38500000	0.952	1.079	0.999
13:38500001-39000000	13	38500001	39000000	0.914	0.966	0.987
13:39000001-39500000	13	39000001	39500000	0.949	1.038	0.979
13:39500001-40000000	13	39500001	40000000	1.077	1.042	1.028
13:40000001-40500000	13	40000001	40500000	1.027	0.998	1.033
13:41000001-41500000	13	41000001	41500000	0.946	0.971	0.928
13:41500001-42000000	13	41500001	42000000	1.009	1.076	1
13:42000001-42500000	13	42000001	42500000	1.04	1.054	1.041
13:42500001-43000000	13	42500001	43000000	1.067	0.951	1
13:43000001-43500000	13	43000001	43500000	0.976	1.106	0.982
13:43500001-44000000	13	43500001	44000000	1.058	1.011	1.046
13:44000001-44500000	13	44000001	44500000	0.935	1.117	1.016
13:44500001-45000000	13	44500001	45000000	0.909	1.111	0.917
13:45000001-45500000	13	45000001	45500000	0.921	0.947	0.953
13:45500001-46000000	13	45500001	46000000	0.917	1.173	0.981
13:46000001-46500000	13	46000001	46500000	0.952	0.884	1.036
13:46500001-47000000	13	46500001	47000000	0.956	1.065	0.975
13:47000001-47500000	13	47000001	47500000	1.022	1.034	0.982
13:47500001-48000000	13	47500001	48000000	0.968	1.001	0.984
13:48000001-48500000	13	48000001	48500000	0.912	0.962	0.884
13:48500001-49000000	13	48500001	49000000	0.963	1.007	0.984
13:49000001-49500000	13	49000001	49500000	0.845	0.962	0.993
13:49500001-50000000	13	49500001	50000000	0.938	1	1.02
13:50000001-50500000	13	50000001	50500000	0.913	0.995	0.899
13:50500001-51000000	13	50500001	51000000	0.905	0.974	0.993
13:51000001-51500000	13	51000001	51500000	1.002	1.06	1.025
13:51500001-52000000	13	51500001	52000000	0.907	1.132	1.067
13:52500001-53000000	13	52500001	53000000	0.917	1.043	0.948
13:53000001-53500000	13	53000001	53500000	1.022	1.106	0.855
13:54000001-54500000	13	54000001	54500000	0.962	1.014	1
13:54500001-55000000	13	54500001	55000000	0.906	0.958	0.912
13:55000001-55500000	13	55000001	55500000	0.892	0.95	1.048
13:56000001-56500000	13	56000001	56500000	0.856	1.028	0.989
13:57000001-57500000	13	57000001	57500000	0.924	0.966	0.912
13:57500001-58000000	13	57500001	58000000	0.988	0.962	0.935
13:58000001-58500000	13	58000001	58500000	1.019	1.05	0.963
13:58500001-59000000	13	58500001	59000000	0.899	1.024	0.827
13:59000001-59500000	13	59000001	59500000	0.996	1.021	1.004
13:59500001-60000000	13	59500001	60000000	0.965	0.976	1.023
13:60000001-60500000	13	60000001	60500000	0.881	0.933	0.909
13:60500001-61000000	13	60500001	61000000	0.967	1.195	1.103
13:61000001-61500000	13	61000001	61500000	0.908	0.948	0.98
13:61500001-62000000	13	61500001	62000000	0.94	0.968	0.93
13:62000001-62500000	13	62000001	62500000	0.893	0.963	0.902
13:62500001-63000000	13	62500001	63000000	0.839	1.001	0.869
13:63000001-63500000	13	63000001	63500000	0.949	0.979	1.053
13:63500001-64000000	13	63500001	64000000	0.852	0.988	0.853
13:64000001-64500000	13	64000001	64500000	0.886	0.915	0.963
13:64500001-65000000	13	64500001	65000000	0.996	1.107	1.028
13:65000001-65500000	13	65000001	65500000	0.984	1.009	1.087
13:65500001-66000000	13	65500001	66000000	0.975	0.993	0.944
13:66000001-66500000	13	66000001	66500000	0.902	1.104	1.044
13:66500001-67000000	13	66500001	67000000	0.847	0.957	0.917
13:67000001-67500000	13	67000001	67500000	0.933	1.083	1.012
13:67500001-68000000	13	67500001	68000000	0.943	1.025	0.988
13:68000001-68500000	13	68000001	68500000	0.992	0.949	1.108
13:68500001-69000000	13	68500001	69000000	0.914	0.99	0.965
13:69000001-69500000	13	69000001	69500000	0.963	0.985	1.037
13:69500001-70000000	13	69500001	70000000	0.856	1.092	0.993
13:70000001-70500000	13	70000001	70500000	1.007	1.077	1.067
13:70500001-71000000	13	70500001	71000000	0.988	0.929	1.044
13:71000001-71500000	13	71000001	71500000	1.012	1.006	0.96
13:71500001-72000000	13	71500001	72000000	1.002	0.952	1.077
13:72500001-73000000	13	72500001	73000000	0.909	1.106	1.037
13:73000001-73500000	13	73000001	73500000	0.97	1.001	1.014
13:73500001-74000000	13	73500001	74000000	0.98	1.069	1.024
13:74000001-74500000	13	74000001	74500000	0.962	1.004	0.998
13:74500001-75000000	13	74500001	75000000	1.023	1.022	0.942
13:75000001-75500000	13	75000001	75500000	1.015	0.968	0.929
13:76000001-76500000	13	76000001	76500000	0.987	0.956	0.902
13:76500001-77000000	13	76500001	77000000	0.953	0.974	0.899
13:77000001-77500000	13	77000001	77500000	1.014	1.016	1.104
13:77500001-78000000	13	77500001	78000000	0.974	0.931	1.034
13:78000001-78500000	13	78000001	78500000	0.943	1.048	1.001
13:78500001-79000000	13	78500001	79000000	1.055	1.034	1.004
13:79000001-79500000	13	79000001	79500000	0.976	0.959	0.951
13:79500001-80000000	13	79500001	80000000	0.994	1.007	1.121
13:80000001-80500000	13	80000001	80500000	1.018	1.055	0.977
13:80500001-81000000	13	80500001	81000000	0.941	1.079	0.985
13:81000001-81500000	13	81000001	81500000	0.912	1.037	0.968
13:81500001-82000000	13	81500001	82000000	0.92	1.056	0.911
13:82000001-82500000	13	82000001	82500000	0.869	0.98	0.919
13:82500001-83000000	13	82500001	83000000	0.958	0.938	0.926
13:83000001-83500000	13	83000001	83500000	0.844	1.009	0.96
13:84000001-84500000	13	84000001	84500000	0.926	0.986	0.933
13:85000001-85500000	13	85000001	85500000	0.845	0.941	0.94
13:85500001-86000000	13	85500001	86000000	0.946	0.929	1.051
13:86000001-86500000	13	86000001	86500000	0.933	0.998	1.052
13:86500001-87000000	13	86500001	87000000	0.895	0.978	0.959
13:87000001-87500000	13	87000001	87500000	0.976	1.015	0.951
13:87500001-88000000	13	87500001	88000000	0.974	1.026	1.034
13:88500001-89000000	13	88500001	89000000	0.962	0.985	0.982
13:89000001-89500000	13	89000001	89500000	0.884	0.924	0.989
13:89500001-90000000	13	89500001	90000000	0.982	0.912	0.887
13:90000001-90500000	13	90000001	90500000	0.916	0.957	1.023
13:90500001-91000000	13	90500001	91000000	1.032	1.04	1.034
13:91000001-91500000	13	91000001	91500000	0.978	1.101	1.05
13:91500001-92000000	13	91500001	92000000	0.917	1.032	1.025
13:92000001-92500000	13	92000001	92500000	0.908	0.971	1.05
13:92500001-93000000	13	92500001	93000000	0.981	1.061	1.028
13:93000001-93500000	13	93000001	93500000	0.905	0.969	0.986
13:93500001-94000000	13	93500001	94000000	0.902	1.009	1.022
13:94000001-94500000	13	94000001	94500000	1.001	0.98	1.003
13:94500001-95000000	13	94500001	95000000	0.932	1.08	0.961
13:95000001-95500000	13	95000001	95500000	0.924	1.078	1.005
13:96000001-96500000	13	96000001	96500000	0.941	1.032	1.048
13:96500001-97000000	13	96500001	97000000	0.972	0.922	0.963
13:97000001-97500000	13	97000001	97500000	0.937	0.894	1.132
13:97500001-98000000	13	97500001	98000000	0.964	1.083	1.016
13:98000001-98500000	13	98000001	98500000	0.909	0.982	0.984
13:98500001-99000000	13	98500001	99000000	0.864	0.889	1.019
13:99000001-99500000	13	99000001	99500000	0.948	0.926	0.96
13:99500001-100000000	13	99500001	100000000	0.982	0.917	0.993
13:100000001-100500000	13	100000001	100500000	0.953	1.003	0.936
13:100500001-101000000	13	100500001	101000000	0.856	1.02	0.956
13:101000001-101500000	13	101000001	101500000	0.903	0.917	0.936
13:101500001-102000000	13	101500001	102000000	0.97	1.016	1.037
13:102000001-102500000	13	102000001	102500000	0.869	1	0.998
13:102500001-103000000	13	102500001	103000000	0.905	0.96	1.023
13:103000001-103500000	13	103000001	103500000	0.926	0.962	0.99
13:103500001-104000000	13	103500001	104000000	1.004	0.93	0.98
13:104000001-104500000	13	104000001	104500000	0.966	0.973	0.924
13:104500001-105000000	13	104500001	105000000	0.872	1.039	0.922
13:105500001-106000000	13	105500001	106000000	1.029	0.944	1.041
13:106000001-106500000	13	106000001	106500000	1	0.914	0.921
13:106500001-107000000	13	106500001	107000000	0.953	1.024	1.018
13:107500001-108000000	13	107500001	108000000	0.931	0.9	0.976
13:108000001-108500000	13	108000001	108500000	0.88	0.972	0.896
13:108500001-109000000	13	108500001	109000000	0.966	1.052	1.191
13:109500001-110000000	13	109500001	110000000	0.998	0.967	0.966
13:110000001-110500000	13	110000001	110500000	0.953	0.995	0.988
13:110500001-111000000	13	110500001	111000000	0.935	0.994	0.926
13:111000001-111500000	13	111000001	111500000	0.869	1.117	0.998
13:112000001-112500000	13	112000001	112500000	1.047	0.986	1.097
13:112500001-113000000	13	112500001	113000000	0.898	0.931	1.05
13:113000001-113500000	13	113000001	113500000	0.869	0.981	0.995
13:113500001-114000000	13	113500001	114000000	0.874	0.919	1.145
13:114000001-114364328	13	114000001	114364328	1.034	0.858	0.933
14:20000001-20500000	14	20000001	20500000	0.993	0.98	0.958
14:20500001-21000000	14	20500001	21000000	0.901	0.993	0.895
14:21000001-21500000	14	21000001	21500000	0.958	1.045	0.938
14:21500001-22000000	14	21500001	22000000	0.924	0.95	0.941
14:22000001-22500000	14	22000001	22500000	1.095	1.005	1.052
14:22500001-23000000	14	22500001	23000000	1.085	1.021	1.094
14:23500001-24000000	14	23500001	24000000	1.051	1.018	1.03
14:24000001-24500000	14	24000001	24500000	0.956	0.959	0.987
14:24500001-25000000	14	24500001	25000000	1.028	1.059	1.023
14:25000001-25500000	14	25000001	25500000	1.05	1.048	0.99
14:25500001-26000000	14	25500001	26000000	1.123	0.974	1.101
14:26000001-26500000	14	26000001	26500000	0.956	1.028	1.067
14:26500001-27000000	14	26500001	27000000	1.046	0.994	1.042
14:27000001-27500000	14	27000001	27500000	1.019	1.158	1.03
14:27500001-28000000	14	27500001	28000000	1.138	1.001	1.056
14:28000001-28500000	14	28000001	28500000	1.041	1.081	0.934
14:28500001-29000000	14	28500001	29000000	0.998	0.998	0.968
14:29000001-29500000	14	29000001	29500000	1.02	1.169	0.955
14:29500001-30000000	14	29500001	30000000	1.039	1.074	1.059
14:30000001-30500000	14	30000001	30500000	1.018	1.042	1.13
14:30500001-31000000	14	30500001	31000000	1.043	0.937	1.031
14:31000001-31500000	14	31000001	31500000	0.937	0.97	0.798
14:31500001-32000000	14	31500001	32000000	1.041	1.015	1.052
14:32500001-33000000	14	32500001	33000000	0.972	1.047	1.037
14:33000001-33500000	14	33000001	33500000	1.119	1.063	1.024
14:33500001-34000000	14	33500001	34000000	0.992	1.022	1.052
14:34000001-34500000	14	34000001	34500000	1.031	1.117	1.019
14:35000001-35500000	14	35000001	35500000	0.958	0.864	0.935
14:35500001-36000000	14	35500001	36000000	0.964	0.966	0.923
14:36000001-36500000	14	36000001	36500000	1.17	1.045	1.01
14:36500001-37000000	14	36500001	37000000	1.033	0.983	0.993
14:37500001-38000000	14	37500001	38000000	0.984	1.122	1.122
14:38000001-38500000	14	38000001	38500000	1.036	1.029	1.034
14:38500001-39000000	14	38500001	39000000	0.992	1.082	1.059
14:39000001-39500000	14	39000001	39500000	1.041	0.961	0.916
14:39500001-40000000	14	39500001	40000000	1.15	1.006	1.005
14:40000001-40500000	14	40000001	40500000	1.01	0.934	0.939
14:41000001-41500000	14	41000001	41500000	0.948	1.043	1.02
14:41500001-42000000	14	41500001	42000000	0.977	1.029	0.872
14:42000001-42500000	14	42000001	42500000	0.894	0.984	0.956
14:42500001-43000000	14	42500001	43000000	0.932	0.971	1.017
14:43500001-44000000	14	43500001	44000000	0.902	1.037	0.917
14:44000001-44500000	14	44000001	44500000	0.865	0.95	1.015
14:44500001-45000000	14	44500001	45000000	1.038	0.99	0.946
14:45500001-46000000	14	45500001	46000000	0.946	1.091	0.988
14:47000001-47500000	14	47000001	47500000	1.042	1.018	1.038
14:47500001-48000000	14	47500001	48000000	1.045	0.982	0.984
14:48000001-48500000	14	48000001	48500000	1.028	1.138	1.025
14:48500001-49000000	14	48500001	49000000	0.943	0.989	0.972
14:49000001-49500000	14	49000001	49500000	0.964	0.903	1.1
14:49500001-50000000	14	49500001	50000000	0.951	0.963	0.882
14:50000001-50500000	14	50000001	50500000	0.946	0.833	0.918
14:50500001-51000000	14	50500001	51000000	0.887	0.861	0.965
14:51000001-51500000	14	51000001	51500000	0.965	1.012	1.031
14:52000001-52500000	14	52000001	52500000	1.04	0.911	0.957
14:52500001-53000000	14	52500001	53000000	0.958	1.057	0.983
14:53000001-53500000	14	53000001	53500000	1.122	1.013	1.067
14:53500001-54000000	14	53500001	54000000	1.019	1.039	1.016
14:54000001-54500000	14	54000001	54500000	0.981	1.078	1.047
14:54500001-55000000	14	54500001	55000000	1.013	0.91	1.012
14:55000001-55500000	14	55000001	55500000	0.944	0.949	0.993
14:55500001-56000000	14	55500001	56000000	1.017	1.16	1.031
14:56000001-56500000	14	56000001	56500000	1.001	0.925	0.967
14:56500001-57000000	14	56500001	57000000	1.088	0.99	1.005
14:57000001-57500000	14	57000001	57500000	0.972	1.025	1.059
14:57500001-58000000	14	57500001	58000000	1.123	1.118	1.029
14:58000001-58500000	14	58000001	58500000	0.988	0.921	0.855
14:58500001-59000000	14	58500001	59000000	1.022	0.984	1.028
14:59000001-59500000	14	59000001	59500000	0.918	1.009	1.04
14:59500001-60000000	14	59500001	60000000	0.978	1.045	1.042
14:60000001-60500000	14	60000001	60500000	0.987	0.917	0.92
14:60500001-61000000	14	60500001	61000000	0.876	1.081	0.907
14:61000001-61500000	14	61000001	61500000	0.992	0.942	0.951
14:61500001-62000000	14	61500001	62000000	0.974	0.918	0.974
14:62000001-62500000	14	62000001	62500000	1.064	1.088	1.04
14:62500001-63000000	14	62500001	63000000	1.001	1.108	0.968
14:63000001-63500000	14	63000001	63500000	0.984	1.005	0.949
14:63500001-64000000	14	63500001	64000000	1.022	1.036	0.932
14:64000001-64500000	14	64000001	64500000	0.949	1.066	1.003
14:64500001-65000000	14	64500001	65000000	0.953	1.009	0.942
14:65000001-65500000	14	65000001	65500000	0.938	0.941	0.936
14:65500001-66000000	14	65500001	66000000	1.023	1.065	0.928
14:66000001-66500000	14	66000001	66500000	1.099	1.017	1.032
14:66500001-67000000	14	66500001	67000000	1.062	0.954	1.096
14:67000001-67500000	14	67000001	67500000	1.068	0.971	0.976
14:67500001-68000000	14	67500001	68000000	0.983	0.951	1.083
14:68000001-68500000	14	68000001	68500000	1.061	0.997	1.087
14:68500001-69000000	14	68500001	69000000	0.846	0.81	0.867
14:69000001-69500000	14	69000001	69500000	1.021	0.867	0.954
14:69500001-70000000	14	69500001	70000000	0.961	0.911	1.036
14:70000001-70500000	14	70000001	70500000	1.068	1.046	1.059
14:70500001-71000000	14	70500001	71000000	0.957	1.077	1.034
14:71000001-71500000	14	71000001	71500000	0.865	0.927	0.905
14:71500001-72000000	14	71500001	72000000	1.058	1.118	1.106
14:72000001-72500000	14	72000001	72500000	1.064	1.09	1.059
14:72500001-73000000	14	72500001	73000000	0.972	1.009	0.947
14:73000001-73500000	14	73000001	73500000	1.013	1.056	0.963
14:73500001-74000000	14	73500001	74000000	0.882	0.99	0.954
14:74000001-74500000	14	74000001	74500000	1.043	1.014	1.013
14:74500001-75000000	14	74500001	75000000	1.02	0.962	0.988
14:75000001-75500000	14	75000001	75500000	0.9	0.9	0.986
14:75500001-76000000	14	75500001	76000000	1.051	1.027	0.944
14:76000001-76500000	14	76000001	76500000	0.998	0.988	0.928
14:76500001-77000000	14	76500001	77000000	1.046	1.031	0.952
14:77000001-77500000	14	77000001	77500000	0.969	0.982	0.988
14:77500001-78000000	14	77500001	78000000	0.913	0.961	1.016
14:78000001-78500000	14	78000001	78500000	1.131	1.021	1.033
14:78500001-79000000	14	78500001	79000000	0.987	0.977	1.036
14:79000001-79500000	14	79000001	79500000	1.147	1.157	1.036
14:79500001-80000000	14	79500001	80000000	1.008	1.152	1.025
14:80000001-80500000	14	80000001	80500000	1.01	1.023	1.007
14:80500001-81000000	14	80500001	81000000	0.993	1.097	0.985
14:81000001-81500000	14	81000001	81500000	0.972	0.912	0.856
14:81500001-82000000	14	81500001	82000000	0.951	0.963	1.088
14:82000001-82500000	14	82000001	82500000	1.03	1.03	0.915
14:82500001-83000000	14	82500001	83000000	1.064	1.061	1.073
14:83000001-83500000	14	83000001	83500000	1.002	1.041	0.976
14:84500001-85000000	14	84500001	85000000	0.913	0.938	1.058
14:85000001-85500000	14	85000001	85500000	1.046	0.993	1.05
14:85500001-86000000	14	85500001	86000000	0.985	1.057	0.943
14:86500001-87000000	14	86500001	87000000	1.013	1.096	0.984
14:87000001-87500000	14	87000001	87500000	1.014	1.087	1.059
14:87500001-88000000	14	87500001	88000000	1.011	0.896	1.018
14:88000001-88500000	14	88000001	88500000	1.118	1.07	1.025
14:88500001-89000000	14	88500001	89000000	0.931	1.045	0.921
14:89000001-89500000	14	89000001	89500000	0.922	0.974	0.961
14:89500001-90000000	14	89500001	90000000	0.994	0.982	0.978
14:90000001-90500000	14	90000001	90500000	1.004	0.935	1.085
14:90500001-91000000	14	90500001	91000000	0.927	1.078	1.025
14:91000001-91500000	14	91000001	91500000	1.008	0.888	0.883
14:91500001-92000000	14	91500001	92000000	0.972	1.04	1.022
14:92000001-92500000	14	92000001	92500000	0.994	1	1.007
14:92500001-93000000	14	92500001	93000000	1.011	1.041	0.93
14:93000001-93500000	14	93000001	93500000	0.952	1.033	0.938
14:93500001-94000000	14	93500001	94000000	1.059	1.139	0.96
14:94000001-94500000	14	94000001	94500000	0.975	0.926	1.043
14:94500001-95000000	14	94500001	95000000	0.97	1.037	0.937
14:95000001-95500000	14	95000001	95500000	0.992	0.969	0.934
14:95500001-96000000	14	95500001	96000000	0.961	1.018	0.906
14:96000001-96500000	14	96000001	96500000	0.952	1.01	0.934
14:96500001-97000000	14	96500001	97000000	0.921	0.958	0.989
14:97000001-97500000	14	97000001	97500000	1.098	1.005	0.991
14:97500001-98000000	14	97500001	98000000	1.041	0.993	0.989
14:98000001-98500000	14	98000001	98500000	0.949	0.936	0.954
14:98500001-99000000	14	98500001	99000000	0.996	0.958	1.02
14:99000001-99500000	14	99000001	99500000	0.997	1.032	0.985
14:99500001-100000000	14	99500001	100000000	1.047	1.07	1.071
14:100000001-100500000	14	100000001	100500000	0.984	0.901	0.956
14:100500001-101000000	14	100500001	101000000	1.019	0.919	0.95
14:101000001-101500000	14	101000001	101500000	0.958	1.05	0.972
14:101500001-102000000	14	101500001	102000000	0.964	0.946	0.918
14:102000001-102500000	14	102000001	102500000	0.995	0.976	0.935
14:102500001-103000000	14	102500001	103000000	1.017	0.976	0.95
14:103000001-103500000	14	103000001	103500000	0.874	1.022	1.062
14:103500001-104000000	14	103500001	104000000	1.005	1.016	1.014
14:104000001-104500000	14	104000001	104500000	0.977	1.067	1.001
14:104500001-105000000	14	104500001	105000000	1.012	1.009	0.991
14:105000001-105500000	14	105000001	105500000	1.045	1.132	1.117
15:23500001-24000000	15	23500001	24000000	0.854	1.025	1.035
15:24500001-25000000	15	24500001	25000000	1.06	1.078	1.073
15:25000001-25500000	15	25000001	25500000	0.963	0.945	0.961
15:26000001-26500000	15	26000001	26500000	1.014	0.893	0.915
15:26500001-27000000	15	26500001	27000000	0.897	1.013	0.882
15:27000001-27500000	15	27000001	27500000	1.039	0.953	0.928
15:27500001-28000000	15	27500001	28000000	0.951	0.965	0.928
15:29000001-29500000	15	29000001	29500000	1.003	0.987	1.044
15:29500001-30000000	15	29500001	30000000	0.992	1.041	1.011
15:31000001-31500000	15	31000001	31500000	0.888	0.945	0.855
15:31500001-32000000	15	31500001	32000000	1.076	1.081	1.094
15:33000001-33500000	15	33000001	33500000	1.032	1.078	0.957
15:33500001-34000000	15	33500001	34000000	1.045	1.025	1.082
15:34000001-34500000	15	34000001	34500000	1.071	0.903	0.91
15:35500001-36000000	15	35500001	36000000	1.155	0.982	0.984
15:36000001-36500000	15	36000001	36500000	1.048	1.07	1.06
15:36500001-37000000	15	36500001	37000000	1.031	0.925	1.027
15:37000001-37500000	15	37000001	37500000	1.003	1.068	0.919
15:37500001-38000000	15	37500001	38000000	1.058	0.946	1.056
15:38000001-38500000	15	38000001	38500000	0.971	1.016	1.069
15:38500001-39000000	15	38500001	39000000	1.07	0.959	0.977
15:39000001-39500000	15	39000001	39500000	0.981	0.972	1.047
15:39500001-40000000	15	39500001	40000000	1.048	1	1.154
15:40500001-41000000	15	40500001	41000000	0.991	0.97	1.077
15:41500001-42000000	15	41500001	42000000	0.918	1.142	1.084
15:42000001-42500000	15	42000001	42500000	1.094	0.917	0.889
15:42500001-43000000	15	42500001	43000000	0.982	0.976	1.165
15:43000001-43500000	15	43000001	43500000	1.084	0.902	0.95
15:44000001-44500000	15	44000001	44500000	0.956	1.022	1
15:45000001-45500000	15	45000001	45500000	1.076	1.047	0.994
15:45500001-46000000	15	45500001	46000000	0.998	0.958	1.069
15:46000001-46500000	15	46000001	46500000	1.031	1.031	0.917
15:46500001-47000000	15	46500001	47000000	1.03	1.085	1.006
15:47000001-47500000	15	47000001	47500000	1.032	1.033	1.056
15:47500001-48000000	15	47500001	48000000	0.998	1.034	0.985
15:48000001-48500000	15	48000001	48500000	1.113	1.054	1.074
15:48500001-49000000	15	48500001	49000000	1.062	0.958	1.074
15:49000001-49500000	15	49000001	49500000	1.023	1.033	1.071
15:49500001-50000000	15	49500001	50000000	1.044	1.004	1.071
15:50000001-50500000	15	50000001	50500000	0.923	1.03	0.908
15:50500001-51000000	15	50500001	51000000	0.988	1.044	1.013
15:51000001-51500000	15	51000001	51500000	0.977	0.942	1.073
15:51500001-52000000	15	51500001	52000000	0.991	1.016	0.986
15:52500001-53000000	15	52500001	53000000	0.983	1.025	0.993
15:53000001-53500000	15	53000001	53500000	1.029	1.1	1.089
15:53500001-54000000	15	53500001	54000000	0.996	0.979	1.008
15:54000001-54500000	15	54000001	54500000	0.992	1.022	0.946
15:55000001-55500000	15	55000001	55500000	0.994	0.954	1.056
15:55500001-56000000	15	55500001	56000000	0.892	1.026	0.939
15:56000001-56500000	15	56000001	56500000	1.075	1.156	0.99
15:56500001-57000000	15	56500001	57000000	0.947	0.933	1.066
15:57000001-57500000	15	57000001	57500000	0.964	0.891	1.026
15:57500001-58000000	15	57500001	58000000	0.945	1.026	0.995
15:58500001-59000000	15	58500001	59000000	0.889	0.815	0.953
15:59000001-59500000	15	59000001	59500000	0.973	1.005	0.911
15:59500001-60000000	15	59500001	60000000	0.892	0.976	0.88
15:60000001-60500000	15	60000001	60500000	1.061	0.969	0.982
15:60500001-61000000	15	60500001	61000000	0.988	1.026	1.173
15:61000001-61500000	15	61000001	61500000	1.102	0.902	1.039
15:61500001-62000000	15	61500001	62000000	0.992	1.044	1.041
15:62000001-62500000	15	62000001	62500000	1.06	1.03	0.969
15:62500001-63000000	15	62500001	63000000	1.024	1.016	1.001
15:63000001-63500000	15	63000001	63500000	0.975	0.999	0.935
15:63500001-64000000	15	63500001	64000000	0.996	0.842	1.009
15:64000001-64500000	15	64000001	64500000	0.836	0.89	1.015
15:64500001-65000000	15	64500001	65000000	0.953	0.859	0.918
15:65000001-65500000	15	65000001	65500000	0.955	1.012	1.038
15:65500001-66000000	15	65500001	66000000	0.994	1.209	0.953
15:66000001-66500000	15	66000001	66500000	1.044	1.009	0.921
15:66500001-67000000	15	66500001	67000000	1.061	0.948	1.007
15:67500001-68000000	15	67500001	68000000	0.908	1.038	1.102
15:68000001-68500000	15	68000001	68500000	0.974	0.969	0.966
15:68500001-69000000	15	68500001	69000000	1.105	1.017	1.039
15:69000001-69500000	15	69000001	69500000	0.969	0.979	0.92
15:69500001-70000000	15	69500001	70000000	1.029	0.972	1.064
15:70000001-70500000	15	70000001	70500000	0.971	0.97	1.122
15:70500001-71000000	15	70500001	71000000	0.996	1.024	1.038
15:71000001-71500000	15	71000001	71500000	1.048	1.034	1.039
15:71500001-72000000	15	71500001	72000000	1.007	1.043	1.008
15:72000001-72500000	15	72000001	72500000	0.999	0.908	0.92
15:72500001-73000000	15	72500001	73000000	1.084	1.034	0.985
15:73000001-73500000	15	73000001	73500000	1.081	1.116	1.116
