feature	chromosome	start	end	SLX-17930.D706tp_D502tp.H77FWBBXY.s_8.r_1	SLX-17930.D706tp_D503tp.H77FWBBXY.s_8.r_1	SLX-17930.D706tp_D504tp.H77FWBBXY.s_8.r_1	SLX-17930.D706tp_D505tp.H77FWBBXY.s_8.r_1
4:110500001-111000000	4	110500001	111000000	1.072	1.045	1.063	1.021
4:111000001-111500000	4	111000001	111500000	1.064	1.04	1.007	1.031
4:111500001-112000000	4	111500001	112000000	1.016	1.047	1.018	1.017
4:112500001-113000000	4	112500001	113000000	0.997	0.974	0.891	0.903
4:113000001-113500000	4	113000001	113500000	1.044	0.97	0.998	1.037
4:113500001-114000000	4	113500001	114000000	1.047	1.048	1.041	0.98
4:114000001-114500000	4	114000001	114500000	0.974	1.039	0.933	0.962
4:114500001-115000000	4	114500001	115000000	1.001	0.945	1.026	1.032
4:115000001-115500000	4	115000001	115500000	0.949	0.999	1.006	1.034
4:115500001-116000000	4	115500001	116000000	1.005	0.958	0.973	1.021
4:116500001-117000000	4	116500001	117000000	1.046	1.016	1.033	0.995
4:117000001-117500000	4	117000001	117500000	1.031	0.988	0.993	1.011
4:117500001-118000000	4	117500001	118000000	1.083	1.002	1.021	0.986
4:118000001-118500000	4	118000001	118500000	1.083	1.055	1.058	1.086
4:119500001-120000000	4	119500001	120000000	1.031	1.001	0.936	1
4:120000001-120500000	4	120000001	120500000	1.069	1.014	1.06	1.007
4:120500001-121000000	4	120500001	121000000	1.049	1.073	1.002	1.071
4:121000001-121500000	4	121000001	121500000	1.002	0.991	0.96	0.993
4:121500001-122000000	4	121500001	122000000	1.057	0.919	0.926	1.02
4:122000001-122500000	4	122000001	122500000	1.027	1.038	0.998	0.954
4:122500001-123000000	4	122500001	123000000	1.026	1.024	1.031	0.972
4:123000001-123500000	4	123000001	123500000	1.01	0.954	0.95	0.996
4:123500001-124000000	4	123500001	124000000	0.962	1.057	0.98	1.013
4:124000001-124500000	4	124000001	124500000	1.051	1.04	1.027	1.056
4:124500001-125000000	4	124500001	125000000	0.996	1.049	0.951	0.96
4:125000001-125500000	4	125000001	125500000	1.032	0.989	0.953	0.991
4:125500001-126000000	4	125500001	126000000	0.992	1.023	0.978	1.041
4:126000001-126500000	4	126000001	126500000	1.01	0.99	1.011	1.122
4:126500001-127000000	4	126500001	127000000	1.034	0.991	1.002	1.011
4:127000001-127500000	4	127000001	127500000	1.071	0.998	1.029	1.044
4:127500001-128000000	4	127500001	128000000	1.036	1.043	0.964	1.018
4:128500001-129000000	4	128500001	129000000	1.032	1.033	1.053	1.043
4:129000001-129500000	4	129000001	129500000	1.058	1.082	1.019	1.03
4:129500001-130000000	4	129500001	130000000	1.023	1.022	1.067	1
4:130000001-130500000	4	130000001	130500000	0.984	0.999	0.975	1.034
4:130500001-131000000	4	130500001	131000000	0.941	1.009	0.959	0.96
4:131000001-131500000	4	131000001	131500000	1.005	0.933	0.98	0.914
4:132000001-132500000	4	132000001	132500000	0.993	0.937	0.945	0.929
4:132500001-133000000	4	132500001	133000000	1.039	0.971	0.961	1.019
4:133000001-133500000	4	133000001	133500000	1.091	1.019	0.967	1.05
4:133500001-134000000	4	133500001	134000000	1.02	0.987	0.901	0.924
4:134000001-134500000	4	134000001	134500000	1.024	1.016	0.948	0.922
4:134500001-135000000	4	134500001	135000000	0.991	0.975	0.939	0.977
4:135000001-135500000	4	135000001	135500000	0.991	0.973	0.987	0.988
4:135500001-136000000	4	135500001	136000000	1.015	1.015	0.985	0.959
4:136000001-136500000	4	136000001	136500000	0.987	0.948	0.975	1.041
4:136500001-137000000	4	136500001	137000000	1.001	0.935	0.965	0.95
4:137000001-137500000	4	137000001	137500000	1.005	0.927	0.92	0.948
4:137500001-138000000	4	137500001	138000000	1.02	1.049	0.99	1.072
4:138000001-138500000	4	138000001	138500000	1.053	1.014	0.987	0.987
4:138500001-139000000	4	138500001	139000000	1.044	1.06	1.027	0.979
4:139000001-139500000	4	139000001	139500000	0.968	0.97	0.95	0.923
4:139500001-140000000	4	139500001	140000000	1.007	0.963	0.96	1.037
4:140000001-140500000	4	140000001	140500000	0.981	0.958	0.935	1.011
4:141000001-141500000	4	141000001	141500000	1.103	1.054	1.002	1.079
4:141500001-142000000	4	141500001	142000000	1.033	1.06	0.967	1.034
4:142000001-142500000	4	142000001	142500000	1.019	1.026	1.011	1.013
4:142500001-143000000	4	142500001	143000000	1.029	1.077	0.987	1.053
4:144500001-145000000	4	144500001	145000000	1.123	1.01	1.067	1.033
4:145000001-145500000	4	145000001	145500000	1.04	1.007	1.016	1.042
4:145500001-146000000	4	145500001	146000000	1.009	0.968	0.942	1.011
4:146000001-146500000	4	146000001	146500000	0.992	1.047	0.996	1.087
4:146500001-147000000	4	146500001	147000000	1.094	1.09	0.987	1.118
4:147000001-147500000	4	147000001	147500000	1.118	1.056	1.056	0.984
4:147500001-148000000	4	147500001	148000000	0.995	0.997	0.956	0.974
4:148000001-148500000	4	148000001	148500000	1.034	1.015	0.979	1.026
4:148500001-149000000	4	148500001	149000000	0.998	0.954	0.981	1.023
4:149000001-149500000	4	149000001	149500000	1.039	1.012	1.031	0.958
4:149500001-150000000	4	149500001	150000000	1.043	1.054	0.98	0.996
4:150000001-150500000	4	150000001	150500000	1.018	1.001	1.001	1.041
4:150500001-151000000	4	150500001	151000000	1.023	0.868	0.946	0.95
4:151000001-151500000	4	151000001	151500000	0.995	0.929	0.974	1.069
4:151500001-152000000	4	151500001	152000000	1.038	1.107	0.983	1.021
4:152000001-152500000	4	152000001	152500000	1.036	0.944	1.007	0.982
4:152500001-153000000	4	152500001	153000000	0.956	0.932	0.921	0.987
4:153000001-153500000	4	153000001	153500000	0.988	0.986	0.973	0.939
4:153500001-154000000	4	153500001	154000000	0.99	1.003	1.03	0.964
4:154000001-154500000	4	154000001	154500000	1.054	1.006	1.039	1.003
4:154500001-155000000	4	154500001	155000000	1.051	0.976	0.993	1.009
4:155500001-156000000	4	155500001	156000000	1.022	0.974	0.981	0.909
4:156000001-156500000	4	156000001	156500000	0.993	1.007	1.022	1.038
4:156500001-157000000	4	156500001	157000000	1.029	1.093	1.023	1.016
4:157000001-157500000	4	157000001	157500000	1.027	1.057	1.004	1.035
4:158000001-158500000	4	158000001	158500000	1.035	1.035	1.017	1.02
4:158500001-159000000	4	158500001	159000000	1.019	1.01	0.947	0.987
4:159000001-159500000	4	159000001	159500000	0.984	0.954	0.967	0.986
4:159500001-160000000	4	159500001	160000000	1.044	1.03	1.023	0.964
4:160500001-161000000	4	160500001	161000000	1.07	0.951	1.017	1.043
4:162500001-163000000	4	162500001	163000000	0.994	0.943	0.986	0.966
4:163000001-163500000	4	163000001	163500000	1.054	0.996	0.988	1.062
4:163500001-164000000	4	163500001	164000000	1.085	1.06	0.987	0.958
4:164000001-164500000	4	164000001	164500000	1.108	1.038	1.047	1.011
4:164500001-165000000	4	164500001	165000000	1.077	1.07	0.99	1.063
4:165000001-165500000	4	165000001	165500000	0.985	0.987	0.983	0.953
4:165500001-166000000	4	165500001	166000000	1.034	0.966	0.986	0.996
4:166000001-166500000	4	166000001	166500000	1.072	1.016	1.031	0.988
4:166500001-167000000	4	166500001	167000000	1.104	1.034	0.954	1.021
4:167000001-167500000	4	167000001	167500000	1.108	1.052	1.021	1.068
4:167500001-168000000	4	167500001	168000000	1.052	1.026	0.99	1.006
4:168000001-168500000	4	168000001	168500000	1.048	0.966	1.052	0.978
4:168500001-169000000	4	168500001	169000000	0.976	1.025	1.007	0.989
4:169000001-169500000	4	169000001	169500000	0.947	0.956	0.963	0.991
4:169500001-170000000	4	169500001	170000000	1.04	1.031	1.008	1.023
4:170000001-170500000	4	170000001	170500000	1.051	1.06	0.998	1.016
4:170500001-171000000	4	170500001	171000000	1.029	1.013	1.03	1.058
4:171000001-171500000	4	171000001	171500000	1	0.996	1.027	0.987
4:171500001-172000000	4	171500001	172000000	1.033	0.97	0.96	0.989
4:172500001-173000000	4	172500001	173000000	1.018	0.99	0.947	0.992
4:173000001-173500000	4	173000001	173500000	0.996	0.963	0.87	0.924
4:173500001-174000000	4	173500001	174000000	1.096	1.038	1.017	1.058
4:174000001-174500000	4	174000001	174500000	1.013	0.981	1.024	1.034
4:174500001-175000000	4	174500001	175000000	1.018	1.008	0.957	1.007
4:175000001-175500000	4	175000001	175500000	1.002	0.955	1.02	0.981
4:175500001-176000000	4	175500001	176000000	0.989	0.98	0.991	0.973
4:176000001-176500000	4	176000001	176500000	0.983	0.937	0.928	0.957
4:176500001-177000000	4	176500001	177000000	0.987	1.027	1.025	1.008
4:177000001-177500000	4	177000001	177500000	1.001	0.98	0.937	0.934
4:177500001-178000000	4	177500001	178000000	1.038	0.984	0.915	0.993
4:178000001-178500000	4	178000001	178500000	1.072	0.992	0.963	0.906
4:178500001-179000000	4	178500001	179000000	1.014	1.004	0.986	1.011
4:179500001-180000000	4	179500001	180000000	1.021	0.929	0.919	1.041
4:180000001-180500000	4	180000001	180500000	1.014	0.957	1.014	0.961
4:180500001-181000000	4	180500001	181000000	1.005	1.011	0.985	0.953
4:181000001-181500000	4	181000001	181500000	1.043	1.002	0.992	1.017
4:181500001-182000000	4	181500001	182000000	1.046	0.983	0.987	0.99
4:182000001-182500000	4	182000001	182500000	1.02	0.949	1.029	0.953
4:182500001-183000000	4	182500001	183000000	1.145	1.036	1.002	1.069
4:183500001-184000000	4	183500001	184000000	1.114	1.164	0.963	0.963
4:184000001-184500000	4	184000001	184500000	1.117	0.988	0.958	0.927
4:184500001-185000000	4	184500001	185000000	0.968	0.993	0.953	0.99
4:185000001-185500000	4	185000001	185500000	0.97	0.997	1.017	0.926
4:185500001-186000000	4	185500001	186000000	0.96	0.949	1	0.953
4:186000001-186500000	4	186000001	186500000	1.08	1.031	0.992	0.966
4:186500001-187000000	4	186500001	187000000	1.011	0.965	0.984	0.965
4:187000001-187500000	4	187000001	187500000	1.01	0.914	0.977	0.943
4:187500001-188000000	4	187500001	188000000	1.022	1	0.962	0.947
4:188500001-189000000	4	188500001	189000000	1.027	0.93	0.931	0.922
4:189000001-189500000	4	189000001	189500000	0.982	0.935	0.962	1.012
5:500001-1000000	5	500001	1000000	1.074	1.08	1.066	1.026
5:1000001-1500000	5	1000001	1500000	0.966	0.972	1.058	0.993
5:1500001-2000000	5	1500001	2000000	1.069	1.096	1.019	0.911
5:2000001-2500000	5	2000001	2500000	1.048	0.994	1.011	0.977
5:2500001-3000000	5	2500001	3000000	0.975	0.939	0.937	0.859
5:3000001-3500000	5	3000001	3500000	1.024	0.948	0.931	0.976
5:4000001-4500000	5	4000001	4500000	1.034	0.985	1.02	0.895
5:4500001-5000000	5	4500001	5000000	1.021	0.961	1.026	0.969
5:5500001-6000000	5	5500001	6000000	0.994	1.02	0.974	0.89
5:6000001-6500000	5	6000001	6500000	1.027	0.999	0.949	0.948
5:6500001-7000000	5	6500001	7000000	1.026	0.965	0.961	0.892
5:7000001-7500000	5	7000001	7500000	1.088	1.127	1.063	1.041
5:7500001-8000000	5	7500001	8000000	1.003	0.949	0.972	0.967
5:8000001-8500000	5	8000001	8500000	0.996	0.97	1.011	0.971
5:9000001-9500000	5	9000001	9500000	1.107	1.061	0.962	1.001
5:9500001-10000000	5	9500001	10000000	1.042	1.028	1.056	1.024
5:10000001-10500000	5	10000001	10500000	0.98	0.956	0.969	0.908
5:10500001-11000000	5	10500001	11000000	0.981	0.989	0.994	1.014
5:11000001-11500000	5	11000001	11500000	1.057	1.015	0.976	1.003
5:11500001-12000000	5	11500001	12000000	1.041	1.036	1.048	1.048
5:12000001-12500000	5	12000001	12500000	1.011	0.985	1.008	0.978
5:12500001-13000000	5	12500001	13000000	1.001	1.031	0.982	0.957
5:13000001-13500000	5	13000001	13500000	1.038	0.99	0.985	0.951
5:13500001-14000000	5	13500001	14000000	1.034	0.973	1.028	1.018
5:14000001-14500000	5	14000001	14500000	0.967	0.946	0.983	0.976
5:14500001-15000000	5	14500001	15000000	1.014	0.976	0.969	0.981
5:15000001-15500000	5	15000001	15500000	1.016	0.953	1.044	1.02
5:15500001-16000000	5	15500001	16000000	1.006	0.987	0.982	0.929
5:16000001-16500000	5	16000001	16500000	1.077	1.008	1.017	1.018
5:16500001-17000000	5	16500001	17000000	1.103	1.014	1.017	1.025
5:17000001-17500000	5	17000001	17500000	0.983	0.978	0.998	0.948
5:17500001-18000000	5	17500001	18000000	1.031	1.007	1.039	1.008
5:18000001-18500000	5	18000001	18500000	1.044	0.999	0.95	0.942
5:18500001-19000000	5	18500001	19000000	0.988	0.958	0.997	1.004
5:19000001-19500000	5	19000001	19500000	1.008	0.979	1.003	0.975
5:19500001-20000000	5	19500001	20000000	0.967	0.979	0.986	0.94
5:20000001-20500000	5	20000001	20500000	1.031	1.017	0.962	0.92
5:21500001-22000000	5	21500001	22000000	0.997	1.008	0.893	0.938
5:22000001-22500000	5	22000001	22500000	1.005	0.972	0.957	0.979
5:22500001-23000000	5	22500001	23000000	1.008	0.975	0.991	0.952
5:23000001-23500000	5	23000001	23500000	0.983	0.933	0.925	0.963
5:23500001-24000000	5	23500001	24000000	1.001	0.905	0.937	0.919
5:24000001-24500000	5	24000001	24500000	0.997	1.003	0.894	1.037
5:24500001-25000000	5	24500001	25000000	1.072	0.979	0.978	1.011
5:25000001-25500000	5	25000001	25500000	1.055	0.965	0.997	1.099
5:25500001-26000000	5	25500001	26000000	1.04	0.993	0.977	0.934
5:26000001-26500000	5	26000001	26500000	1.045	0.909	0.937	0.972
5:26500001-27000000	5	26500001	27000000	0.972	0.988	0.997	1.028
5:27000001-27500000	5	27000001	27500000	1.046	0.965	1.027	0.971
5:27500001-28000000	5	27500001	28000000	0.969	0.941	0.955	1.009
5:28000001-28500000	5	28000001	28500000	0.994	1.016	0.985	0.866
5:28500001-29000000	5	28500001	29000000	1.023	1.01	0.96	0.929
5:29000001-29500000	5	29000001	29500000	0.984	0.989	0.95	0.931
5:29500001-30000000	5	29500001	30000000	0.949	0.942	0.993	0.898
5:30000001-30500000	5	30000001	30500000	1.017	0.936	1.009	1.038
5:30500001-31000000	5	30500001	31000000	1.058	1.004	1	0.956
5:31000001-31500000	5	31000001	31500000	1.012	1.022	0.973	1.031
5:31500001-32000000	5	31500001	32000000	1.059	0.961	1.061	1.043
5:32000001-32500000	5	32000001	32500000	1.021	0.952	0.96	0.995
5:33000001-33500000	5	33000001	33500000	1.104	1.04	1.067	0.984
5:33500001-34000000	5	33500001	34000000	1.073	0.978	1.024	0.973
5:34500001-35000000	5	34500001	35000000	0.97	0.96	1.02	0.945
5:35000001-35500000	5	35000001	35500000	1.037	1.01	1.006	0.964
5:35500001-36000000	5	35500001	36000000	1.074	1.013	1.013	0.99
5:36000001-36500000	5	36000001	36500000	1.025	0.948	1.039	1.013
5:36500001-37000000	5	36500001	37000000	1.036	0.998	1	1.023
5:37500001-38000000	5	37500001	38000000	1.08	1.045	1.025	1.026
5:38000001-38500000	5	38000001	38500000	1.051	1.02	1.022	1.015
5:38500001-39000000	5	38500001	39000000	1.069	1.001	1.019	1.015
5:39000001-39500000	5	39000001	39500000	1.027	1.031	0.969	0.984
5:39500001-40000000	5	39500001	40000000	0.975	0.978	1.076	0.997
5:40000001-40500000	5	40000001	40500000	1.04	0.953	1.01	1.024
5:40500001-41000000	5	40500001	41000000	1.01	0.984	0.91	0.951
5:41000001-41500000	5	41000001	41500000	1.106	1.02	1.013	0.997
5:41500001-42000000	5	41500001	42000000	1.02	1	1.049	1.049
5:42000001-42500000	5	42000001	42500000	1.036	1.056	1.039	1.037
5:42500001-43000000	5	42500001	43000000	1.034	1.003	0.974	0.987
5:43000001-43500000	5	43000001	43500000	1.012	0.944	1.037	0.984
5:43500001-44000000	5	43500001	44000000	1.122	0.982	1.012	1.047
5:44000001-44500000	5	44000001	44500000	0.995	1.04	0.983	0.987
5:44500001-45000000	5	44500001	45000000	1.042	0.995	1.025	0.954
5:45000001-45500000	5	45000001	45500000	1.056	1.086	1.019	0.98
5:50500001-51000000	5	50500001	51000000	0.831	0.928	1.036	1.029
5:51000001-51500000	5	51000001	51500000	0.845	0.911	1.001	1.032
5:51500001-52000000	5	51500001	52000000	0.833	0.936	1.026	1.005
5:52000001-52500000	5	52000001	52500000	0.845	0.907	1.039	0.961
5:52500001-53000000	5	52500001	53000000	0.854	0.896	0.971	1.045
5:53000001-53500000	5	53000001	53500000	0.837	0.928	1.025	1.015
5:53500001-54000000	5	53500001	54000000	0.884	0.893	1.016	1.058
5:54000001-54500000	5	54000001	54500000	0.828	0.863	1.001	1.043
5:54500001-55000000	5	54500001	55000000	0.875	0.946	1.005	1.075
5:55000001-55500000	5	55000001	55500000	0.853	0.888	1.019	1.005
5:55500001-56000000	5	55500001	56000000	0.813	0.907	0.935	1.034
5:56000001-56500000	5	56000001	56500000	0.784	0.928	1.001	0.988
5:56500001-57000000	5	56500001	57000000	0.814	0.875	1.059	0.984
5:57000001-57500000	5	57000001	57500000	0.82	0.879	0.986	0.964
5:57500001-58000000	5	57500001	58000000	0.87	1.005	0.989	1.057
5:58000001-58500000	5	58000001	58500000	0.838	0.914	0.989	0.993
5:58500001-59000000	5	58500001	59000000	0.86	0.881	1.083	1.051
5:59000001-59500000	5	59000001	59500000	0.773	0.919	0.968	0.959
5:59500001-60000000	5	59500001	60000000	0.794	0.904	1.007	1.036
5:60000001-60500000	5	60000001	60500000	0.89	0.934	1.041	0.982
5:61000001-61500000	5	61000001	61500000	0.808	0.894	0.983	0.997
5:61500001-62000000	5	61500001	62000000	0.839	0.945	1.048	1.028
5:62000001-62500000	5	62000001	62500000	0.84	0.917	0.993	0.973
5:62500001-63000000	5	62500001	63000000	0.925	0.991	1.121	1.076
5:63000001-63500000	5	63000001	63500000	0.839	0.968	1.012	0.979
5:63500001-64000000	5	63500001	64000000	0.832	0.931	1.042	0.976
5:64000001-64500000	5	64000001	64500000	0.887	0.944	1.06	1.004
5:64500001-65000000	5	64500001	65000000	0.816	0.953	0.997	1.057
5:65000001-65500000	5	65000001	65500000	0.775	0.921	1.019	1.034
5:65500001-66000000	5	65500001	66000000	0.795	0.866	0.945	0.945
5:66500001-67000000	5	66500001	67000000	0.792	0.917	1.003	0.978
5:67000001-67500000	5	67000001	67500000	0.82	0.818	1.007	1.045
5:67500001-68000000	5	67500001	68000000	0.892	1.03	1.077	1.037
5:68000001-68500000	5	68000001	68500000	0.82	0.886	0.993	1.046
5:68500001-69000000	5	68500001	69000000	0.829	0.923	1.071	1.015
5:69000001-69500000	5	69000001	69500000	0.758	0.881	0.956	0.93
5:71500001-72000000	5	71500001	72000000	0.817	0.91	1.065	0.913
5:72000001-72500000	5	72000001	72500000	0.83	0.921	1.01	0.906
5:72500001-73000000	5	72500001	73000000	0.855	0.934	1.056	0.955
5:73000001-73500000	5	73000001	73500000	0.813	0.882	0.94	1.016
5:74000001-74500000	5	74000001	74500000	0.765	0.872	0.991	0.997
5:74500001-75000000	5	74500001	75000000	0.819	0.878	1.025	1.013
5:75000001-75500000	5	75000001	75500000	0.773	0.875	0.955	1.028
5:75500001-76000000	5	75500001	76000000	0.906	0.971	1.072	1.054
5:76000001-76500000	5	76000001	76500000	0.837	0.907	1.001	1.125
5:76500001-77000000	5	76500001	77000000	0.806	0.943	1.024	0.973
5:77000001-77500000	5	77000001	77500000	0.775	0.883	1	1.019
5:77500001-78000000	5	77500001	78000000	0.835	0.914	1.015	1.01
5:78000001-78500000	5	78000001	78500000	0.804	0.941	0.989	1.005
5:78500001-79000000	5	78500001	79000000	0.885	0.961	1.089	1.007
5:79500001-80000000	5	79500001	80000000	0.798	0.938	1.001	0.938
5:80000001-80500000	5	80000001	80500000	0.795	0.844	0.961	1.001
5:81000001-81500000	5	81000001	81500000	0.874	0.944	1	1.039
5:81500001-82000000	5	81500001	82000000	0.79	0.88	1.021	0.903
5:82000001-82500000	5	82000001	82500000	0.822	0.92	1.015	0.973
5:82500001-83000000	5	82500001	83000000	0.873	0.963	1.038	1.058
5:83000001-83500000	5	83000001	83500000	0.889	0.966	0.999	1.013
5:83500001-84000000	5	83500001	84000000	0.848	0.948	0.954	1.008
5:84000001-84500000	5	84000001	84500000	0.883	0.922	1.015	1.076
5:84500001-85000000	5	84500001	85000000	0.804	0.835	0.958	0.961
5:85000001-85500000	5	85000001	85500000	0.862	0.865	0.979	0.984
5:85500001-86000000	5	85500001	86000000	0.832	0.925	0.96	0.948
5:86000001-86500000	5	86000001	86500000	0.775	0.895	0.967	0.882
5:86500001-87000000	5	86500001	87000000	0.839	0.892	1.015	1.028
5:87000001-87500000	5	87000001	87500000	0.802	0.855	0.946	0.986
5:87500001-88000000	5	87500001	88000000	0.826	0.94	1.03	0.999
5:88000001-88500000	5	88000001	88500000	0.799	0.923	0.985	1.005
5:88500001-89000000	5	88500001	89000000	0.793	0.908	0.98	1.017
5:89000001-89500000	5	89000001	89500000	0.796	0.914	0.989	0.987
5:89500001-90000000	5	89500001	90000000	0.824	0.878	1.006	1.018
5:90000001-90500000	5	90000001	90500000	0.838	0.946	1.055	0.978
5:90500001-91000000	5	90500001	91000000	0.84	0.919	1.01	0.987
5:91000001-91500000	5	91000001	91500000	0.725	0.866	0.989	0.982
5:91500001-92000000	5	91500001	92000000	0.829	0.926	1.054	1.018
5:92000001-92500000	5	92000001	92500000	0.843	0.94	1.006	0.965
5:92500001-93000000	5	92500001	93000000	0.833	0.898	1.108	0.987
5:93000001-93500000	5	93000001	93500000	0.846	0.922	1.052	0.933
5:93500001-94000000	5	93500001	94000000	0.772	0.922	1.004	0.982
5:94000001-94500000	5	94000001	94500000	0.842	0.872	0.994	1.045
5:95000001-95500000	5	95000001	95500000	0.803	0.913	1.039	1.011
5:95500001-96000000	5	95500001	96000000	0.787	0.888	0.985	0.908
5:96000001-96500000	5	96000001	96500000	0.829	0.91	1.034	1.045
5:96500001-97000000	5	96500001	97000000	0.776	0.892	0.984	0.973
5:97000001-97500000	5	97000001	97500000	0.815	0.888	0.992	0.923
5:98500001-99000000	5	98500001	99000000	0.744	0.867	1.047	0.965
