feature	chromosome	start	end	SLX-17922.D702tp_D505tp.HC22GBBXY.s_6.r_1	SLX-17922.D702tp_D507tp.HC22GBBXY.s_6.r_1	SLX-17922.D702tp_D508tp.HC22GBBXY.s_6.r_1	SLX-17922.D703tp_D506tp.HC22GBBXY.s_6.r_1
8:75000001-75500000	8	75000001	75500000	1.041	1.042	1.017	1.038
8:75500001-76000000	8	75500001	76000000	0.918	1.033	1.1	0.961
8:77000001-77500000	8	77000001	77500000	1.098	1.003	0.999	1.009
8:77500001-78000000	8	77500001	78000000	1.005	0.945	0.965	0.989
8:78000001-78500000	8	78000001	78500000	1.076	1.101	1.005	1.04
8:78500001-79000000	8	78500001	79000000	1.035	1.005	0.958	0.971
8:79000001-79500000	8	79000001	79500000	0.98	1.048	1.104	1.015
8:79500001-80000000	8	79500001	80000000	1.088	1.084	0.885	1.032
8:80000001-80500000	8	80000001	80500000	1.046	0.965	0.896	0.929
8:80500001-81000000	8	80500001	81000000	1.04	0.975	1.08	0.981
8:81000001-81500000	8	81000001	81500000	0.988	0.964	1.088	1.052
8:81500001-82000000	8	81500001	82000000	1.08	1.017	0.979	1.026
8:82000001-82500000	8	82000001	82500000	1.025	0.978	1.043	1.084
8:82500001-83000000	8	82500001	83000000	1.128	0.979	1.026	0.988
8:83000001-83500000	8	83000001	83500000	0.964	0.977	0.999	0.969
8:83500001-84000000	8	83500001	84000000	1	0.936	0.983	0.983
8:84000001-84500000	8	84000001	84500000	1.001	1.062	1.005	0.947
8:84500001-85000000	8	84500001	85000000	1.09	1.081	1.084	0.983
8:85000001-85500000	8	85000001	85500000	1.106	1.029	0.963	1.034
8:86000001-86500000	8	86000001	86500000	1.031	0.98	0.925	0.872
8:86500001-87000000	8	86500001	87000000	0.993	0.954	1.061	1.074
8:87000001-87500000	8	87000001	87500000	1.029	1.083	1.057	1.056
8:87500001-88000000	8	87500001	88000000	0.976	1.008	1.063	1.048
8:88000001-88500000	8	88000001	88500000	1.068	0.91	1.083	1.031
8:88500001-89000000	8	88500001	89000000	0.965	0.951	0.991	1.058
8:89000001-89500000	8	89000001	89500000	1.043	1.03	1.003	1.024
8:89500001-90000000	8	89500001	90000000	0.945	0.96	0.992	1.014
8:90000001-90500000	8	90000001	90500000	1.077	0.999	1.055	1.003
8:90500001-91000000	8	90500001	91000000	0.978	0.943	0.96	1.012
8:91000001-91500000	8	91000001	91500000	1.068	1.019	1.056	1.068
8:91500001-92000000	8	91500001	92000000	1.022	1.164	1.078	1.013
8:92000001-92500000	8	92000001	92500000	1.054	1.024	0.941	1.025
8:92500001-93000000	8	92500001	93000000	1.052	1.038	1.043	1.024
8:93000001-93500000	8	93000001	93500000	1.033	0.957	1.033	1.048
8:93500001-94000000	8	93500001	94000000	1.057	0.996	0.974	0.97
8:94000001-94500000	8	94000001	94500000	1.035	1.046	1.072	1.103
8:94500001-95000000	8	94500001	95000000	0.921	0.974	0.935	0.971
8:95000001-95500000	8	95000001	95500000	1.021	0.989	1.039	1.008
8:95500001-96000000	8	95500001	96000000	1.079	1.15	1.065	0.969
8:96000001-96500000	8	96000001	96500000	0.984	0.975	1.062	0.954
8:96500001-97000000	8	96500001	97000000	0.965	0.957	1.13	0.97
8:97000001-97500000	8	97000001	97500000	1.154	0.989	1.183	1.112
8:98000001-98500000	8	98000001	98500000	0.972	1.035	0.953	1.051
8:98500001-99000000	8	98500001	99000000	1.116	1.145	1.017	1.046
8:99500001-100000000	8	99500001	100000000	0.979	1.092	1.097	1.031
8:100000001-100500000	8	100000001	100500000	1.029	1.02	1.078	1.081
8:100500001-101000000	8	100500001	101000000	1.021	1.081	1.044	0.922
8:101000001-101500000	8	101000001	101500000	0.997	1.045	1.015	0.983
8:101500001-102000000	8	101500001	102000000	1.127	1.17	1.085	1.053
8:102000001-102500000	8	102000001	102500000	1.035	0.958	1.123	0.939
8:103500001-104000000	8	103500001	104000000	1.081	1.006	1.06	1.017
8:104000001-104500000	8	104000001	104500000	0.993	0.943	0.909	1.05
8:104500001-105000000	8	104500001	105000000	0.991	0.995	1.01	1.001
8:105000001-105500000	8	105000001	105500000	1.162	0.969	1.101	0.929
8:105500001-106000000	8	105500001	106000000	1.101	1.047	1.061	1.068
8:106000001-106500000	8	106000001	106500000	1.003	0.991	0.958	1.021
8:106500001-107000000	8	106500001	107000000	1.143	1.024	1.015	1.012
8:107000001-107500000	8	107000001	107500000	1.104	0.99	1.032	1.06
8:107500001-108000000	8	107500001	108000000	1.064	1.118	0.974	1.083
8:108000001-108500000	8	108000001	108500000	1.086	0.977	1.109	0.984
8:109000001-109500000	8	109000001	109500000	1.021	1.067	0.987	1.097
8:109500001-110000000	8	109500001	110000000	1.062	1.022	1.007	1.033
8:110000001-110500000	8	110000001	110500000	1.004	1.096	0.905	1.099
8:111500001-112000000	8	111500001	112000000	0.983	0.921	0.914	0.94
8:112000001-112500000	8	112000001	112500000	1.045	0.871	0.911	0.969
8:112500001-113000000	8	112500001	113000000	1.03	1.069	0.962	1.136
8:113000001-113500000	8	113000001	113500000	0.931	0.912	0.984	1.089
8:113500001-114000000	8	113500001	114000000	1.017	0.978	0.918	1.007
8:114000001-114500000	8	114000001	114500000	1.028	1.061	0.922	1.027
8:114500001-115000000	8	114500001	115000000	1.021	1.039	1.025	0.947
8:115000001-115500000	8	115000001	115500000	0.964	0.977	0.964	1.005
8:115500001-116000000	8	115500001	116000000	1.086	1.025	0.972	1.035
8:116000001-116500000	8	116000001	116500000	1.053	1.111	1.125	0.968
8:116500001-117000000	8	116500001	117000000	1.065	0.986	0.963	0.944
8:117000001-117500000	8	117000001	117500000	1.029	1.069	1.043	1.05
8:117500001-118000000	8	117500001	118000000	0.99	1.028	1.056	0.887
8:118000001-118500000	8	118000001	118500000	0.981	0.985	0.913	0.989
8:118500001-119000000	8	118500001	119000000	1.19	1.058	0.998	1.034
8:119000001-119500000	8	119000001	119500000	1.104	1.033	1.009	1.049
8:119500001-120000000	8	119500001	120000000	1.043	1.076	1.067	1.003
8:120500001-121000000	8	120500001	121000000	0.985	0.896	1.003	1.017
8:121000001-121500000	8	121000001	121500000	1.095	1.031	0.981	1.106
8:121500001-122000000	8	121500001	122000000	0.988	1.049	1.048	1
8:122000001-122500000	8	122000001	122500000	1.029	1.001	0.943	1.047
8:122500001-123000000	8	122500001	123000000	1.079	0.994	0.941	1.028
8:123000001-123500000	8	123000001	123500000	0.916	0.975	0.885	1.01
8:123500001-124000000	8	123500001	124000000	1.101	1.039	1.025	1.051
8:124000001-124500000	8	124000001	124500000	1.039	1.107	0.998	0.972
8:124500001-125000000	8	124500001	125000000	1.025	0.903	1.014	0.958
8:125000001-125500000	8	125000001	125500000	1.019	1.011	0.905	1.055
8:125500001-126000000	8	125500001	126000000	1.145	1.007	1.05	1.058
8:126000001-126500000	8	126000001	126500000	1.022	0.952	1.045	0.94
8:126500001-127000000	8	126500001	127000000	1.049	0.958	1.059	1.022
8:128000001-128500000	8	128000001	128500000	1.124	1.003	1.15	0.963
8:128500001-129000000	8	128500001	129000000	1.187	1.045	1.072	1.106
8:129000001-129500000	8	129000001	129500000	1.127	1.066	1.035	1.017
8:129500001-130000000	8	129500001	130000000	1.006	0.995	0.981	1.008
8:130000001-130500000	8	130000001	130500000	0.964	0.953	0.924	0.961
8:130500001-131000000	8	130500001	131000000	0.993	0.895	0.962	0.991
8:131000001-131500000	8	131000001	131500000	1.081	1.077	1.085	1.05
8:131500001-132000000	8	131500001	132000000	1.057	1.043	1.103	1.064
8:132000001-132500000	8	132000001	132500000	0.99	1.054	1.054	1.053
8:132500001-133000000	8	132500001	133000000	1.115	1.036	0.999	1.029
8:133000001-133500000	8	133000001	133500000	1.072	0.909	0.991	0.94
8:134000001-134500000	8	134000001	134500000	1.195	0.985	1.09	1.105
8:134500001-135000000	8	134500001	135000000	1.012	1.029	0.968	0.97
8:135000001-135500000	8	135000001	135500000	1.052	1.128	0.991	1.041
8:135500001-136000000	8	135500001	136000000	0.957	1.012	0.971	0.981
8:136000001-136500000	8	136000001	136500000	0.92	0.908	1.061	0.997
8:136500001-137000000	8	136500001	137000000	0.96	0.949	1.012	0.968
8:137000001-137500000	8	137000001	137500000	1.013	0.996	0.883	0.985
8:137500001-138000000	8	137500001	138000000	1.082	1.026	0.942	0.984
8:138000001-138500000	8	138000001	138500000	1.102	1.077	1.041	1.024
8:138500001-139000000	8	138500001	139000000	1.103	1.056	0.893	1.077
8:139000001-139500000	8	139000001	139500000	0.991	1.083	1.032	1.051
8:139500001-140000000	8	139500001	140000000	1.013	0.875	0.994	0.955
8:140000001-140500000	8	140000001	140500000	1.001	1.055	0.95	1.04
8:140500001-141000000	8	140500001	141000000	0.954	0.922	0.992	1.013
8:141000001-141500000	8	141000001	141500000	0.924	1.039	0.905	0.948
8:141500001-142000000	8	141500001	142000000	1.032	1.047	1.049	1.068
8:142000001-142500000	8	142000001	142500000	1.036	1.045	0.968	0.905
8:142500001-143000000	8	142500001	143000000	1.045	1.02	0.966	0.999
8:143000001-143500000	8	143000001	143500000	1.079	1.081	1.064	0.988
8:143500001-144000000	8	143500001	144000000	0.914	0.972	1.043	0.927
8:144000001-144500000	8	144000001	144500000	1.077	0.977	0.939	0.992
8:144500001-145000000	8	144500001	145000000	0.988	0.929	1.025	1.032
9:500001-1000000	9	500001	1000000	0.912	1.028	0.992	0.932
9:1000001-1500000	9	1000001	1500000	0.963	0.972	1.071	0.998
9:1500001-2000000	9	1500001	2000000	1.027	0.999	1.025	1.09
9:2000001-2500000	9	2000001	2500000	0.931	0.967	0.982	0.958
9:2500001-3000000	9	2500001	3000000	1.065	1.013	0.998	1.023
9:3000001-3500000	9	3000001	3500000	0.927	1.018	1.007	1.023
9:3500001-4000000	9	3500001	4000000	0.981	1.054	0.966	1.041
9:4000001-4500000	9	4000001	4500000	0.982	1.027	1.071	1.029
9:4500001-5000000	9	4500001	5000000	0.878	0.997	0.927	1.007
9:5500001-6000000	9	5500001	6000000	0.989	0.899	1.025	0.984
9:6000001-6500000	9	6000001	6500000	0.953	0.932	1.087	1.069
9:6500001-7000000	9	6500001	7000000	0.943	0.841	0.995	0.999
9:7000001-7500000	9	7000001	7500000	1.019	0.962	1.061	1.068
9:7500001-8000000	9	7500001	8000000	1.008	0.985	1.091	1.094
9:8000001-8500000	9	8000001	8500000	1.012	1.03	0.93	1.044
9:8500001-9000000	9	8500001	9000000	0.978	0.973	0.909	1.004
9:9000001-9500000	9	9000001	9500000	0.968	1.032	1.015	0.917
9:10000001-10500000	9	10000001	10500000	0.962	0.936	1.092	0.978
9:10500001-11000000	9	10500001	11000000	0.991	1.025	0.958	0.937
9:11000001-11500000	9	11000001	11500000	0.973	1.065	0.826	0.873
9:11500001-12000000	9	11500001	12000000	0.972	0.998	1.016	0.988
9:12000001-12500000	9	12000001	12500000	0.842	1.07	0.903	0.981
9:12500001-13000000	9	12500001	13000000	0.982	1.068	1.031	1.006
9:13000001-13500000	9	13000001	13500000	0.898	1.002	1.032	1.03
9:13500001-14000000	9	13500001	14000000	0.927	0.924	1.059	0.983
9:14000001-14500000	9	14000001	14500000	0.884	1.01	1.008	0.913
9:14500001-15000000	9	14500001	15000000	0.969	1.006	0.952	1.048
9:15000001-15500000	9	15000001	15500000	0.948	0.965	0.978	0.952
9:16000001-16500000	9	16000001	16500000	1.057	1.034	1.083	1.013
9:16500001-17000000	9	16500001	17000000	0.937	1.094	0.905	0.94
9:17000001-17500000	9	17000001	17500000	1.051	0.923	0.997	0.989
9:17500001-18000000	9	17500001	18000000	1.004	1.06	1.003	1.105
9:18500001-19000000	9	18500001	19000000	1.106	1.086	1.074	0.979
9:19000001-19500000	9	19000001	19500000	0.91	0.902	0.868	0.931
9:19500001-20000000	9	19500001	20000000	1.056	1.119	1.177	1.009
9:20000001-20500000	9	20000001	20500000	1.049	1.005	1.103	1.041
9:20500001-21000000	9	20500001	21000000	0.94	1.062	0.955	1.033
9:21000001-21500000	9	21000001	21500000	0.956	1.048	0.992	1.017
9:21500001-22000000	9	21500001	22000000	0.978	1.11	0.902	1.078
9:22000001-22500000	9	22000001	22500000	0.864	0.894	1.062	1.01
9:22500001-23000000	9	22500001	23000000	1.025	1.087	1.033	1.002
9:23000001-23500000	9	23000001	23500000	0.919	0.952	0.961	0.95
9:23500001-24000000	9	23500001	24000000	0.928	0.931	0.906	1.033
9:24000001-24500000	9	24000001	24500000	0.921	0.948	0.953	0.93
9:24500001-25000000	9	24500001	25000000	1.067	0.945	1.077	0.973
9:25000001-25500000	9	25000001	25500000	0.989	0.984	0.997	0.928
9:25500001-26000000	9	25500001	26000000	0.964	0.98	0.994	0.96
9:26000001-26500000	9	26000001	26500000	0.895	0.946	0.941	0.965
9:26500001-27000000	9	26500001	27000000	1.062	1.015	0.968	0.992
9:27000001-27500000	9	27000001	27500000	1.031	0.984	1.063	0.954
9:27500001-28000000	9	27500001	28000000	0.91	0.99	1.048	1.025
9:28000001-28500000	9	28000001	28500000	1.038	1.121	1.03	1.071
9:28500001-29000000	9	28500001	29000000	1.061	1.016	0.993	1.046
9:29000001-29500000	9	29000001	29500000	0.945	0.929	0.95	1.042
9:29500001-30000000	9	29500001	30000000	1.007	0.924	0.956	0.965
9:30000001-30500000	9	30000001	30500000	0.927	0.985	0.937	1.008
9:30500001-31000000	9	30500001	31000000	0.924	0.938	0.934	0.922
9:31500001-32000000	9	31500001	32000000	1.017	1.037	0.969	0.956
9:32000001-32500000	9	32000001	32500000	1.046	0.914	1.111	1.006
9:32500001-33000000	9	32500001	33000000	0.982	1.037	0.991	0.991
9:33000001-33500000	9	33000001	33500000	1.04	0.997	0.9	0.924
9:34000001-34500000	9	34000001	34500000	0.994	1.002	0.926	0.914
9:35000001-35500000	9	35000001	35500000	1.016	0.962	0.963	0.866
9:35500001-36000000	9	35500001	36000000	0.932	1.045	0.884	0.942
9:36500001-37000000	9	36500001	37000000	0.993	1.038	1.087	1.058
9:37000001-37500000	9	37000001	37500000	0.969	0.886	0.913	0.984
9:37500001-38000000	9	37500001	38000000	0.966	0.998	0.938	1.002
9:38000001-38500000	9	38000001	38500000	0.979	1.033	0.925	0.967
9:68500001-69000000	9	68500001	69000000	1.002	0.971	0.852	0.99
9:69000001-69500000	9	69000001	69500000	1.027	0.954	0.956	1.024
9:69500001-70000000	9	69500001	70000000	1.069	0.977	1.027	1.011
9:70000001-70500000	9	70000001	70500000	0.957	1.046	0.954	0.969
9:70500001-71000000	9	70500001	71000000	1.05	1.06	1.008	0.914
9:71000001-71500000	9	71000001	71500000	0.951	1.006	0.998	1.105
9:71500001-72000000	9	71500001	72000000	0.988	0.967	0.851	0.966
9:72000001-72500000	9	72000001	72500000	0.994	0.989	1.018	1.025
9:73000001-73500000	9	73000001	73500000	0.944	0.917	0.978	0.979
9:73500001-74000000	9	73500001	74000000	0.907	1.01	0.946	1.025
9:74000001-74500000	9	74000001	74500000	0.904	1.031	1	0.993
9:74500001-75000000	9	74500001	75000000	0.925	1.073	0.977	1.05
9:75000001-75500000	9	75000001	75500000	1.004	1.071	0.951	1.055
9:75500001-76000000	9	75500001	76000000	1.041	0.936	1.067	1.008
9:76000001-76500000	9	76000001	76500000	1.037	0.943	1.038	0.997
9:76500001-77000000	9	76500001	77000000	0.941	1.014	1.056	0.991
9:77000001-77500000	9	77000001	77500000	1.062	0.917	1.005	1.005
9:77500001-78000000	9	77500001	78000000	1.072	1.039	0.942	1.032
9:78000001-78500000	9	78000001	78500000	1.114	1.051	1.206	1.006
9:79000001-79500000	9	79000001	79500000	1.071	1.064	0.988	1.065
9:80000001-80500000	9	80000001	80500000	0.94	1.043	0.927	1.003
9:81000001-81500000	9	81000001	81500000	1.063	1.019	1.128	0.925
9:82500001-83000000	9	82500001	83000000	0.998	1.127	0.989	1.064
9:83000001-83500000	9	83000001	83500000	0.926	1.039	1.003	1.005
9:83500001-84000000	9	83500001	84000000	0.972	0.964	0.897	0.946
9:84000001-84500000	9	84000001	84500000	1.006	0.994	1.016	1.055
9:84500001-85000000	9	84500001	85000000	1.056	1.097	1.03	1.034
9:85000001-85500000	9	85000001	85500000	1.062	1.144	1.099	1.06
9:85500001-86000000	9	85500001	86000000	0.956	0.883	1.008	0.974
9:86000001-86500000	9	86000001	86500000	0.973	1.095	1.005	1.003
9:86500001-87000000	9	86500001	87000000	1.103	0.95	1.05	1.006
9:87000001-87500000	9	87000001	87500000	0.974	1.143	0.981	1.055
9:87500001-88000000	9	87500001	88000000	0.978	1.011	0.851	0.975
9:88000001-88500000	9	88000001	88500000	1.025	1.043	1.051	1.091
9:88500001-89000000	9	88500001	89000000	0.938	1.008	0.997	0.989
9:89000001-89500000	9	89000001	89500000	0.985	1.053	0.993	1.038
9:89500001-90000000	9	89500001	90000000	0.946	0.972	1.019	1.027
9:90000001-90500000	9	90000001	90500000	1.034	0.966	1.152	1.081
9:90500001-91000000	9	90500001	91000000	1.066	0.976	1.087	0.979
9:91000001-91500000	9	91000001	91500000	0.989	0.964	0.951	0.973
9:91500001-92000000	9	91500001	92000000	1.102	1.06	1.166	1.082
9:93000001-93500000	9	93000001	93500000	0.99	0.936	1.002	1.056
9:93500001-94000000	9	93500001	94000000	0.932	0.911	0.95	0.962
9:94500001-95000000	9	94500001	95000000	0.989	1.007	0.957	1.069
9:95000001-95500000	9	95000001	95500000	1.045	0.927	0.947	0.973
9:96000001-96500000	9	96000001	96500000	1.101	0.954	0.938	1.012
9:97500001-98000000	9	97500001	98000000	0.958	1.051	0.965	0.917
9:98000001-98500000	9	98000001	98500000	1.015	1.117	0.983	1.033
9:98500001-99000000	9	98500001	99000000	0.99	0.967	0.994	0.957
9:99000001-99500000	9	99000001	99500000	0.992	0.973	1.012	0.968
9:99500001-100000000	9	99500001	100000000	0.941	0.983	0.984	1.023
9:100000001-100500000	9	100000001	100500000	0.916	1.092	1.084	0.965
9:100500001-101000000	9	100500001	101000000	0.962	1.197	1.05	1.064
9:101000001-101500000	9	101000001	101500000	1.028	0.983	1.098	0.937
9:101500001-102000000	9	101500001	102000000	1.069	1.036	1.031	1.047
9:102000001-102500000	9	102000001	102500000	1.034	0.939	0.935	1.022
9:102500001-103000000	9	102500001	103000000	0.962	0.977	1.039	0.969
9:103000001-103500000	9	103000001	103500000	0.96	1.006	1.013	0.964
9:103500001-104000000	9	103500001	104000000	0.994	0.99	0.965	0.979
9:104000001-104500000	9	104000001	104500000	1.037	1.006	1.065	0.948
9:104500001-105000000	9	104500001	105000000	1.016	1.014	1.068	1.025
9:105000001-105500000	9	105000001	105500000	1.026	0.912	0.938	0.951
9:105500001-106000000	9	105500001	106000000	1.107	0.99	1.192	1.14
9:106000001-106500000	9	106000001	106500000	1.119	0.904	1.08	1.005
9:106500001-107000000	9	106500001	107000000	1.083	1.063	1.033	1.104
9:107000001-107500000	9	107000001	107500000	1.004	0.958	0.999	1.055
9:107500001-108000000	9	107500001	108000000	1.066	0.992	1.065	1.065
9:108000001-108500000	9	108000001	108500000	1.062	0.948	1.015	0.987
9:108500001-109000000	9	108500001	109000000	1.086	1.049	0.984	1.052
9:109000001-109500000	9	109000001	109500000	0.956	0.91	1.107	1.022
9:109500001-110000000	9	109500001	110000000	1.148	1.057	1.053	1.039
9:110000001-110500000	9	110000001	110500000	1.114	1.076	0.984	0.999
9:110500001-111000000	9	110500001	111000000	1.042	1.185	1.012	0.952
9:111000001-111500000	9	111000001	111500000	0.984	1.028	0.966	0.938
9:111500001-112000000	9	111500001	112000000	1.069	0.885	0.924	1.093
9:112000001-112500000	9	112000001	112500000	0.957	0.945	0.977	0.96
9:112500001-113000000	9	112500001	113000000	0.993	1.011	1.001	1.034
9:113000001-113500000	9	113000001	113500000	1.013	1.052	0.955	0.915
9:113500001-114000000	9	113500001	114000000	0.928	0.999	1.06	0.962
9:114000001-114500000	9	114000001	114500000	1.01	0.977	1.077	1.049
9:114500001-115000000	9	114500001	115000000	1.076	1.054	0.924	1.016
9:115000001-115500000	9	115000001	115500000	0.986	1.089	1.022	1
9:115500001-116000000	9	115500001	116000000	1.019	1.157	1.068	1.055
9:116000001-116500000	9	116000001	116500000	1.03	1.03	1.015	1.049
9:116500001-117000000	9	116500001	117000000	1.031	0.884	0.994	1.046
9:117500001-118000000	9	117500001	118000000	1.039	0.992	1.018	0.993
9:118000001-118500000	9	118000001	118500000	0.918	1.059	1.048	1.004
9:118500001-119000000	9	118500001	119000000	0.968	1.04	1.049	0.958
9:119000001-119500000	9	119000001	119500000	0.972	0.986	1.025	1.057
9:119500001-120000000	9	119500001	120000000	0.98	1.119	1.133	1.034
9:120000001-120500000	9	120000001	120500000	1.026	1.1	1.112	1.005
9:120500001-121000000	9	120500001	121000000	0.995	0.957	0.95	1.037
9:121000001-121500000	9	121000001	121500000	0.936	0.879	0.903	0.982
9:121500001-122000000	9	121500001	122000000	1.044	1.13	1.079	1.072
9:122000001-122500000	9	122000001	122500000	1.011	0.997	0.935	0.951
9:123000001-123500000	9	123000001	123500000	0.971	0.953	0.931	1.003
9:123500001-124000000	9	123500001	124000000	1.042	1.088	1.126	1.008
9:124000001-124500000	9	124000001	124500000	1.006	0.842	1.1	0.992
9:124500001-125000000	9	124500001	125000000	0.957	0.991	0.998	1.047
9:125000001-125500000	9	125000001	125500000	0.974	0.964	0.869	1.036
9:125500001-126000000	9	125500001	126000000	0.949	1.014	0.96	0.918
9:126000001-126500000	9	126000001	126500000	1.02	0.977	1.089	0.883
9:126500001-127000000	9	126500001	127000000	1.09	1.097	0.901	1.016
9:127000001-127500000	9	127000001	127500000	1.067	1.055	0.999	0.96
9:127500001-128000000	9	127500001	128000000	1.009	1.082	0.926	0.965
9:128000001-128500000	9	128000001	128500000	0.97	0.98	1.046	0.941
9:128500001-129000000	9	128500001	129000000	0.931	0.973	0.926	1.037
9:129000001-129500000	9	129000001	129500000	0.993	0.984	0.876	0.938
9:130000001-130500000	9	130000001	130500000	1.061	0.907	0.953	1.031
9:130500001-131000000	9	130500001	131000000	1.045	0.94	1.039	1.019
9:131000001-131500000	9	131000001	131500000	0.981	0.931	0.991	0.968
9:131500001-132000000	9	131500001	132000000	1.037	1.005	1.095	1.01
9:132000001-132500000	9	132000001	132500000	1.032	1.008	0.945	1.011
9:132500001-133000000	9	132500001	133000000	1.029	1.007	0.906	1.101
9:133000001-133500000	9	133000001	133500000	0.955	0.974	0.876	1.036
9:133500001-134000000	9	133500001	134000000	1.014	1.07	1.007	1.077
