feature	chromosome	start	end	SLX-17922.D708tp_D502tp.HC22GBBXY.s_6.r_1	SLX-16150.D708tp_D501tp.HC22VBBXY.s_3.r_1	SLX-16150.D709tp_D503tp.HC22VBBXY.s_3.r_1
5:109500001-110000000	5	109500001	110000000	1.066	1.005	0.983
5:110000001-110500000	5	110000001	110500000	1.035	1.028	0.975
5:110500001-111000000	5	110500001	111000000	1.009	0.972	1.022
5:111500001-112000000	5	111500001	112000000	1.015	0.885	1.05
5:112000001-112500000	5	112000001	112500000	0.927	1.045	0.982
5:112500001-113000000	5	112500001	113000000	0.896	0.946	0.922
5:113000001-113500000	5	113000001	113500000	1.05	1.095	1.081
5:113500001-114000000	5	113500001	114000000	1.002	0.961	0.959
5:114000001-114500000	5	114000001	114500000	0.987	0.949	1.043
5:114500001-115000000	5	114500001	115000000	1.142	1.045	1.082
5:115000001-115500000	5	115000001	115500000	1.092	1.003	0.944
5:115500001-116000000	5	115500001	116000000	1.124	1.079	1.033
5:116000001-116500000	5	116000001	116500000	0.983	0.999	1.029
5:116500001-117000000	5	116500001	117000000	1.049	1.05	1.037
5:117000001-117500000	5	117000001	117500000	1.057	1.031	1.015
5:117500001-118000000	5	117500001	118000000	0.976	1.024	1.06
5:118000001-118500000	5	118000001	118500000	1.012	1.045	1.016
5:118500001-119000000	5	118500001	119000000	0.968	1.011	1.038
5:119500001-120000000	5	119500001	120000000	1.005	1.001	1.068
5:120000001-120500000	5	120000001	120500000	1.002	1.07	1.026
5:120500001-121000000	5	120500001	121000000	1.098	1.001	1.079
5:121500001-122000000	5	121500001	122000000	0.981	0.972	1.048
5:122500001-123000000	5	122500001	123000000	1.01	1.072	1.071
5:123000001-123500000	5	123000001	123500000	1.01	1.065	0.996
5:124000001-124500000	5	124000001	124500000	1.024	0.979	1.004
5:124500001-125000000	5	124500001	125000000	0.984	1.032	0.979
5:125000001-125500000	5	125000001	125500000	1.01	1.009	0.975
5:125500001-126000000	5	125500001	126000000	1.105	1.021	1.047
5:126000001-126500000	5	126000001	126500000	1.027	1.004	1.014
5:126500001-127000000	5	126500001	127000000	1.118	1.118	0.951
5:127000001-127500000	5	127000001	127500000	1.035	1.02	1.022
5:127500001-128000000	5	127500001	128000000	1.004	1.031	1.015
5:128000001-128500000	5	128000001	128500000	1	1.025	1.023
5:128500001-129000000	5	128500001	129000000	0.994	1.022	1.066
5:129000001-129500000	5	129000001	129500000	0.991	1.042	0.974
5:129500001-130000000	5	129500001	130000000	1.129	0.985	0.924
5:130000001-130500000	5	130000001	130500000	0.958	1.063	1.064
5:131000001-131500000	5	131000001	131500000	0.994	0.918	0.966
5:131500001-132000000	5	131500001	132000000	0.94	1.082	1.139
5:132000001-132500000	5	132000001	132500000	1.02	1.012	0.879
5:132500001-133000000	5	132500001	133000000	0.997	0.924	1.077
5:133000001-133500000	5	133000001	133500000	1.102	1.094	1.094
5:133500001-134000000	5	133500001	134000000	1.072	1.055	0.963
5:134000001-134500000	5	134000001	134500000	0.945	0.991	1.039
5:135000001-135500000	5	135000001	135500000	0.995	1.032	1.02
5:135500001-136000000	5	135500001	136000000	1.014	1.037	1.135
5:136000001-136500000	5	136000001	136500000	1.036	1.06	1.04
5:137500001-138000000	5	137500001	138000000	1.101	1.009	1.051
5:138000001-138500000	5	138000001	138500000	0.96	1.039	0.966
5:138500001-139000000	5	138500001	139000000	1.007	0.998	1.099
5:139000001-139500000	5	139000001	139500000	1.05	1.008	1.113
5:139500001-140000000	5	139500001	140000000	1.078	1.131	1.017
5:140000001-140500000	5	140000001	140500000	0.843	0.971	0.922
5:140500001-141000000	5	140500001	141000000	0.881	1.102	1.052
5:141000001-141500000	5	141000001	141500000	1.038	1.009	1.159
5:141500001-142000000	5	141500001	142000000	0.987	1.03	0.877
5:142000001-142500000	5	142000001	142500000	1.007	0.955	1.079
5:142500001-143000000	5	142500001	143000000	0.984	0.997	1.082
5:143000001-143500000	5	143000001	143500000	1.033	1.054	0.952
5:144000001-144500000	5	144000001	144500000	0.901	1.105	1.021
5:144500001-145000000	5	144500001	145000000	0.957	1.057	0.989
5:145000001-145500000	5	145000001	145500000	0.984	1.075	1.03
5:145500001-146000000	5	145500001	146000000	1.03	1.042	0.991
5:146000001-146500000	5	146000001	146500000	1.043	1.021	0.995
5:146500001-147000000	5	146500001	147000000	1.137	1.039	1.07
5:147000001-147500000	5	147000001	147500000	1.057	1.047	1.024
5:147500001-148000000	5	147500001	148000000	1.065	1.031	1.106
5:148000001-148500000	5	148000001	148500000	0.934	0.978	1.048
5:148500001-149000000	5	148500001	149000000	1.044	1.055	1.029
5:149000001-149500000	5	149000001	149500000	0.951	0.99	0.927
5:149500001-150000000	5	149500001	150000000	0.992	0.938	1.014
5:150000001-150500000	5	150000001	150500000	1.011	0.933	0.893
5:150500001-151000000	5	150500001	151000000	0.922	0.989	1.039
5:151000001-151500000	5	151000001	151500000	0.876	0.92	0.914
5:151500001-152000000	5	151500001	152000000	1.008	0.984	1.021
5:152500001-153000000	5	152500001	153000000	0.993	0.925	1.031
5:153000001-153500000	5	153000001	153500000	0.966	1.121	1.183
5:153500001-154000000	5	153500001	154000000	1.059	1.013	1.008
5:154000001-154500000	5	154000001	154500000	0.893	0.981	1.032
5:154500001-155000000	5	154500001	155000000	1.023	1.008	0.969
5:155000001-155500000	5	155000001	155500000	1.06	1.014	1.048
5:155500001-156000000	5	155500001	156000000	1.06	1.044	1.083
5:156000001-156500000	5	156000001	156500000	1.044	1.006	1.008
5:156500001-157000000	5	156500001	157000000	1.088	1.071	1.111
5:157000001-157500000	5	157000001	157500000	0.89	0.995	0.953
5:157500001-158000000	5	157500001	158000000	0.983	0.977	0.923
5:158000001-158500000	5	158000001	158500000	1.053	1.063	1.003
5:158500001-159000000	5	158500001	159000000	1.025	1.092	1.1
5:159000001-159500000	5	159000001	159500000	0.971	1.018	0.969
5:159500001-160000000	5	159500001	160000000	0.994	1.128	1.124
5:160000001-160500000	5	160000001	160500000	1.014	0.965	1.067
5:161000001-161500000	5	161000001	161500000	1.037	0.95	0.946
5:161500001-162000000	5	161500001	162000000	0.992	0.969	1.16
5:162000001-162500000	5	162000001	162500000	0.951	0.951	1.005
5:162500001-163000000	5	162500001	163000000	0.914	0.984	1.002
5:164000001-164500000	5	164000001	164500000	1.068	1.046	1.035
5:165000001-165500000	5	165000001	165500000	1.001	0.937	1.023
5:165500001-166000000	5	165500001	166000000	1.058	1.05	1.023
5:166000001-166500000	5	166000001	166500000	1.008	0.948	1.001
5:167000001-167500000	5	167000001	167500000	1.059	0.985	0.956
5:167500001-168000000	5	167500001	168000000	1.048	0.965	1.135
5:168000001-168500000	5	168000001	168500000	1.049	1.049	1.026
5:168500001-169000000	5	168500001	169000000	1.089	1.024	1.102
5:169000001-169500000	5	169000001	169500000	1.095	1.076	1.077
5:169500001-170000000	5	169500001	170000000	0.944	0.965	0.988
5:170000001-170500000	5	170000001	170500000	0.908	0.988	0.993
5:171000001-171500000	5	171000001	171500000	0.965	0.952	1.037
5:171500001-172000000	5	171500001	172000000	0.988	0.966	0.985
5:172000001-172500000	5	172000001	172500000	0.968	0.845	0.939
5:172500001-173000000	5	172500001	173000000	0.935	1.023	0.894
5:173000001-173500000	5	173000001	173500000	1.001	1.006	0.93
5:173500001-174000000	5	173500001	174000000	1.009	0.977	0.87
5:174000001-174500000	5	174000001	174500000	1.031	0.97	1.027
5:174500001-175000000	5	174500001	175000000	1.015	1.076	1.118
5:175000001-175500000	5	175000001	175500000	1.064	1.036	1.159
5:175500001-176000000	5	175500001	176000000	0.98	1.002	1.109
5:176500001-177000000	5	176500001	177000000	1.084	0.985	1.061
5:177000001-177500000	5	177000001	177500000	0.883	0.958	0.953
5:178000001-178500000	5	178000001	178500000	1.104	1.018	1.02
5:178500001-179000000	5	178500001	179000000	1.05	1.004	1.095
5:179000001-179500000	5	179000001	179500000	1.181	1.004	1.053
5:179500001-180000000	5	179500001	180000000	0.922	0.956	0.945
5:180000001-180500000	5	180000001	180500000	1.043	1.154	1.167
5:180500001-181000000	5	180500001	181000000	0.937	0.984	0.943
6:500001-1000000	6	500001	1000000	1.062	1.045	0.994
6:1000001-1500000	6	1000001	1500000	1.001	1.003	0.976
6:2000001-2500000	6	2000001	2500000	1.024	1.072	1.074
6:2500001-3000000	6	2500001	3000000	0.927	0.968	0.953
6:3000001-3500000	6	3000001	3500000	0.979	0.98	1.004
6:4000001-4500000	6	4000001	4500000	0.971	1.056	0.969
6:4500001-5000000	6	4500001	5000000	0.982	0.903	1.052
6:5000001-5500000	6	5000001	5500000	1.024	0.894	0.941
6:5500001-6000000	6	5500001	6000000	1.028	0.963	1.015
6:6000001-6500000	6	6000001	6500000	0.997	1.1	1.049
6:6500001-7000000	6	6500001	7000000	0.946	1.005	0.947
6:7000001-7500000	6	7000001	7500000	1	0.973	1.015
6:7500001-8000000	6	7500001	8000000	0.975	0.964	1.042
6:8000001-8500000	6	8000001	8500000	0.947	0.947	1.055
6:8500001-9000000	6	8500001	9000000	0.952	1.032	1.032
6:9000001-9500000	6	9000001	9500000	1.015	1.026	1.012
6:9500001-10000000	6	9500001	10000000	1.036	0.94	1.007
6:10000001-10500000	6	10000001	10500000	1.028	0.968	0.996
6:10500001-11000000	6	10500001	11000000	1.013	1.073	1.052
6:11000001-11500000	6	11000001	11500000	0.946	1.009	0.944
6:11500001-12000000	6	11500001	12000000	1.009	0.976	0.941
6:12000001-12500000	6	12000001	12500000	0.923	1.008	1.045
6:12500001-13000000	6	12500001	13000000	1.027	0.999	1.117
6:13000001-13500000	6	13000001	13500000	0.948	0.997	1.014
6:13500001-14000000	6	13500001	14000000	0.943	1.016	1.002
6:14000001-14500000	6	14000001	14500000	1.037	1.002	0.925
6:14500001-15000000	6	14500001	15000000	0.906	0.928	0.951
6:15000001-15500000	6	15000001	15500000	0.91	0.98	1.023
6:15500001-16000000	6	15500001	16000000	0.961	1.067	0.963
6:16000001-16500000	6	16000001	16500000	1.019	1.035	1.075
6:16500001-17000000	6	16500001	17000000	0.923	0.95	0.993
6:17000001-17500000	6	17000001	17500000	1.151	1.122	1.072
6:17500001-18000000	6	17500001	18000000	0.868	1.043	0.996
6:18000001-18500000	6	18000001	18500000	0.974	0.971	0.922
6:18500001-19000000	6	18500001	19000000	1.007	1.053	1.01
6:19000001-19500000	6	19000001	19500000	1.142	0.941	1.001
6:19500001-20000000	6	19500001	20000000	1.065	1.045	1.056
6:20000001-20500000	6	20000001	20500000	0.93	0.986	0.906
6:20500001-21000000	6	20500001	21000000	1.004	1.018	1.02
6:21000001-21500000	6	21000001	21500000	1.002	1.086	0.971
6:21500001-22000000	6	21500001	22000000	1.096	0.973	0.936
6:22000001-22500000	6	22000001	22500000	0.996	1.03	1.085
6:22500001-23000000	6	22500001	23000000	0.973	0.984	1.088
6:23000001-23500000	6	23000001	23500000	1.095	1.042	1.061
6:23500001-24000000	6	23500001	24000000	0.991	1.064	1.074
6:24000001-24500000	6	24000001	24500000	0.98	0.959	0.971
6:24500001-25000000	6	24500001	25000000	0.824	0.872	0.995
6:25000001-25500000	6	25000001	25500000	0.897	0.967	0.961
6:25500001-26000000	6	25500001	26000000	1.016	0.976	1.019
6:26000001-26500000	6	26000001	26500000	0.787	0.871	0.871
6:27000001-27500000	6	27000001	27500000	1.017	0.96	0.912
6:27500001-28000000	6	27500001	28000000	0.883	0.916	0.938
6:28000001-28500000	6	28000001	28500000	0.967	0.978	0.99
6:28500001-29000000	6	28500001	29000000	1.026	1.012	1.044
6:29500001-30000000	6	29500001	30000000	0.969	0.989	0.965
6:30000001-30500000	6	30000001	30500000	0.895	1.052	0.967
6:30500001-31000000	6	30500001	31000000	0.88	0.928	0.981
6:31500001-32000000	6	31500001	32000000	0.938	0.943	0.96
6:32000001-32500000	6	32000001	32500000	1.005	0.879	0.902
6:33000001-33500000	6	33000001	33500000	0.94	0.976	0.94
6:33500001-34000000	6	33500001	34000000	1.007	1.01	0.999
6:34000001-34500000	6	34000001	34500000	0.992	1.021	0.963
6:34500001-35000000	6	34500001	35000000	0.966	0.882	0.984
6:35000001-35500000	6	35000001	35500000	0.976	0.933	1.03
6:35500001-36000000	6	35500001	36000000	0.99	0.947	1.021
6:36000001-36500000	6	36000001	36500000	0.968	0.893	0.979
6:36500001-37000000	6	36500001	37000000	0.955	1.03	0.978
6:37000001-37500000	6	37000001	37500000	0.933	0.909	0.968
6:37500001-38000000	6	37500001	38000000	0.996	1.015	0.965
6:38000001-38500000	6	38000001	38500000	0.937	1.019	1.097
6:38500001-39000000	6	38500001	39000000	0.933	0.935	1.041
6:39000001-39500000	6	39000001	39500000	1.104	1.071	1.038
6:39500001-40000000	6	39500001	40000000	1.015	1.049	1.099
6:40000001-40500000	6	40000001	40500000	1.009	0.972	1.015
6:40500001-41000000	6	40500001	41000000	0.955	0.995	1.039
6:41000001-41500000	6	41000001	41500000	0.985	1.057	0.999
6:41500001-42000000	6	41500001	42000000	0.909	0.943	1.059
6:42000001-42500000	6	42000001	42500000	0.916	0.883	0.96
6:42500001-43000000	6	42500001	43000000	0.798	0.922	1.001
6:43500001-44000000	6	43500001	44000000	1.033	0.913	0.994
6:44000001-44500000	6	44000001	44500000	1.059	0.925	1.012
6:44500001-45000000	6	44500001	45000000	1.092	1.008	1.157
6:45000001-45500000	6	45000001	45500000	0.957	1.051	1.004
6:45500001-46000000	6	45500001	46000000	1.032	1.041	1.007
6:46000001-46500000	6	46000001	46500000	0.999	1.067	1.075
6:46500001-47000000	6	46500001	47000000	0.952	1.046	1.019
6:47000001-47500000	6	47000001	47500000	1.072	0.927	1.015
6:47500001-48000000	6	47500001	48000000	0.968	1	1.001
6:48000001-48500000	6	48000001	48500000	1.003	0.919	0.964
6:48500001-49000000	6	48500001	49000000	0.956	1.107	1.019
6:49000001-49500000	6	49000001	49500000	0.937	0.91	1.041
6:49500001-50000000	6	49500001	50000000	0.903	0.991	0.983
6:50000001-50500000	6	50000001	50500000	0.955	1.068	1.009
6:50500001-51000000	6	50500001	51000000	1.002	1.035	1.039
6:51000001-51500000	6	51000001	51500000	1.052	1.031	1.035
6:51500001-52000000	6	51500001	52000000	1.039	1.035	1.042
6:52000001-52500000	6	52000001	52500000	1.05	1.024	0.901
6:52500001-53000000	6	52500001	53000000	1.035	0.908	0.95
6:53000001-53500000	6	53000001	53500000	0.825	0.894	1.068
6:53500001-54000000	6	53500001	54000000	1.075	0.956	0.952
6:54000001-54500000	6	54000001	54500000	0.992	1.031	1.006
6:55000001-55500000	6	55000001	55500000	1.095	1.002	0.954
6:55500001-56000000	6	55500001	56000000	1.047	1.017	1.042
6:56000001-56500000	6	56000001	56500000	0.963	0.957	1.042
6:56500001-57000000	6	56500001	57000000	0.949	1.023	1.078
6:62000001-62500000	6	62000001	62500000	1.088	1.051	1.017
6:62500001-63000000	6	62500001	63000000	0.948	0.852	0.929
6:63000001-63500000	6	63000001	63500000	0.964	0.943	1.028
6:63500001-64000000	6	63500001	64000000	0.962	0.981	0.879
6:64000001-64500000	6	64000001	64500000	1.036	0.991	1.065
6:64500001-65000000	6	64500001	65000000	0.942	0.96	0.981
6:65000001-65500000	6	65000001	65500000	1.047	0.989	0.95
6:65500001-66000000	6	65500001	66000000	0.991	1.006	0.962
6:66000001-66500000	6	66000001	66500000	1.114	0.901	0.997
6:66500001-67000000	6	66500001	67000000	1.012	1.038	1.023
6:67000001-67500000	6	67000001	67500000	0.819	0.893	0.871
6:67500001-68000000	6	67500001	68000000	0.964	0.981	0.882
6:68000001-68500000	6	68000001	68500000	0.99	0.967	0.943
6:68500001-69000000	6	68500001	69000000	1.054	0.905	0.934
6:69000001-69500000	6	69000001	69500000	0.998	1.053	1.052
6:69500001-70000000	6	69500001	70000000	0.893	0.971	0.938
6:70000001-70500000	6	70000001	70500000	1.113	0.998	1.058
6:70500001-71000000	6	70500001	71000000	1.07	1.041	1.003
6:71000001-71500000	6	71000001	71500000	0.839	1	1.018
6:71500001-72000000	6	71500001	72000000	0.971	1.073	1.005
6:72000001-72500000	6	72000001	72500000	1.098	1.025	1.014
6:73000001-73500000	6	73000001	73500000	1.001	1.02	1.028
6:73500001-74000000	6	73500001	74000000	0.917	0.989	1.017
6:74000001-74500000	6	74000001	74500000	1.083	1.068	1.118
6:74500001-75000000	6	74500001	75000000	1.058	1.03	0.954
6:75000001-75500000	6	75000001	75500000	0.987	0.995	0.994
6:75500001-76000000	6	75500001	76000000	1.017	1.053	0.994
6:76000001-76500000	6	76000001	76500000	0.934	0.985	0.924
6:77000001-77500000	6	77000001	77500000	1.003	0.965	0.938
6:77500001-78000000	6	77500001	78000000	1.081	0.981	1.024
6:78000001-78500000	6	78000001	78500000	0.92	0.99	1.027
6:78500001-79000000	6	78500001	79000000	1.015	1.027	1.096
6:79000001-79500000	6	79000001	79500000	1.108	0.972	1.058
6:79500001-80000000	6	79500001	80000000	1.058	0.988	0.936
6:80000001-80500000	6	80000001	80500000	1.007	1.069	1.073
6:80500001-81000000	6	80500001	81000000	0.989	1.014	1.089
6:81000001-81500000	6	81000001	81500000	1.019	1.053	0.992
6:81500001-82000000	6	81500001	82000000	1.101	1.014	1.009
6:82000001-82500000	6	82000001	82500000	1.087	1.021	0.98
6:82500001-83000000	6	82500001	83000000	1.101	1.071	1.041
6:83000001-83500000	6	83000001	83500000	1.012	1.031	1.083
6:83500001-84000000	6	83500001	84000000	1.033	0.991	1.013
6:84000001-84500000	6	84000001	84500000	1.055	0.94	1.031
6:84500001-85000000	6	84500001	85000000	1.072	1.081	1.057
6:85000001-85500000	6	85000001	85500000	1.003	1.046	0.994
6:85500001-86000000	6	85500001	86000000	1.017	1.001	1.001
6:86000001-86500000	6	86000001	86500000	1.113	0.986	1.085
6:86500001-87000000	6	86500001	87000000	1.086	0.977	1.048
6:87000001-87500000	6	87000001	87500000	0.938	0.993	0.996
6:87500001-88000000	6	87500001	88000000	0.997	0.901	1.091
6:88000001-88500000	6	88000001	88500000	1.16	1.016	1.099
6:89000001-89500000	6	89000001	89500000	0.957	0.909	0.928
6:89500001-90000000	6	89500001	90000000	0.966	0.908	1.022
6:90000001-90500000	6	90000001	90500000	0.986	0.961	1.001
6:90500001-91000000	6	90500001	91000000	1.078	1.05	1.077
6:91000001-91500000	6	91000001	91500000	1.064	0.986	0.955
6:92000001-92500000	6	92000001	92500000	0.991	0.992	0.937
6:92500001-93000000	6	92500001	93000000	1.003	0.948	1.017
6:93000001-93500000	6	93000001	93500000	1.023	1.107	0.963
6:93500001-94000000	6	93500001	94000000	1.065	0.985	1.095
6:94500001-95000000	6	94500001	95000000	1.081	0.984	1.087
6:95000001-95500000	6	95000001	95500000	1.056	0.97	1.118
6:95500001-96000000	6	95500001	96000000	1.026	0.997	0.863
6:96000001-96500000	6	96000001	96500000	1.032	0.958	0.891
6:97000001-97500000	6	97000001	97500000	0.984	1.108	0.961
6:97500001-98000000	6	97500001	98000000	1.01	1.028	0.979
6:98000001-98500000	6	98000001	98500000	1.007	0.961	1.038
6:98500001-99000000	6	98500001	99000000	1.029	0.969	1.085
6:99000001-99500000	6	99000001	99500000	1.062	1.054	1.017
6:99500001-100000000	6	99500001	100000000	1.018	0.974	0.959
6:100000001-100500000	6	100000001	100500000	0.967	1.048	0.985
6:100500001-101000000	6	100500001	101000000	1.156	0.923	0.962
6:101000001-101500000	6	101000001	101500000	1.014	1.049	0.978
6:101500001-102000000	6	101500001	102000000	1.048	0.927	0.979
6:102000001-102500000	6	102000001	102500000	0.925	1.019	1.128
6:102500001-103000000	6	102500001	103000000	0.946	1.012	0.986
6:103000001-103500000	6	103000001	103500000	0.954	0.828	0.926
6:103500001-104000000	6	103500001	104000000	1.026	1.006	0.947
6:104000001-104500000	6	104000001	104500000	0.945	1.061	0.949
6:105000001-105500000	6	105000001	105500000	0.946	0.986	1.085
6:105500001-106000000	6	105500001	106000000	0.963	1.006	0.964
6:106000001-106500000	6	106000001	106500000	1.029	1.01	1.101
6:106500001-107000000	6	106500001	107000000	0.977	0.97	0.929
6:107000001-107500000	6	107000001	107500000	0.898	0.952	1.108
6:107500001-108000000	6	107500001	108000000	1.044	0.921	0.892
6:108000001-108500000	6	108000001	108500000	0.923	1.028	0.975
6:108500001-109000000	6	108500001	109000000	0.852	1.011	0.99
6:109000001-109500000	6	109000001	109500000	0.906	0.995	0.999
6:109500001-110000000	6	109500001	110000000	0.926	0.96	1.09
6:110000001-110500000	6	110000001	110500000	0.879	0.964	1.024
6:110500001-111000000	6	110500001	111000000	0.835	0.967	0.898
6:111000001-111500000	6	111000001	111500000	0.961	1.054	0.982
6:111500001-112000000	6	111500001	112000000	1.015	0.924	1.025
6:112000001-112500000	6	112000001	112500000	1.015	0.997	1.042
6:112500001-113000000	6	112500001	113000000	1.028	1.077	1.011
6:113000001-113500000	6	113000001	113500000	0.945	0.991	1.058
6:113500001-114000000	6	113500001	114000000	0.948	0.933	0.875
